,regulator,gene_id,effect
2778,fur,STMUK_1717,-
2779,fur,STMUK_1716,-
2780,fur,STMUK_1715,-
2781,fur,STMUK_1709,+-
2782,fur,STMUK_1692,+
2783,fur,STMUK_1683,+
2784,fur,STMUK_1673,+-
2785,fur,STMUK_1629,-
2786,fur,STMUK_1555,-
2787,fur,STMUK_1536,-
2792,fur,STMUK_2643,-
2793,fur,STMUK_1463,-
2794,fur,STMUK_1433,-
2795,fur,STMUK_1396,-
2796,fur,STMUK_1340,-
2797,fur,STMUK_1339,-
2798,fur,STMUK_1338,-
2799,fur,STMUK_1337,-
2800,fur,STMUK_1336,-
2801,fur,STMUK_1335,-
2802,fur,STMUK_1313,-
2803,fur,STMUK_1285,+
2804,fur,STMUK_1266,+-
2805,fur,STMUK_1807,+-
2806,fur,STMUK_1866,-
2809,fur,STMUK_1911,+
2810,fur,STMUK_1914,+
2811,fur,STMUK_1929,+-
2812,fur,STMUK_1230,+
2813,fur,STMUK_0697,-
2815,fur,STMUK_2111,-
2816,fur,STMUK_3012,-
2817,fur,STMUK_2177,-
2818,fur,STMUK_2229,-
2819,fur,STMUK_2294,-
2820,fur,STMUK_0197,+-
2821,fur,STMUK_2439,-
2822,fur,STMUK_2588,-
2823,fur,STMUK_2682,-
2824,fur,STMUK_2719,+-
2825,fur,STMUK_2790,-
2826,fur,STMUK_2794,-
2827,fur,STMUK_2795,-
2828,fur,STMUK_2796,-
2829,fur,STMUK_2797,-
2830,fur,STMUK_2913,-
2833,fur,STMUK_3131,+
2834,fur,STMUK_3132,+
2835,fur,STMUK_3133,+
2836,fur,STMUK_3134,+
2837,fur,STMUK_3135,+
2838,fur,STMUK_3136,+
2839,fur,STMUK_3137,+
2840,fur,STMUK_3138,+
2841,fur,STMUK_3146,-
2842,fur,STMUK_3147,-
2843,fur,STMUK_3203,-
2844,fur,STMUK_3224,+-
2845,fur,STMUK_3235,-
2846,fur,STMUK_3236,-
2847,fur,STMUK_3237,-
2849,fur,STMUK_3311,+-
2854,fur,STMUK_3488,+-
2855,fur,STMUK_3491,-
2856,fur,STMUK_3492,-
2857,fur,STMUK_3493,-
2858,fur,STMUK_3531,-
2859,fur,STMUK_3550,+-
2860,fur,STMUK_3786,+-
2861,fur,STMUK_3954,+-
2862,fur,STMUK_4018,+-
2863,fur,STMUK_4040,+-
2864,fur,STMUK_4049,+-
2865,fur,STMUK_4073,+
2866,fur,STMUK_4084,-
2867,fur,STMUK_4092,+
2868,fur,STMUK_4172,-
2869,fur,STMUK_4225,+-
2872,fur,STMUK_4285,+
2882,fur,STMUK_3123,+
2883,fur,STMUK_3124,+
2885,fur,STMUK_4537,-
2890,fur,STMUK_0592,-
2891,fur,STMUK_4539,-
2894,gadE,STMUK_0227,+
2895,gadE,STMUK_0228,+
2896,gadE,STMUK_0229,+
2897,gadE,STMUK_0230,+
2898,gadE,STMUK_0389,+-
2899,gadE,STMUK_0446,+
2900,gadE,STMUK_0447,+
2901,gadE,STMUK_0448,+
2902,gadE,STMUK_0449,+
2903,gadE,STMUK_0450,+
2904,gadE,STMUK_0632,+-
2905,gadE,STMUK_0927,+
2908,gadE,STMUK_1427,+-
2909,gadE,STMUK_2759,+
2910,gadE,STMUK_1961,+
2911,gadE,STMUK_2111,+
2917,gadE,STMUK_1531,+
2926,gadE,STMUK_3865,+-
2927,gadE,STMUK_4235,+
2928,gadE,STMUK_4236,+
2929,gadE,STMUK_4351,+
2930,gadE,STMUK_4550,+
2931,gadE,STMUK_4587,+-
2938,gadE;rcsB,STMUK_3951,+
2939,gadE;rcsB,STMUK_4279,+
2940,gadE;rcsB,STMUK_2591,+
2941,gadE;rcsB,STMUK_2590,+
2949,gadW,STMUK_1531,+-
2957,gadX,STMUK_0041,+-
2958,gadX,STMUK_0457,+
2959,gadX,STMUK_0470,+
2960,gadX,STMUK_0471,+
2963,gadX,STMUK_0685,+
2964,gadX,STMUK_1724,+
2965,gadX,STMUK_1630,+
2968,gadX,STMUK_0036,-
2969,gadX,STMUK_1469,+-
2970,gadX,STMUK_1468,+-
2971,gadX,STMUK_1466,-
2972,gadX,STMUK_1465,-
2974,gadX,STMUK_1418,-
2976,gadX,STMUK_2913,+
2979,gadX,STMUK_3041,+-
2980,gadX,STMUK_3042,+-
2981,gadX,STMUK_3043,+-
2982,gadX,STMUK_3078,+-
2983,gadX,STMUK_3575,+-
2984,gadX,STMUK_3576,+-
2988,gadX,STMUK_1531,+-
3001,gadX,STMUK_2591,+
3002,gadX,STMUK_2590,+
3004,galR,STMUK_0778,+-
3005,galR,STMUK_0779,+-
3006,galR,STMUK_0780,+-
3007,galR,STMUK_0781,+-
3008,galR,STMUK_2218,-
3009,galR,STMUK_2219,-
3010,galR,STMUK_2220,-
3011,galR,STMUK_2221,-
3012,galR,STMUK_2999,-
3013,galR,STMUK_3079,-
3014,galS,STMUK_0778,+-
3015,galS,STMUK_0779,+-
3016,galS,STMUK_0780,+-
3017,galS,STMUK_0781,+-
3018,galS,STMUK_2218,-
3019,galS,STMUK_2219,-
3020,galS,STMUK_2220,-
3021,galS,STMUK_2221,-
3022,galS,STMUK_2999,-
3023,galS,STMUK_3079,-
3024,gatR,STMUK_3245,-
3028,gatR,STMUK_3241,-
3029,gcvA,STMUK_2970,-
3030,gcvA,STMUK_3041,+-
3031,gcvA,STMUK_3042,+-
3032,gcvA,STMUK_3043,+-
3040,glpR,STMUK_2312,-
3041,glpR,STMUK_2313,-
3042,glpR,STMUK_2314,-
3043,glpR,STMUK_2315,-
3044,glpR,STMUK_2316,-
3045,glpR,STMUK_3511,-
3046,glpR,STMUK_4070,-
3047,glpR,STMUK_4071,-
3048,glpR,STMUK_4072,-
3049,glrR,STMUK_2673,+
3050,glrR,STMUK_2674,+
3051,glrR,STMUK_2675,+
3052,glrR,STMUK_2676,+
3053,gntR,STMUK_1864,-
3054,gntR,STMUK_1865,-
3055,gntR,STMUK_3496,-
3056,gntR,STMUK_3497,-
3057,gntR,STMUK_3498,-
3058,gntR,STMUK_3527,-
3059,gntR,STMUK_4467,-
3060,gntR,STMUK_4468,-
3061,gntR,STMUK_4469,-
3062,gntR,STMUK_4470,-
3063,gntR,STMUK_4471,-
3064,gntR,STMUK_3526,-
3065,gutM,STMUK_2821,+
3066,gutM,STMUK_2822,+
3067,gutM,STMUK_2823,+
3068,gutM,STMUK_2824,+
3069,gutM,STMUK_2825,+
3070,gutM,STMUK_2826,+
3071,gutM,STMUK_2827,+
3072,h-NS,STMUK_0040,-
3073,h-NS,STMUK_0041,-
3074,h-NS,STMUK_0069,-
3075,h-NS,STMUK_0070,-
3076,h-NS,STMUK_0071,-
3077,h-NS,STMUK_0072,-
3078,h-NS,STMUK_0073,-
3079,h-NS,STMUK_0074,-
3080,h-NS,STMUK_0075,-
3081,h-NS,STMUK_0117,-
3082,h-NS,STMUK_0118,-
3083,h-NS,STMUK_0119,-
3084,h-NS,STMUK_0211,-
3088,h-NS,STMUK_0453,-
3090,h-NS,STMUK_0591,+
3091,h-NS,STMUK_0593,+
3092,h-NS,STMUK_0594,+
3093,h-NS,STMUK_0746,-
3094,h-NS,STMUK_0747,-
3095,h-NS,STMUK_0778,-
3096,h-NS,STMUK_0779,-
3097,h-NS,STMUK_0780,-
3098,h-NS,STMUK_0781,-
3099,h-NS,STMUK_0835,-
3100,h-NS,STMUK_0911,+
3101,h-NS,STMUK_0927,-
3102,h-NS,STMUK_0957,+
3103,h-NS,STMUK_0958,+
3104,h-NS,STMUK_0959,+
3105,h-NS,STMUK_0960,+
3106,h-NS,STMUK_1107,-
3107,h-NS,STMUK_1108,-
3108,h-NS,STMUK_1109,-
3109,h-NS,STMUK_1110,-
3111,h-NS,STMUK_1724,-
3112,h-NS,STMUK_1702,-
3113,h-NS,STMUK_1701,-
3115,h-NS,STMUK_1532,-
3119,h-NS,STMUK_1446,-
3120,h-NS,STMUK_1445,-
3123,h-NS,STMUK_1914,-
3124,h-NS,STMUK_1933,+
3125,h-NS,STMUK_1934,+
3126,h-NS,STMUK_1935,+
3127,h-NS,STMUK_2759,+
3128,h-NS,STMUK_1961,-
3130,h-NS,STMUK_2299,-
3131,h-NS,STMUK_2300,-
3132,h-NS,STMUK_2307,-
3133,h-NS,STMUK_2308,-
3134,h-NS,STMUK_2309,-
3135,h-NS,STMUK_2381,+
3136,h-NS,STMUK_2382,+
3137,h-NS,STMUK_2383,+
3138,h-NS,STMUK_2384,+
3141,h-NS,STMUK_2472,-
3142,h-NS,STMUK_2473,-
3143,h-NS,STMUK_2474,-
3144,h-NS,STMUK_2475,-
3145,h-NS,STMUK_2476,-
3146,h-NS,STMUK_2585,+
3147,h-NS,STMUK_2777,+
3148,h-NS,STMUK_2778,+
3149,h-NS,STMUK_2779,+
3150,h-NS,STMUK_2780,+
3151,h-NS,STMUK_2781,+
3152,h-NS,STMUK_2788,-
3153,h-NS,STMUK_2798,-
3154,h-NS,STMUK_2799,-
3155,h-NS,STMUK_2800,-
3156,h-NS,STMUK_2821,+
3157,h-NS,STMUK_2822,+
3158,h-NS,STMUK_2823,+
3159,h-NS,STMUK_2824,+
3160,h-NS,STMUK_2825,+
3161,h-NS,STMUK_2826,+
3162,h-NS,STMUK_2827,+
3163,h-NS,STMUK_2926,-
3164,h-NS,STMUK_2927,-
3165,h-NS,STMUK_2928,-
3167,h-NS,STMUK_2930,-
3172,h-NS,STMUK_2945,+
3173,h-NS,STMUK_3049,-
3174,h-NS,STMUK_3235,-
3175,h-NS,STMUK_3236,-
3176,h-NS,STMUK_3237,-
3178,h-NS,STMUK_3376,-
3179,h-NS,STMUK_3377,-
3183,h-NS,STMUK_3460,-
3184,h-NS,STMUK_3461,-
3185,h-NS,STMUK_3462,-
3186,h-NS,STMUK_3463,-
3191,h-NS,STMUK_1531,-
3200,h-NS,STMUK_3636,-
3205,h-NS,STMUK_4280,-
3207,h-NS,STMUK_2591,-
3208,h-NS,STMUK_2590,-
3209,h-NS,STMUK_2589,-
3210,h-NS,STMUK_4436,-
3211,h-NS,STMUK_4437,-
3212,h-NS,STMUK_0722,-
3221,h-NS,STMUK_4533,-
3222,h-NS,STMUK_4534,-
3223,h-NS,STMUK_4535,-
3224,h-NS,STMUK_3884,-
3225,h-NS,STMUK_0592,+
3226,hU,STMUK_0702,-
3227,hU,STMUK_0703,-
3228,hU,STMUK_0778,-
3229,hU,STMUK_0779,-
3230,hU,STMUK_0780,-
3231,hU,STMUK_0781,-
3232,hU,STMUK_1916,-
3233,hU,STMUK_3263,-
3245,higA,STMUK_4013,-
3246,higA,STMUK_4014,-
3247,higB;higA,STMUK_4013,-
3248,higB;higA,STMUK_4014,-
3253,hipAB,STMUK_2945,-
3258,hipB,STMUK_2945,-
3259,hipB,STMUK_3208,-
3260,his-tRNA,STMUK_2101,-
3261,his-tRNA,STMUK_2102,-
3262,his-tRNA,STMUK_2103,-
3263,his-tRNA,STMUK_2104,-
3264,his-tRNA,STMUK_2105,-
3265,his-tRNA,STMUK_2106,-
3266,his-tRNA,STMUK_2107,-
3267,his-tRNA,STMUK_2108,-
3268,hprR,STMUK_0446,-
3269,hprR,STMUK_0447,-
3270,hprR,STMUK_0448,-
3271,hprR,STMUK_0449,-
3272,hprR,STMUK_0450,-
3275,hprR,STMUK_0356,+
3279,hprR,STMUK_1066,+
3292,hypT,STMUK_0247,+
3293,hypT,STMUK_0248,+
3294,hypT,STMUK_0249,+
3295,hypT,STMUK_0746,+
3296,hypT,STMUK_0747,+
3297,hypT,STMUK_2935,+
3298,hypT,STMUK_4085,+
3299,hypT,STMUK_4086,+
3305,iclR,STMUK_4167,-
3306,iclR,STMUK_4168,-
3307,iclR,STMUK_4169,-
3308,iclR,STMUK_4171,-
3309,idnR,STMUK_3527,-
3310,idnR,STMUK_4467,+
3311,idnR,STMUK_4468,+
3312,idnR,STMUK_4469,+
3313,idnR,STMUK_4470,+
3314,idnR,STMUK_4471,+
3315,idnR,STMUK_3526,-
3316,ihf,STMUK_0067,+-
3317,ihf,STMUK_0068,+-
3318,ihf,STMUK_0088,+
3319,ihf,STMUK_0171,+
3320,ihf,STMUK_0172,-
3321,ihf,STMUK_0736,+
3322,ihf,STMUK_0742,-
3323,ihf,STMUK_0743,-
3324,ihf,STMUK_0744,-
3325,ihf,STMUK_0745,-
3326,ihf,STMUK_0832,+
3327,ihf,STMUK_0833,+
3328,ihf,STMUK_0834,+
3329,ihf,STMUK_0835,+
3330,ihf,STMUK_0931,-
3331,ihf,STMUK_0932,-
3332,ihf,STMUK_0933,-
3333,ihf,STMUK_0939,+
3334,ihf,STMUK_0940,+
3335,ihf,STMUK_0948,-
3342,ihf,STMUK_1107,+
3343,ihf,STMUK_1108,+
3344,ihf,STMUK_1109,+
3345,ihf,STMUK_1110,+
3346,ihf,STMUK_1179,-
3347,ihf,STMUK_1749,+
3348,ihf,STMUK_1748,+
3349,ihf,STMUK_1747,+
3350,ihf,STMUK_1737,+
3351,ihf,STMUK_1736,+
3352,ihf,STMUK_1735,+
3353,ihf,STMUK_1734,+
3354,ihf,STMUK_1733,+
3355,ihf,STMUK_1659,+
3356,ihf,STMUK_1658,+
3357,ihf,STMUK_1657,+
3358,ihf,STMUK_1656,+
3359,ihf,STMUK_1655,+
3360,ihf,STMUK_1629,+
3373,ihf,STMUK_1534,+
3376,ihf,STMUK_1397,-
3377,ihf,STMUK_1340,+
3378,ihf,STMUK_1339,+
3379,ihf,STMUK_1338,+
3380,ihf,STMUK_1337,+
3381,ihf,STMUK_1336,+
3382,ihf,STMUK_1335,+
3383,ihf,STMUK_1306,-
3384,ihf,STMUK_1278,-
3387,ihf,STMUK_1916,-
3388,ihf,STMUK_1933,-
3389,ihf,STMUK_1934,-
3390,ihf,STMUK_1935,-
3392,ihf,STMUK_2298,-
3397,ihf,STMUK_2312,-
3398,ihf,STMUK_2313,-
3399,ihf,STMUK_2346,-
3400,ihf,STMUK_2347,-
3401,ihf,STMUK_2348,-
3402,ihf,STMUK_2349,-
3403,ihf,STMUK_2350,-
3404,ihf,STMUK_2351,-
3405,ihf,STMUK_2352,-
3406,ihf,STMUK_2353,-
3407,ihf,STMUK_2354,-
3408,ihf,STMUK_2355,-
3409,ihf,STMUK_2356,-
3410,ihf,STMUK_2357,-
3411,ihf,STMUK_2358,-
3412,ihf,STMUK_2482,-
3413,ihf,STMUK_2483,-
3414,ihf,STMUK_2673,-
3415,ihf,STMUK_2674,-
3416,ihf,STMUK_2675,-
3417,ihf,STMUK_2676,-
3418,ihf,STMUK_2798,+
3419,ihf,STMUK_2799,+
3420,ihf,STMUK_2800,+
3421,ihf,STMUK_2829,+-
3422,ihf,STMUK_2830,+-
3423,ihf,STMUK_2834,+
3424,ihf,STMUK_2835,+
3425,ihf,STMUK_2836,+
3426,ihf,STMUK_2837,+
3427,ihf,STMUK_2838,+
3428,ihf,STMUK_2839,+
3429,ihf,STMUK_2840,+
3430,ihf,STMUK_2841,+
3431,ihf,STMUK_2842,+
3432,ihf,STMUK_2843,+
3433,ihf,STMUK_2844,+
3434,ihf,STMUK_2845,+
3435,ihf,STMUK_2846,+
3436,ihf,STMUK_2847,+
3437,ihf,STMUK_2848,+
3438,ihf,STMUK_2935,+
3439,ihf,STMUK_2936,+
3440,ihf,STMUK_2937,+
3445,ihf,STMUK_3207,?
3447,ihf,STMUK_3230,+
3448,ihf,STMUK_3231,+
3449,ihf,STMUK_3232,+
3450,ihf,STMUK_3233,+
3451,ihf,STMUK_3234,+
3452,ihf,STMUK_3263,-
3457,ihf,STMUK_3370,+
3458,ihf,STMUK_3371,+
3459,ihf,STMUK_3460,+-
3460,ihf,STMUK_3461,+-
3461,ihf,STMUK_3462,+-
3462,ihf,STMUK_3463,+-
3463,ihf,STMUK_3487,-
3464,ihf,STMUK_3488,-
3465,ihf,STMUK_3505,+
3466,ihf,STMUK_3553,+
3467,ihf,STMUK_3575,-
3468,ihf,STMUK_3576,+
3469,ihf,STMUK_3613,+
3470,ihf,STMUK_3614,+
3471,ihf,STMUK_3615,+
3472,ihf,STMUK_3616,+
3473,ihf,STMUK_3617,+
3474,ihf,STMUK_3653,-
3475,ihf,STMUK_3654,+
3476,ihf,STMUK_3655,+
3477,ihf,STMUK_3657,+
3478,ihf,STMUK_3658,+
3479,ihf,STMUK_3659,+
3480,ihf,STMUK_3660,+
3481,ihf,STMUK_3661,+
3482,ihf,STMUK_3662,+
3484,ihf,STMUK_3795,+
3485,ihf,STMUK_3842,+
3486,ihf,STMUK_3843,+
3487,ihf,STMUK_3844,+
3488,ihf,STMUK_3845,+
3489,ihf,STMUK_3846,+
3490,ihf,STMUK_3887,+-
3491,ihf,STMUK_3889,+-
3492,ihf,STMUK_3890,+-
3493,ihf,STMUK_3891,+-
3494,ihf,STMUK_3892,+-
3495,ihf,STMUK_4040,-
3496,ihf,STMUK_4167,+
3497,ihf,STMUK_4168,+
3498,ihf,STMUK_4169,+
3499,ihf,STMUK_4207,+
3500,ihf,STMUK_4208,+
3501,ihf,STMUK_4209,+
3502,ihf,STMUK_4210,+
3503,ihf,STMUK_4218,-
3504,ihf,STMUK_4219,-
3505,ihf,STMUK_4229,+
3506,ihf,STMUK_4258,-
3507,ihf,STMUK_4259,-
3508,ihf,STMUK_4260,-
3509,ihf,STMUK_4262,+-
3510,ihf,STMUK_4263,+-
3511,ihf,STMUK_4264,+-
3512,ihf,STMUK_4265,+-
3515,ihf,STMUK_4267,+-
3517,ihf,STMUK_4367,-
3518,ihf,STMUK_4368,-
3519,ihf,STMUK_4369,-
3520,ihf,STMUK_4370,-
3521,ihf,STMUK_4371,-
3522,ihf,STMUK_4372,-
3523,ihf,STMUK_4373,-
3524,ihf,STMUK_0722,+
3532,ihf,STMUK_4548,-
3535,ihf,STMUK_3229,+
3536,ihf,STMUK_3504,+
3538,ile-tRNA,STMUK_0002,-
3539,ile-tRNA,STMUK_0003,-
3540,ile-tRNA,STMUK_0004,-
3541,ile-tRNA,STMUK_3889,-
3542,ile-tRNA,STMUK_3890,-
3543,ile-tRNA,STMUK_3891,-
3544,ile-tRNA,STMUK_3892,-
3548,ilvY,STMUK_3895,-
3549,ilvY,STMUK_3896,+
3550,iscR,STMUK_0206,-
3551,iscR,STMUK_1758,-
3552,iscR,STMUK_1759,-
3553,iscR,STMUK_1760,-
3554,iscR,STMUK_1761,-
3555,iscR,STMUK_1762,-
3556,iscR,STMUK_1763,-
3557,iscR,STMUK_1340,+
3558,iscR,STMUK_1339,+
3559,iscR,STMUK_1338,+
3560,iscR,STMUK_1337,+
3561,iscR,STMUK_1336,+
3562,iscR,STMUK_1335,+
3563,iscR,STMUK_1312,+
3564,iscR,STMUK_2286,-
3565,iscR,STMUK_2287,-
3566,iscR,STMUK_2288,-
3567,iscR,STMUK_2289,-
3568,iscR,STMUK_2290,-
3569,iscR,STMUK_2291,-
3570,iscR,STMUK_2292,-
3571,iscR,STMUK_2573,-
3572,iscR,STMUK_2574,-
3573,iscR,STMUK_2575,-
3574,iscR,STMUK_2576,-
3577,iscR,STMUK_2794,+
3578,iscR,STMUK_2795,+
3579,iscR,STMUK_2796,+
3580,iscR,STMUK_2797,+
3581,iscR,STMUK_3497,-
3582,kdgR,STMUK_1864,-
3583,kdgR,STMUK_1865,-
3584,kdpE,STMUK_0710,+
3585,kdpE,STMUK_0711,+
3586,kdpE,STMUK_0712,+
3587,kdpE,STMUK_0713,+
3591,leu-tRNA,STMUK_0112,-
3592,leu-tRNA,STMUK_0113,-
3593,leu-tRNA,STMUK_0114,-
3594,leu-tRNA,STMUK_0115,-
3595,leu-tRNA,STMUK_3781,-
3596,leu-tRNA,STMUK_3782,-
3597,leu-tRNA,STMUK_3889,-
3598,leu-tRNA,STMUK_3890,-
3599,leu-tRNA,STMUK_3891,-
3600,leu-tRNA,STMUK_3892,-
3604,leuO,STMUK_0112,+
3605,leuO,STMUK_0113,+
3606,leuO,STMUK_0114,+
3607,leuO,STMUK_0115,+
3608,leuO,STMUK_0116,+
3609,leuO,STMUK_0117,+-
3610,leuO,STMUK_2926,+
3611,leuO,STMUK_2927,+
3612,leuO,STMUK_2928,+
3614,leuO,STMUK_2930,+
3620,leuO,STMUK_2589,-
3621,leuO,STMUK_4534,+
3622,leuO,STMUK_4535,+
3623,lexA,STMUK_0098,-
3624,lexA,STMUK_0123,-
3625,lexA,STMUK_0124,-
3626,lexA,STMUK_0125,-
3627,lexA,STMUK_0126,-
3628,lexA,STMUK_0127,-
3629,lexA,STMUK_0128,-
3630,lexA,STMUK_0129,-
3631,lexA,STMUK_0130,-
3632,lexA,STMUK_0131,-
3633,lexA,STMUK_0132,-
3634,lexA,STMUK_0133,-
3635,lexA,STMUK_0134,-
3636,lexA,STMUK_0135,-
3637,lexA,STMUK_0136,-
3638,lexA,STMUK_3502,-
3639,lexA,STMUK_3503,-
3640,lexA,STMUK_0319,-
3643,lexA,STMUK_3640,-
3645,lexA,STMUK_0715,-
3646,lexA,STMUK_0803,-
3647,lexA,STMUK_0826,-
3648,lexA,STMUK_0827,-
3650,lexA,STMUK_1040,-
3651,lexA,STMUK_1130,-
3652,lexA,STMUK_1976,-
3653,lexA,STMUK_1975,-
3654,lexA,STMUK_1288,-
3655,lexA,STMUK_1276,-
3656,lexA,STMUK_1862,-
3657,lexA,STMUK_1874,-
3658,lexA,STMUK_1875,-
3659,lexA,STMUK_1925,-
3660,lexA,STMUK_1926,-
3661,lexA,STMUK_2091,-
3662,lexA,STMUK_2719,-
3663,lexA,STMUK_2817,-
3664,lexA,STMUK_2818,-
3665,lexA,STMUK_2981,-
3666,lexA,STMUK_2982,-
3667,lexA,STMUK_2983,-
3668,lexA,STMUK_3198,-
3669,lexA,STMUK_3199,-
3670,lexA,STMUK_3200,-
3673,lexA,STMUK_3936,-
3674,lexA,STMUK_3943,-
3675,lexA,STMUK_4222,-
3676,lexA,STMUK_4223,-
3677,lexA,STMUK_4239,-
3678,lexA,STMUK_4241,-
3679,lexA,STMUK_4510,-
3682,lexA,STMUK_3784,-
3683,lldR,STMUK_3678,+-
3684,lldR,STMUK_3679,+-
3685,lldR,STMUK_3680,+-
3686,lrhA,STMUK_0117,+
3689,lrhA,STMUK_2360,+
3692,lrp,STMUK_0002,+-
3693,lrp,STMUK_0003,+-
3694,lrp,STMUK_0004,+-
3695,lrp,STMUK_0112,+-
3696,lrp,STMUK_0113,+-
3697,lrp,STMUK_0114,+-
3698,lrp,STMUK_0115,+-
3699,lrp,STMUK_0116,+-
3700,lrp,STMUK_0118,+-
3701,lrp,STMUK_0119,+-
3702,lrp,STMUK_0133,-
3703,lrp,STMUK_0134,-
3704,lrp,STMUK_0135,-
3706,lrp,STMUK_0345,+-
3707,lrp,STMUK_0323,+-
3712,lrp,STMUK_0405,-
3713,lrp,STMUK_0406,+-
3714,lrp,STMUK_0423,+-
3715,lrp,STMUK_0424,+-
3716,lrp,STMUK_2425,+-
3717,lrp,STMUK_0765,+-
3718,lrp,STMUK_0766,+-
3719,lrp,STMUK_0816,+-
3720,lrp,STMUK_0817,+-
3721,lrp,STMUK_0818,+-
3722,lrp,STMUK_0828,+-
3723,lrp,STMUK_0883,+-
3724,lrp,STMUK_0884,+-
3725,lrp,STMUK_0885,+-
3726,lrp,STMUK_0886,+-
3727,lrp,STMUK_0893,+-
3728,lrp,STMUK_0894,+-
3729,lrp,STMUK_0895,+-
3730,lrp,STMUK_0896,+-
3731,lrp,STMUK_0900,+-
3732,lrp,STMUK_0927,-
3733,lrp,STMUK_0935,+-
3734,lrp,STMUK_0943,+-
3735,lrp,STMUK_0944,+-
3736,lrp,STMUK_0964,+-
3737,lrp,STMUK_1132,+-
3738,lrp,STMUK_1185,+-
3739,lrp,STMUK_1186,+-
3740,lrp,STMUK_1187,+-
3741,lrp,STMUK_1188,+-
3743,lrp,STMUK_1775,+-
3744,lrp,STMUK_1774,+-
3748,lrp,STMUK_1722,+-
3749,lrp,STMUK_1719,+-
3750,lrp,STMUK_1718,+-
3751,lrp,STMUK_1717,+-
3752,lrp,STMUK_1716,+-
3753,lrp,STMUK_1715,+-
3754,lrp,STMUK_1687,+-
3755,lrp,STMUK_1675,+-
3756,lrp,STMUK_1652,+-
3757,lrp,STMUK_1630,+-
3758,lrp,STMUK_1532,+-
3759,lrp,STMUK_0036,-
3760,lrp,STMUK_1440,+-
3762,lrp,STMUK_1418,+-
3763,lrp,STMUK_1274,+-
3764,lrp,STMUK_1273,+-
3765,lrp,STMUK_1272,+-
3766,lrp,STMUK_1271,+-
3767,lrp,STMUK_1270,+-
3768,lrp,STMUK_1237,+-
3769,lrp,STMUK_1799,+-
3770,lrp,STMUK_1916,+-
3778,lrp,STMUK_2230,+
3780,lrp,STMUK_2244,+-
3781,lrp,STMUK_2286,+-
3782,lrp,STMUK_2287,+-
3783,lrp,STMUK_2288,+-
3784,lrp,STMUK_2289,+-
3785,lrp,STMUK_2290,+-
3786,lrp,STMUK_2291,+-
3787,lrp,STMUK_2292,+-
3788,lrp,STMUK_2293,+-
3790,lrp,STMUK_2294,+
3791,lrp,STMUK_2298,-
3792,lrp,STMUK_2360,+-
3793,lrp,STMUK_2361,+-
3794,lrp,STMUK_2369,+-
3795,lrp,STMUK_2418,+
3796,lrp,STMUK_2419,+
3797,lrp,STMUK_2420,+-
3800,lrp,STMUK_2529,-
3801,lrp,STMUK_2530,-
3802,lrp,STMUK_2531,-
3803,lrp,STMUK_2532,-
3804,lrp,STMUK_2534,+-
3805,lrp,STMUK_2585,+-
3806,lrp,STMUK_2777,+
3807,lrp,STMUK_2778,+
3808,lrp,STMUK_2779,+
3809,lrp,STMUK_2780,+
3810,lrp,STMUK_2781,+
3811,lrp,STMUK_2788,+-
3812,lrp,STMUK_2789,+
3813,lrp,STMUK_2958,+-
3814,lrp,STMUK_2959,+-
3815,lrp,STMUK_3007,+-
3816,lrp,STMUK_3041,+
3817,lrp,STMUK_3042,+
3818,lrp,STMUK_3043,+
3819,lrp,STMUK_3049,-
3820,lrp,STMUK_3050,+-
3821,lrp,STMUK_3054,+
3822,lrp,STMUK_3078,+-
3823,lrp,STMUK_3094,+-
3824,lrp,STMUK_3207,-
3825,lrp,STMUK_3214,+-
3827,lrp,STMUK_3230,+-
3828,lrp,STMUK_3231,+-
3829,lrp,STMUK_3232,+-
3830,lrp,STMUK_3233,+-
3831,lrp,STMUK_3234,+-
3832,lrp,STMUK_3263,+-
3836,lrp,STMUK_3347,+-
3837,lrp,STMUK_3501,+
3839,lrp,STMUK_3529,+-
3840,lrp,STMUK_3545,-
3841,lrp,STMUK_3546,-
3842,lrp,STMUK_3547,-
3843,lrp,STMUK_3548,-
3844,lrp,STMUK_3549,-
3845,lrp,STMUK_3552,-
3846,lrp,STMUK_3577,+-
3848,lrp,STMUK_1531,-
3850,lrp,STMUK_3594,+-
3851,lrp,STMUK_3613,+-
3852,lrp,STMUK_3614,+-
3853,lrp,STMUK_3615,+-
3854,lrp,STMUK_3616,+-
3855,lrp,STMUK_3617,+-
3856,lrp,STMUK_3651,+-
3857,lrp,STMUK_3694,+-
3858,lrp,STMUK_3695,+-
3859,lrp,STMUK_3781,+-
3860,lrp,STMUK_3782,+-
3861,lrp,STMUK_3783,+-
3862,lrp,STMUK_3786,+-
3863,lrp,STMUK_3887,-
3866,lrp,STMUK_3889,+-
3867,lrp,STMUK_3890,+-
3868,lrp,STMUK_3891,+-
3869,lrp,STMUK_3892,+-
3870,lrp,STMUK_4167,+-
3871,lrp,STMUK_4168,+-
3872,lrp,STMUK_4169,+-
3873,lrp,STMUK_4225,+-
3874,lrp,STMUK_4235,+-
3875,lrp,STMUK_4285,+-
3876,lrp,STMUK_4286,+-
3878,lrp,STMUK_2591,+
3879,lrp,STMUK_2590,+
3880,lrp,STMUK_4310,+-
3881,lrp,STMUK_4311,+-
