Geneid,SRX1392946,SRX1392947,SRX1392948,SRX1392949,SRX1392950,SRX1392951,SRX1392952,SRX1392953,SRX1392954,SRX1392955,SRX1392956,SRX1392957,SRX4340129,SRX4340130,SRX4340131,SRX4340132,SRX4340133,SRX4340134,SRX472912,SRX472917,SRX472922,SRX472931,SRX8537506,SRX8537507,SRX8537508,SRX8537509,SRX8537510,SRX8537511
STMUK_p031,2.233780729280793,0.8746630846657233,1.341968522760246,1.1952792369770624,0.713000240552391,1.6266486543191478,0.305065945340828,1.1345487226110749,1.7930325169592032,0.0,0.0,0.0,0.0,0.7543565784756759,1.14161233092868,0.34310087912755644,1.4292127904216079,1.0356130246709527,0.8386532097135981,1.2862207877435452,0.0,0.540581593424763,0.7445455573741966,0.45061938936584245,0.5906241708481561,0.3544056610379613,0.0,0.47653702650529656
STMUK_p032,1.2035274781681096,0.7934187164449947,1.5969962528075083,1.9397215708547244,0.35739315558255824,0.8375830566614713,0.950099966329211,1.5712245606809998,2.0883805356339398,0.8900053291074753,0.0,1.6647176994154194,0.0,0.0,1.043331187716755,0.772668152098473,0.5327893784652482,0.5477043920942761,0.6996216803488851,0.27611398385939223,0.6339524514735643,0.2629189846213747,0.9192525097869677,0.4032320761399269,0.41545875216487604,1.4077349729913942,0.9255913246149992,0.4268083548492362
STMUK_p033,2.085641092921148,0.4692113705823337,1.043786170683202,1.3143365037984627,0.9139466428628985,2.033677980845131,0.4067796698862521,1.2909992594564836,0.0,0.5333274332216031,1.274979280598711,0.0,0.4998037483031008,0.0,0.8752261606866516,0.4556260209664437,0.5542165886634665,0.9769264336468338,0.5222704357064141,1.4694691275130691,0.25441275023720183,0.3943895299363687,2.5808760929336003,2.9084862486591376,3.0461953374286717,1.9593460533289955,2.926254228056281,2.871138436275125
STMUK_p034,3.969729686714407,1.1236842959158395,2.7439659332105593,2.8847041741023394,1.4896529980783573,3.3015398032639176,1.3212165259525745,3.208405992751893,0.0,0.0,0.0,2.1668518444660885,0.7093074007476269,0.7896447738110641,1.436253595886124,0.0,1.6577039409787313,2.236579298609232,0.0,1.4308104294742108,0.916378071864044,0.40214066220160494,2.6448914195998663,2.6289189497486176,2.78728287180498,2.1841867081019792,2.822734060264954,2.1115686093775268
STMUK_p035,2.9987151790306834,2.3029666953745416,3.449314130617281,2.878401242715577,2.264338528631584,2.2243236186151685,2.765354760770465,2.663658473005858,2.4734715834356966,3.286784346507496,4.407664882771483,3.3385909373420883,2.7067296107146386,2.9960060680616554,2.9876378189213217,2.8310830980502706,2.6350058161349668,2.4660338572839438,1.4061784580416377,2.0530659253261287,2.959981295360437,1.994664094733348,5.002302464928614,5.138948810225628,4.967671158269775,4.954315908742702,5.216547336631011,5.404908083313889
STMUK_p036,1.3807646896553945,0.6796134151701121,1.1676798867392897,0.9494184583358484,1.621209685487433,1.7052012467133326,1.1857482852351193,0.9788014673147604,0.0,0.7657031387272559,1.688386984688283,2.189868892545472,0.40498883354045384,1.0810576067794087,0.5214207185824029,1.4563829042450824,0.793473912519076,1.3310400245884049,1.6081943030125783,0.7590946139776261,2.1609094425794693,1.3083214358023285,3.117549959370309,3.2022631003979147,2.8125846975094038,3.2844558127070935,3.212197694709237,2.763797669029046
STMUK_p037,4.113365456150291,2.929566725140247,3.659240941182023,3.762324383783133,3.5375876779548934,3.5826471986767867,4.216643171966188,3.623670267382891,0.0,1.6325452376689535,2.445176619687851,1.4757697946351356,4.259152325596563,3.7701220625168004,3.9003140376138403,4.35592133735981,3.90029845629705,3.7554941454866335,1.7613492240718527,1.8466359958974972,2.815207113770649,1.400861101613266,2.6418486409098327,2.388004758635836,2.42817574236886,2.7176090232893455,2.553848486751897,2.8225965905590664
STMUK_p038,3.418354268247064,2.2126733862890213,2.449635950834526,2.7279988737278997,2.907765258992119,3.273839112073321,2.0288517743663865,2.73295905109004,3.554833742994842,3.5034624135181414,4.240863090277225,4.331468574338253,2.53260664660663,2.168261873345949,2.172209561258028,2.692442171493755,2.7879922809333006,2.1895151518394833,2.8910295098682215,2.2383575905775723,3.3391662327806904,2.246255466245181,1.788580243777194,1.9420414095234921,1.072544175753654,1.4965056099210734,2.3115897891694246,1.2188546077870897
STMUK_p039,4.0212184328670935,3.055316376706001,3.6429683164049984,3.6674325339746376,3.1583244104917854,4.038211297575534,3.37888207558945,3.83697661095529,1.6948397735546532,1.9761280963358225,0.0,1.9949518151160264,1.66585342918639,1.9279295132203407,1.4980053625506748,2.362341562173731,1.7900510285292703,1.5389117129966485,2.1013623694650883,2.1641919874470226,0.7071847877270381,0.4982699234950083,2.0232152368646497,1.872534637462846,2.8008332635256146,2.1412766807186,2.8700285248229536,1.89654603199634
STMUK_p040,3.9851304296298005,3.09422806230393,2.943766374230639,3.222474885818632,2.671029180151042,3.35759580048331,2.5898981392526452,3.51442603267941,1.7610010265484946,0.0,0.0,2.883144883413005,1.9637345525488488,1.5835370797672101,1.739021860727363,2.0434579177764984,2.643944316315676,2.3420740737542585,3.209719931529478,3.7436570651671524,2.7959790144758334,1.9770458572209493,2.1670997970224364,1.7522097079684422,2.299324339985064,2.953565044860346,3.2414084643993153,2.9212216036978034
STMUK_p041,2.888033292444213,1.6902166628096411,2.089709989569941,2.050359959541335,1.704990466916451,2.583123199132339,2.1329399497495607,2.3664960314710544,2.5704885943765867,1.9621664151490072,2.4211029145977543,3.310336308911567,1.5385664707262223,1.2970725621773176,1.5339354547800959,1.597074052272612,1.2369149645001325,1.8640182514589918,0.7065417335087485,1.3044236378489171,1.169214748410879,0.4780962510565062,2.300883947740201,2.4427016927167085,2.33764860002639,2.4058824105292316,2.8679003961624803,2.7151841324253128
STMUK_p042,3.703817999630111,2.929566725140247,3.40006103016133,3.229564359112083,2.8537933479557256,3.460987179256555,2.9789264990531046,3.376382813651064,2.6642374013731676,3.2330261790943027,4.53789338003591,5.194812082158749,2.2895228636396365,1.8492126403347542,2.7354755426320927,2.422364085193909,2.4328145548651197,1.8689709877799974,2.397289711069918,2.3165692307706225,2.111369109892748,1.3083214358023285,5.748964660135518,5.868590335542852,5.660289252047631,5.418131131095721,5.868646727727481,5.8737060791102484
STMUK_p043,3.0441695019944435,2.6188654147812547,2.928377392297558,2.50205883744301,2.7170626885991744,3.2289793323963685,2.2949457188419125,2.6646799872659273,4.666112964491046,4.819638909923339,5.020003113880829,5.52821183070952,2.37920047393046,2.1002394479807465,2.8397309092344827,2.8067667606543667,2.6290890979508825,2.858852201985224,2.176983653887714,1.9087880473972478,2.1887501170499717,1.0452450120232264,5.122655801704149,5.126307515127096,5.138495592016976,4.480644397561205,4.8106275274202615,4.9491722154928866
STMUK_p044,6.408531873221962,7.598683814121618,7.9945655318005,7.243053427676958,6.076340750712437,6.841017667211965,5.5807348282610505,5.946533488842259,3.7362939708412677,2.900490252677073,4.990764536710922,5.556573829548333,4.311533926365323,4.6262831163334805,4.904512477821925,4.637768366276516,4.722190558005032,4.892370489609616,5.195141652671876,6.9775430204774,2.0240275410995454,3.762999966673719,7.557933740614407,7.404323607202156,7.373268115282391,7.551265227664225,7.3689756353082,7.448331489883687
STMUK_p045,4.225247290870179,3.360981699247492,3.02074287453135,3.4723671140512544,4.464152177710564,3.5476220888717784,3.660377159133002,3.3026700350174893,2.4781212762494538,2.3211187469345154,3.106696882494053,2.82809778477972,3.9818930875296905,3.484087600007093,4.079494209193432,3.6572421897797693,4.182845384582289,3.8492781865075028,3.5981947663195983,6.855864466840132,3.952093431626954,4.881242047148868,3.159065086266058,3.070867284245726,3.2392333232807515,2.7021662289677324,3.1299082307213166,3.017309317240901
STMUK_p046,3.2680187801125107,1.0996232329153899,1.6344623866152075,1.6151577158013741,1.2108289494350923,2.834892245369924,1.5544764786649619,1.2835291941597267,0.0,0.529428268973462,0.0,1.0894372072769218,1.2847619781281128,0.3050466159005375,0.35125486408078876,1.0734108954336279,0.9475247577019617,1.2867136808618027,0.6234033408905524,6.1594426430946445,1.4936858751894813,7.222466376170186,0.3881557256556064,0.3234917451853101,0.23071853420036575,0.0,0.12892850689085694,0.0
STMUK_p047,7.459311528095733,7.421383514158015,7.884839866219719,8.356657174693904,7.208854036332033,7.57701156119599,6.2474664399836355,7.083537606859128,6.570688061031209,6.173227955493017,7.061200304201742,6.496905261222342,5.711030255778989,5.3147780732216345,4.9307012651538065,5.040409606847529,4.849104380616646,4.496260436939726,5.185768217770456,8.75309041439124,4.859246243882334,9.792359839918943,1.108527712814211,1.9519812632777473,1.6046988359389514,0.8616850166518012,1.2633179352847212,0.8202641173724897
STMUK_p048,3.9760939741600714,3.946839462020629,3.8523655465502706,3.789875280564142,4.307388479928866,4.2328929926325625,3.2562478620537205,4.265017955665931,5.11223622535215,3.9320964360790054,3.5429412492257226,4.337122916280006,2.168394466515245,1.877241465821371,1.8514433324311321,0.43120409587352115,1.4632872159473833,1.2402389868398358,4.6752818766429485,8.115372373672495,3.673361649541159,8.835160908362154,6.134139805640641,6.132081772192699,6.044064300483463,4.408245701811982,5.987603747609173,5.776946974881621
STMUK_p049,3.3140786241671636,2.122902335848622,1.7299720541464532,2.905119829703808,1.7011384563487304,2.9549935173930586,1.4737267808238785,2.2046060907036136,3.3652181084207666,1.9740573731755906,2.0353851117670696,3.7460823134548646,0.537882909321898,0.6026104521886644,0.6843731060556982,1.3902311347386573,0.0,1.0403420351509958,2.797169046354939,6.183512263424603,1.817866550930966,6.621197178555921,4.9179270726556945,4.735733577048777,4.898697510042596,3.674713620057364,4.784146642348178,4.527251269914989
STMUK_p050,2.9952266375696386,1.5091987315179503,1.6921554120601485,2.075358571833325,1.6433640539220433,2.633035904174617,1.3588747145808113,1.6935177879211893,2.0257370230419505,1.0526791958822808,2.1410708977293598,3.4014050214647544,0.9960467335713035,0.6512993688356988,1.2240712259357855,1.225360624442832,1.0875183838151434,0.6612688486904187,2.301407772284713,5.31395838018274,1.390320620297446,5.8009383079209,3.927342452450197,3.628768811001749,3.7324992999297315,3.221450845360165,3.738330894301695,3.552048072713562
STMUK_p051,3.3140786241671636,3.4214049236419313,3.667668298185472,3.5433198127266445,2.619754775565218,3.4657757629721377,2.708839468928237,3.283737670794631,3.3788658797893114,3.204915911048888,4.2682610181768,4.383259865890401,1.8732149370421383,1.7660845477479568,2.347463551101163,2.0256525626546473,1.3257099090677271,2.503805014937366,1.6344478212112967,4.03076452084906,0.9816998725566105,4.319984536994648,3.867454126573359,3.934800022610003,3.6246960763270524,3.4594681108426637,3.4436399317328132,3.7660736396289027
STMUK_p052,3.063575154843843,2.1982795876814967,2.062679209224798,2.648310044185464,2.0862379168637046,2.3644231440783763,2.0149986076426387,2.4210891112852604,2.3456904357746566,2.1463722558070017,1.8953334739096335,3.1975161456869463,1.5766477769584302,1.374385233426192,2.0691429419175638,1.7659707443450174,1.6973480877360858,1.7800823618152146,1.4997363502831647,4.307349381589688,1.55556394178801,4.66052049387372,2.575121396557352,2.7716538459722635,2.8225764230459096,2.0641960123492504,2.817997170162841,2.9034323015674484
STMUK_p053,3.7090145737887665,3.6064449571597113,3.957178699280401,3.6862337406909815,3.3087856000115945,3.9183392524004397,2.8711364615988195,3.382919587997411,0.9800561889442736,1.014633578941037,1.3894268664961258,2.2909670603256633,2.1063242161330646,2.3403692268516734,2.060835911017393,2.328980930551792,1.9776458559445216,1.0734818578646086,1.6956185258547825,4.361112647872669,1.464604621983665,4.751694353190927,2.371364867871686,2.899152294237131,2.5580935347835525,2.4888904181664135,2.3772300951669356,2.4936197189930045
STMUK_p054,4.349254529032164,4.6403899241564295,5.319780395991677,4.857463357162011,4.363285830353925,4.769259706461456,4.500849007688603,4.612450597127076,3.0144591817547246,2.237094771406706,4.063795135496264,4.314650984204254,4.472711260581897,4.12424766350824,3.7352763295414513,4.323335674823706,4.049548719405805,3.8482214685031373,2.9338784534686817,5.2838064663262045,3.671864119225936,6.391800554641428,4.7124879044573795,5.015874342987985,4.7885171081514715,4.463314792270694,5.418532927205951,4.767048796752644
STMUK_p055,3.7677734977330815,3.826665894280355,4.365656520397475,4.44630587663151,3.685242470850135,4.182115346543754,3.229993924106549,4.095569374806161,2.72814772454965,2.6582233883005952,2.2473249775294293,2.4607642681205895,2.9690392484802692,2.7317896715029395,2.8558764542857777,3.0621189406255076,3.0734244750581445,3.3140028600882743,1.6594119574979351,4.028833694714797,2.6363587668053188,4.686876734043561,5.3050156781740485,5.475894439340898,5.205678903500263,5.37203831514538,5.544640337426154,5.564545988500136
