Geneid,SRX4665695,SRX4665685,SRX4665673,SRX4665700,SRX4665682,SRX4665670,SRX4665701,SRX4665699,SRX7268193,SRX4665686,SRX4665679,SRX4665690,SRX4665681,SRX4665687,SRX4665676,SRX4665693,SRX4665692,SRX7268192,SRX4665684,SRX4665677,SRX4665698,SRX4665675,SRX4665683,SRX4665696,SRX4665694,SRX4665678,SRX4665689,SRX4665697,SRX4665680,SRX4665702,SRX4665672,SRX4665671,SRX3471976,SRX3471978,SRX3471973,SRX3471974,SRX3471975,SRX3471977
STMMW_00001,1.7033756549765613,2.641556127126689,0.9694479557906615,0.018370413864420954,2.1242796552185137,-1.2149561098369013,-0.5892371534308953,0.15510944399751914,-0.769799147626582,-0.315527521051024,-0.034932645509332616,0.37244895421967783,-1.295444162927394,0.18962002840421022,0.020129701297410207,0.1236712087849341,0.0,-0.18906040846035843,2.4252286511069183,-1.1815554847187784,3.0451635649511886,0.2456926225066436,2.121617623999864,1.524292954519229,1.9878417351609183,-7.883221753957059e-05,0.5753354655353,1.3456305629408671,0.09826806141550648,1.6412823056755457,1.0954532657222806,1.0842136138416354,-0.7458633756648698,2.0293713134686193,-1.9388130286320013,1.9982364759969506,0.0,2.8925922860750113
STMMW_00011,4.8824388227006965,2.0365583005262673,0.5158742488600785,0.11707005412355365,2.6870065462700428,-1.0039720659981275,-0.22840125919510967,0.4989749579556566,3.606787452207435,-0.15825848732679848,0.38348834501930895,2.7419078523652125,0.322252460587066,-0.22450486970248296,0.0707285743877577,0.872994145126218,0.0,2.709308311177029,2.9333282992816425,0.40353548588761345,4.865983091917475,0.7844284188318253,2.4630761910841636,4.299508662553223,5.066838192780026,0.5947499666114622,1.896519222852409,4.0861493550473496,0.511170953640077,1.579005257114047,0.25710295010240003,0.5901503896283078,-1.3129365766859147,-1.3772525713118702,-1.3281574177700959,0.3861961706897521,0.0,-0.5347296897091027
STMMW_00021,4.102429148264944,2.6129819841068134,0.8481597610073743,1.2462502789858432,2.8905821781069996,-0.698123392199296,0.8296155416600177,1.2740128583063584,5.423584127476813,0.3698471683529183,1.5547685670065983,4.6021959161126045,0.9237873535262535,0.070903204644722,0.7380074010483426,0.5160079043554351,0.0,4.48348960722025,2.9870862200160744,0.10220187163457517,4.677729691687327,0.8133106979780766,3.0004564545372965,3.6533847764001326,4.366304142123608,1.276148859178834,3.908322823475979,3.6030567504961635,0.9176264931916327,2.8996828659303038,0.6152970496448882,0.7942940741065634,-0.5428238567600046,-0.35652793345373723,-0.8123175770710311,0.8769258082269076,0.0,2.3354278543214457
STMMW_00031,4.65400559489795,3.1731917903893088,1.3227927308388505,1.8483421506681186,3.375886869627881,0.05610124464215094,1.4471140410346495,1.675886014153468,5.995670363858157,0.7894341467906303,1.7230309827398997,5.035995407537869,1.6246699110695086,0.40009398352187997,1.142741260325404,1.0517680640014246,0.0,4.923949219379467,3.563440485870026,0.5120592754327609,5.347216505609832,1.5952065440462873,3.5478080683952724,4.330943837653263,4.79230572111966,1.610041964178845,4.299415049741181,3.9065749265986947,1.3501825950708968,3.2558707841719645,1.3481757459422594,1.6196671923262373,-0.7213569955008898,-1.5193844053277363,-0.49947927278948434,1.049091393396739,0.0,-0.634848008707448
STMMW_00041,-0.12172775307812955,-0.20572859984134517,0.7647233074580235,0.47823903912982235,-0.763286036058239,-0.9714840147823827,0.08842558084942365,0.3989615832679787,1.174791656304314,0.20083033423845542,0.6455605248576495,0.6651276675119391,0.42880324103042344,0.6206868283039517,0.5012412478864547,0.6334785102458032,0.0,1.212692943811775,0.10841331360154349,-0.28270992452425503,0.5298864512603103,0.8325052436560236,-1.1841125326015804,-0.6029535691446268,0.16532737628908833,0.42630656586586557,0.7337332862630817,-0.06295213732897764,0.32122313161089266,3.7340582295850853,0.577878113638362,0.8583792704567159,-1.3824475301259609,-1.446800105548249,-0.025893148713982406,-0.6603764301535886,0.0,-1.1384324042870828
STMMW_00051,-0.35512381572594,0.3065778915545332,0.7138208125456673,0.5550218146677608,0.5080118979360302,-0.5496863324389158,0.3000179531486227,-0.42780781409890434,3.7658115553441016,-0.0893857797121882,0.3335161811729641,2.1086036328794178,0.02232308278356765,0.3118281964052825,-0.2276634433737339,0.6387501080058104,0.0,2.754866618305525,0.4163189777799907,-0.2301577373879935,1.0451643029051993,1.1037716581136365,0.5792373698937867,-0.7000095876391148,-0.14064776582744187,0.5005784641294095,1.6972649704344231,-0.752396985623867,0.26096616569745645,1.6868275093680882,0.4030514040114799,0.5329052675028771,-0.7539083392676726,-1.9696516436740863,0.05905382095470646,0.34335639964655407,0.0,-1.2820906980905655
STMMW_00061,-0.05434503749036956,-0.8365135153608279,1.672248253646158,0.6693714217842288,-0.16607255809175037,-0.4301628800385231,0.47514513136711933,0.7637148923838417,-0.12878359208436763,0.4966054742625339,0.4962413754457913,-0.5084447280280617,0.48500175850590743,1.1658735394129174,0.6720408072986679,-0.36179010596766936,0.0,0.12387248356007952,0.20111902056738096,-0.3653190960214161,0.2992410886969754,1.3885911411871543,-0.3705688467860444,-0.24456309663052167,0.09910312070825,0.35923748637953246,-0.18785873270262066,-0.25475054797255225,0.40979511686681747,-0.30324983588732124,1.5693377071757446,1.8216278574887426,-1.2758007831615812,-2.784099973152099,0.1115588633111102,-1.20990731208476,0.0,-2.810531553251013
STMMW_00071,-1.21126797462692,-1.1648904980365105,0.28490384645420797,0.9307185066047712,-1.4475915400076245,-0.2857670292681247,0.2816184586658457,-0.8668227846463381,-0.462338471704685,-0.15441658221129462,0.6810188568689819,-0.29113941201806615,0.5998125349822789,0.4604494040002889,0.3358101373050406,0.23224904736199914,0.0,-0.22300084133556464,-1.6448556691881127,-0.33229756621588,-0.665787069291885,1.6663489680886956,-1.303892347570101,-1.0183764598668095,-1.1591247725915048,0.18142197786131575,-0.2790931798507783,-1.947524913485938,0.5448102844793015,0.006349985346330911,0.1678683781008976,0.31824738700484634,-0.46749495535262575,-0.8394957591855263,0.3602001533448602,-1.4044542057147114,0.0,-2.811325413166391
STMMW_00081,-2.2181694829602687,-4.169439345238622,-2.8935961248626656,-2.8275291763314785,-2.805287669803591,-0.022984586927588424,-2.7468547928966913,-4.364676259979355,-1.1291932633283919,-2.4682419156034907,-3.0751992995416106,-2.059713867864213,-2.9920544926801393,-1.9261305735007657,-0.8817841282740648,-2.817408953811616,0.0,-1.2804613027493357,-2.5791224929954595,0.8205382769258645,-2.9668118673269657,-2.18678980979215,-3.6592977997814184,-2.048269499945329,-2.0072217165548674,-2.791901144424056,-2.1650846594310957,-2.2818495140534125,-3.8379370710798844,-3.1962412569012604,-3.4307909785217876,-3.0166492167344168,-0.6761260811489809,-0.2040682405173042,-0.9347545406770328,-2.112094955779078,0.0,0.16126936262632707
STMMW_00091,-1.000493549069619,-0.06672826871463577,-0.16024264545109368,-1.0851478435188435,-0.6112438717387643,-0.7768524737950107,-0.7619086995658058,-0.09965915197158992,0.40199833007345154,-0.740353799803267,-0.7483903331614661,0.17306168916299258,-0.22885857585681713,-1.9624125748718564,-0.5142025372335803,0.4481966999650866,0.0,0.2279333734533351,-0.9276138753425529,-0.5811900019100391,0.9079221698388973,0.08009744156534326,-0.009364579308688725,-1.1599377791180365,-1.0995366472045378,-0.3385992951925938,-0.06688199630296454,-0.8319316850106011,-1.3415739427895013,-1.039210162412573,0.0479589625682193,0.5470334864167992,-0.5646585923410194,-1.0096889708716044,-0.23089836984688494,-0.0687265480478847,0.0,-0.7424356805152708
