Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
STMMW_00001,0.006409023633085936,-0.002007708056173624,0.0029770147682804267,0.01026239908794536,0.0012070927528318798,0.01244550408182246,-0.009675306236948723,0.010763449476934795,0.001228467874525178,0.0057562854851896,-0.004207295488286609,-0.008435699610081603,0.009116223823888332,-0.01117999738963267,0.003177503313824708,-0.017248312699009574,0.002467491429616503,-0.012248640968700132,0.025463564933797644,-0.035899804866669494,-0.007912257330815367,0.009810169061669143,-0.01882525897232353,-0.006999009452936666,0.03347368120711236,0.011601061973992566,-0.0012545315540455082,-0.01822569433283963,-0.01629086525734107,0.0006884081827391868,-0.008701047934290789,-0.011092682608030466,-0.010819920360594123,-0.006776332562944379,0.009491770008599541
STMMW_00011,-0.0047197879238576055,-0.016352630392445115,-0.017460522712872156,0.04999749960894926,0.007998148170261893,-0.007928040947099455,0.008548838949663956,-0.00905981926789737,-0.002304888341644175,0.001252763117252748,-0.01798850300532955,0.005450007795428404,0.016491227957439413,0.00680575941159103,0.012871933447843353,-0.006079399547431271,0.0011821345887621916,-0.019595050960968422,-0.008593227342086786,-0.00614757609215999,0.008042054715086048,-0.002984946939991492,0.009267009906921668,-0.001191310699446171,0.06801928130687168,-0.007125413919039513,-0.006179821866013301,0.004170929316105266,-0.005226077178716238,0.0029663701298164283,0.0021045848697817263,-0.006807393410329302,0.002900683129204008,-0.01491345946272131,0.0007192062372853547
STMMW_00021,-0.0055966284962366076,-0.010589897165662126,-0.004108286428651319,0.031879452527197066,0.009565560404538091,-0.0025580343071659544,-0.0016416449901546187,-0.0027292593516588066,-0.042925488083599674,-0.005225040591220867,-0.014069425080656535,0.003016242279499369,0.009543267405415255,-0.0014323102435545563,0.035124062706389646,-0.004163781723142645,0.000772202719297323,-0.009541474845482694,0.005733542931112689,-0.011106427533443033,0.010828884508208509,-0.0017111556692069525,0.016932887145941378,-0.004550947683765896,0.045596157022930274,0.005461602386199292,0.004801043944349487,0.003157040684009067,-0.004530424208019323,0.00599621203340173,-0.006203765974153812,0.0025425757732036466,0.0013319420991125812,0.008132042258429848,0.0005225527684940568
STMMW_00031,-0.003521120377261464,-0.012235852982883863,-0.010838407712940397,0.03276329667822349,0.0076762377582687705,-0.008649421162394458,-0.0017693433661948577,0.004633483535065053,-0.0015260378824736083,-0.00210362261184222,-0.006155878113349444,0.0018968156011976772,-0.004547247645178737,0.002717356291179162,0.03276398523524608,-0.011041479198785049,-0.005711805385646983,0.0030761547067336484,-0.017419977461527226,-0.0012136376627614788,0.008804349728307242,0.003171310714572141,0.01605851714031957,-0.006445669962378253,0.04498406802633395,0.014739698598418156,-0.007296662591845582,0.006190078493621815,-0.005374524013027504,-0.0018461826148597044,-0.0012159780393751552,0.0006238234331428124,-0.0025355405673026404,0.0015219304549866249,0.000808843891448229
STMMW_00041,-0.0043746816012468605,-2.3487065203679882e-05,-0.003526014041225142,-0.00377411894851536,-0.008063461056787371,-0.006011767202382679,0.0004650257987266795,-0.0067721048108009,-0.01777363111948658,-0.01258566471386049,0.04417079417275278,0.008010046546560188,0.013909563176905827,-0.0015783478050140395,0.009927715162363302,0.00476797069172596,-0.00031667413271427276,0.003955676247079734,-0.0025689074807046727,-0.011899537412024262,0.004485463080534876,-0.0032164023327505083,0.0008743861128932804,-0.004919501145648872,-0.004325643147530946,-0.016905161289357686,0.003715182207138236,0.0034868593568114824,0.015199988618649527,0.0037123619209461717,-0.012017014079622131,-0.003222037751997717,-0.016271320074142226,0.008068869715933446,0.008791132052213277
STMMW_00051,-0.00918983745587217,-0.006159650750140184,0.008031180643814907,0.011525877372934503,0.0075112319808480965,-0.015496474128106409,-0.0031465650856451403,0.0031822579289020724,0.0059134790753347264,-0.01520160362616482,0.013397975351765077,0.003305113629016991,-0.0007420969671383527,0.0003974471758357779,-0.001982059826964478,0.016454621799202734,-0.00041689483290708993,-0.020671126052534326,-0.021461985385572757,-0.013412155786222877,-0.002698437450042069,0.0028275994948492255,0.021682630549751378,-0.018998241973536844,-0.016143853889602454,-0.006536358931389785,-0.006915959546816194,-0.0007713233841208104,0.014447125777205147,0.0012935571984050026,0.0015805535967924464,-0.01090561000835774,0.004567394172411255,0.0009210528368447877,0.0019956594663531166
STMMW_00061,-0.0011350930609289797,0.00891974740480585,-0.0077405887261052155,0.006040260847539938,-0.00357191569049899,0.007509260804958375,-0.004215474616737812,0.010588462888725485,0.0001561115356324338,-0.01144911612642262,0.0020926628650145074,-0.0003187149197599408,-0.0038376597269512585,-0.011488547357814816,-0.004188854333131297,-0.0005554724611648716,0.005884163256568002,0.0016953194770585724,-0.022648158050494586,-0.0018391151544603244,-0.001756299019575204,0.008166102148795856,-0.005620937244027016,-0.002526732089353414,-0.005663148846798911,-0.009353854366231207,-0.0010145842536120287,0.004868654952014361,-0.005384393371981381,0.0011961069965568303,0.0023001562225191995,0.010182019467172293,-0.003341324943674205,-0.003156566218931149,-0.0019621146601740257
STMMW_00071,-0.018412167516518536,-0.0013158118467641834,-0.004693395175625222,0.010020768218766603,0.005680343223425846,-0.002729718115231977,0.002331284272721696,-0.006453078520164223,0.02540650089667561,0.004118498439148465,0.027342229458758627,0.004215413799872266,-0.006159110518510376,0.005749613235442248,-0.014178918209355865,0.003341973236796423,-0.01831219145462921,0.0017635043004906748,-0.009341158871404921,0.009728315240301677,0.004516836482517491,-0.006339910826285498,-0.002271748196101822,-0.007505457647698145,-0.022277842396078697,0.022558855420337195,0.007830491166559162,-0.0009730025843546737,-0.0060177866331515666,-0.004646079054040437,-0.019460150197498097,0.00032116074749418875,-0.003364670506847485,-0.004550617071952688,0.01288926424982059
STMMW_00081,-0.02371147877006595,0.003438934091911364,0.003487642890525079,0.03905130300466814,-0.026729691149769193,-0.025324853467704782,0.009417620737176663,-0.018050976330339766,-0.023722916741027847,0.03287546035952086,0.012765875619855517,0.0014260062252193723,0.020357327769581116,-0.013982481953077283,-0.02208872994537911,0.03899062181411495,-0.012854218790851957,-0.007103179693522925,0.0011641798893466597,-0.00045282026496760476,0.013683268618809053,-0.009303400979183864,0.008756886177338712,-0.017067095853907092,-0.014054625317467422,-0.022607111678157408,0.006890467463419795,-0.004079336473838074,-0.0021048303320156886,0.009749829440534966,0.020076193775054655,0.006551554105177305,0.003176498785201979,0.018885482261147536,-0.008839500642207482
STMMW_00091,0.0025625767997437096,-0.004325387806749565,0.0017989473442041421,0.011266645918452469,0.022818166596730846,0.016180232408713847,0.0013578961096690672,-0.0137682654187591,0.0036629433775685213,0.008930969620191496,0.0017482137535068,0.011518652397351989,0.012596432129496567,0.01931449125460602,0.008387036836868958,-0.0057381638091979405,-0.004235438036479155,-0.012995169324019487,-0.009977029352929002,0.004602181702847292,-0.01508911054362264,0.005524675783288437,0.0036701475736761542,-0.009906882836465243,-0.007588697954676225,0.01209314367847896,-0.011280854065459107,-0.014820346423415764,0.013422904982436045,-0.009590036327442488,0.023449037509341394,-0.010744099338913649,0.007272302343406339,0.02278600024725035,-0.016971718416509997
