Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
SL1344_P2_0001,-0.000967519110556516,-0.0016252389789406705,-0.02031042296128716,0.009943608828653331,-0.005333286337222171,0.10666519345344395,0.0020757053417573513,0.00013905000895228565,0.004521508998583466,-0.005620460327754,-0.015221438768265778,-0.0042509274373400295,-0.011185867231202528,0.010327015344025461,0.01249934246283651,-0.027169684717609516,-0.00575428706170213,0.002342838693015673
SL1344_P2_0002,-0.0011135018642435613,-0.005139767183884623,0.008827121249561658,0.003831512354155849,-0.01090410933337773,0.09095782516071736,0.006732015795295305,-0.006721181489386413,-0.000525925000800822,0.0063643633591598725,-0.021376794412444042,0.02468338093992898,0.005723436207637893,0.015284688105260569,0.023540863653798844,-0.016353829608248063,-0.009233002004351796,0.008354484612644403
SL1344_P2_0003,0.02314234537846747,-0.009596399957234592,0.00942470020220188,-0.01771439902177173,-0.009848002628807511,-0.003723153774525098,-0.00844481589271327,-0.008032670645469914,0.0023125106092407397,0.003898272638741844,0.01410885044493722,-0.017779335734933312,-0.004799566362001079,-0.0065773125413488166,-0.014846583526034747,0.020356860633764597,0.006278418598347408,-0.012002149738304673
SL1344_P2_0004,0.014995349414679735,-0.011804205299166058,0.019380837287020846,-0.01764466428573507,-0.010529807939979036,-0.012547637189447928,-0.0048179907289140475,-0.021948171762850507,0.006460422871799198,0.010981876616233127,0.00090642377138079,0.014531833551279247,-0.0011286704167554062,-0.006191976906548447,-0.007702143179765115,0.014660583526842328,0.003981890042777699,-0.012184268469026302
SL1344_P2_0005,0.0029501651272677465,0.003514242049576618,0.013928347709182253,-0.008659564442054637,-0.016241205288441904,-0.0023767353397036325,-8.862899305274131e-05,-0.032319176338747896,0.0016403226244493144,-0.0003460999809861677,0.004456767102309458,-0.008705798128173362,0.005593249397493425,-0.016975762006814953,-0.00804382440509685,-0.002225848211188403,-0.0028725375406851027,-0.0005736199404316257
SL1344_P2_0006,-0.0029351209340141137,0.002539744224560912,-0.0036294760051868474,-0.010925549223801038,-0.008765351797012063,-3.339261683312346e-05,0.0073240435008154435,-0.0033683596871826277,0.003220141809482812,0.0005438566207453487,0.004269869772485072,0.004119737143181513,0.0060674457481921405,-0.015808959860021118,-0.012038451782676674,0.012585879017213038,-0.011263788243391106,0.0032689968312588423
SL1344_P2_0007,-0.0028344555357687927,-0.006113660022227229,-0.012961053897140482,-0.0038993232461796983,-0.00015115067690111273,-0.0011872578258635216,0.008021058557702038,0.022157986637745354,0.008021763963579738,-0.007362908703097206,0.005463554030730049,-0.004950930560700791,0.006333371047647538,0.004092249963892977,-0.0061230437251958494,0.007875038356012536,-0.004081425080244031,-0.002365035018700401
SL1344_P2_0008,-0.00758911059928734,-0.009663775773708135,0.021365283355243028,0.009549378208560517,0.0041730544676387,-0.004188651212319549,0.0034036404418750525,0.022865426783652217,0.008980179606867943,-0.0031409733853826195,-0.009296967694356837,0.045575767124975054,-0.010062192292951588,-0.005226155282713157,-0.008137021148171032,0.0032526876025353794,0.007321676159231241,-0.00210357357572559
SL1344_P2_0009,-0.002326469698224273,-0.00553776739812372,0.012657882557842892,0.008301603110276326,0.0010861805641319295,-0.002489976520473491,0.00024004368500207457,0.015077010040937424,0.0021198583270994743,0.0020291923516071756,0.006147483088997009,0.013805304260715648,-0.008192633395347837,-0.006866315977877187,-0.009554585796960174,0.016261499964914473,0.002130721969603453,-0.0033505063643279403
SL1344_P2_0010,0.008534191997440517,-0.002382307164859146,0.009633704835138996,0.01681835215263254,0.009736243508458215,0.10120469809376725,-0.012049619795552373,-0.0036069383321299716,0.005830202530087517,-0.011374324639092635,0.0037052987432540014,0.020279554260244338,-0.009156647956057142,0.0007290233478896342,-0.028033997277218125,-0.010856817892590291,0.008564037381012371,-0.0016394974161978903
SL1344_P2_0011,0.0076705983632466305,0.005973618792598065,0.003565936779645418,-0.005840385192298923,0.009702441208828162,0.07286527566135692,-0.002996641984844151,-0.008765609307485543,0.02076834598508566,-0.008115945562687998,0.012478797581633972,-0.005244292883563175,0.008303601980074815,-0.005587667917700203,-0.028500538367316603,-0.003749262995435001,0.01380653814445066,-0.0040349589762357085
SL1344_P2_0012,0.009293096213393071,-0.0010888774012523122,0.027094621227709136,0.012462625832375373,0.014299767453316802,0.07365429178397742,0.041831815644770655,0.00923004242732595,0.0009865187131282832,-0.006000242961984042,0.0312768830142906,0.0062829500114947815,-0.00771332813858573,-0.0052549948186296725,-0.025470500880318044,0.007735260758603907,0.010787439316537077,-0.009687502069039039
SL1344_P2_0013,-0.00924842346724215,0.0070129570994536304,0.0029144968953436984,0.005097989153810049,0.001681900204611029,-0.003669963550857338,0.03155635248717557,0.044547069716459914,0.006338228230860148,-0.002179620396493282,0.004449878107830514,0.013195671405488935,-0.010544011100096251,-0.02843570891273346,-0.008498504656683054,0.017432868789044476,-0.00880059295974031,-0.0031060161635613624
SL1344_P2_0014,0.009082419825903463,-0.004699439299733252,0.008516452146162624,-0.005008074301227905,-0.003931417988795751,-0.013179116651823143,0.030627995308165193,-0.01617949048934643,-0.002400349562370477,0.0054169783880656215,-0.0019118729273079158,0.004647224945907885,-0.0007971544942166331,-0.01862169226532715,-0.0011701803456717489,-0.00591334740719541,-0.006917745337525821,-0.007455087089866919
SL1344_P2_0015,0.011631424749856432,0.0021231400737954037,0.0027789796228017026,-0.0066999979253752895,-0.006027790104397417,-0.01598562925177227,0.026290307832795037,-0.008050518295020492,-0.0014341662842928297,-0.003144533979174684,-0.009119190545029595,0.003876628540879291,-0.012666368421725029,-0.0017239342218556802,0.003375619544274069,0.024365191063097747,-0.0018932153145743117,-0.004186010927183249
SL1344_P2_0016,-0.004154349775938173,0.005840994483969131,0.001903083915850749,-0.0030779831202038654,0.0007949642105662736,-0.0029479149874593723,0.0016311135111364322,-0.006338472249805356,-0.0009324201817700759,0.0010712457103529696,0.00690201647841056,0.012293070777322135,0.00201360442349019,-0.01212848197102437,-0.007869001663058433,0.014778042039014491,0.0023052220094684087,-0.003442515679983439
