Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
STMMW_00001,-0.015706681571110426,0.00736960846732299,0.030729037719449254,-0.022655076935798428,-0.013877052494621964,-0.01589332540075269,-0.019302096400016986,-0.0012614318597576565,-0.005167155471027691,-0.012113654055143997,0.01197426402974011,0.023768821074701053,0.005116662472773275,0.02532297687901778,0.007476626111944409
STMMW_00011,-0.020204619033118893,-0.010664413822777304,-0.008519012478639601,0.008167581889953129,-0.03079944783271687,-0.029419546316202392,0.013749458131438458,0.026524050946958377,-0.003991289609199328,0.00910653296295411,0.0008441631140778029,-0.006600834042141172,0.005003779840793929,0.05849823831870749,-0.007305581086629467
STMMW_00021,-0.019756666931581835,0.0006456920201545396,0.0019402765537105636,0.0012118398925900775,-0.020264699495217066,-0.022397139606171138,-0.009821966621938348,0.030429449512170942,-0.0030321290400443807,-0.0033377720706138014,-0.004124485579540978,-0.018504804526665183,-0.0021048295590263607,0.029898378019388872,-0.016018001518806717
STMMW_00031,-0.01764293157567961,-0.0019483664949998542,-0.016851790499811736,0.006662005183993751,-0.008340841198893546,-0.015869757418834746,-0.0028639793370984373,0.026170161607425423,-0.00595812461529599,0.00827516132552253,-0.0068499706639508235,-0.01684199222960321,0.0054958764678268825,0.03481719533300571,-0.019958610974735634
STMMW_00041,-0.0052982950061541455,-0.0036036622352965597,-0.004418596428180707,-0.009753907610775039,-0.01491777543707238,0.04463061952427997,-0.012106029310134861,0.0102214487837266,-0.0021862981658358183,-0.008687811757075765,0.0036921310778623975,-0.004303001243198119,-0.0034109731652093396,-0.0044978934822380336,-0.004105415794962565
STMMW_00051,0.004740884874833619,0.011072756182046551,-0.0182143462453376,0.005234867494891093,-0.01143880868948859,0.023100573322570084,-0.004302512444690583,-0.0007033781263455908,-0.02107710876501233,0.003128717190091482,0.0013815418189962135,-0.01693810399351217,-0.0011380050814739783,-0.015413986953709203,-0.0037581941879262066
STMMW_00061,-0.0038478419296598763,-0.005155108657509601,-0.019561322972328543,0.0001575523059119187,0.004008427334144218,0.00586388435442526,-0.0019073157732225475,-0.00029066507571642863,0.0001445466507519648,-0.0052765938217609895,0.008658791075651323,0.00427969125273141,0.010348092565784214,-0.001119728261327273,0.010880370027341576
STMMW_00071,0.011143408853413627,-0.00016632087801078378,-0.003109005902787216,0.021052049620405622,-0.002609090939696238,0.026956158388439008,0.005990108943453455,-0.0014870219338840387,-0.007754706249144166,-0.0039033741671691898,-0.0077385959835977155,0.008387121401638938,-0.00593199436004442,-0.014892521130381881,0.007984611080465264
STMMW_00081,0.03739885216288188,0.004951745543005697,0.008863154578211572,0.019032500474863514,-0.017926414001315283,0.011067708115553935,0.049192995512790626,0.017032085869948706,-0.012983197677335443,-0.030607918741863745,-0.0028752519176782195,-0.0059428828146467876,-0.013211560595905609,-0.009746018354322851,0.004359415370937833
STMMW_00091,0.0022043477022128076,-3.304392833051712e-05,-0.006263891841364958,0.0016019021943596337,-0.025992000085952562,0.0008914005178699769,0.01303216775915499,-0.016463016402680684,-0.010063314196851938,0.015932275329796016,0.01033343633275454,0.001133685698047815,0.007572758865351514,-0.014142436591026201,-0.017916672251391614
STMMW_00101,-0.003813341638806542,-0.003287997671292084,0.017375712475835397,-0.02031906029574548,-0.007636931039497244,0.003985384161071159,-0.009543737674350395,-0.00662885211225001,-0.010283159830163069,-0.008028758707983655,0.007373293373164811,0.01107080286592457,0.0072647296125438795,-0.011243199929275936,0.002299501499071088
STMMW_00111,-0.0029645214117250455,-0.0020822236114512067,-0.00888816308881244,-0.015743594943762793,-0.024773802127179695,0.016794901080798372,-0.006086157333881966,0.02703395220042444,-0.0033505199722870384,0.011913958325052421,0.014861453335527458,-0.0034253091788033064,0.010294957773840192,-0.004191561895408156,0.034308246727667205
STMMW_00121,-0.0067151569179402905,-0.009482888332757641,-0.0014992745583090113,-0.009146237014991137,-0.012825242508822322,0.00847443893156431,-0.014006346592821546,0.014418519474828894,-0.010785299023330972,0.006040019662168855,0.010233879201702987,0.0007364674835361816,-0.0031490370776324776,-0.012152266355929664,0.012901973028018503
STMMW_00131,0.005950024488555198,-0.0014296798788339365,0.016839415149909425,-0.002715758992304822,-0.00564537778687906,-0.03131340147755272,-0.0028360118764781668,0.005505903917027484,-0.01097205109823579,-0.0010167716997815243,0.005259029926033688,0.014296401722101131,0.004190244132075602,-0.013229138058773564,-0.0008598789106564415
STMMW_00141,-0.01061753232186232,-0.012788820052706033,0.018464628691418433,0.013334654828909678,-0.016714498888933515,0.0023576792411026727,0.0008152252565004114,0.00464340452257623,-0.009266502962270001,-0.001517314613402409,0.005943369079316651,0.020439681522854317,-0.010824509802181552,-0.0255268465276475,-0.025348701220527306
STMMW_00151,-0.006629140047511184,-0.012494115267804948,0.003663067287735548,-0.00475644640889053,-0.0222962040496014,0.01809769850168459,0.021045017508673745,-0.0033811260659242378,-0.00794502527789447,0.02317728818480331,-0.02271834628179505,0.019674108600040673,0.009254580157668604,-0.004771717973746828,-0.029170065471626885
STMMW_00161,-0.00032189315415723636,-0.003916683378410892,0.004879506499086966,0.0074503879386043515,-0.02952968698491268,0.015096682663851497,0.010450974983069416,-0.0013087604178091722,-0.013485477737023487,0.024421244049578447,-0.0049102289264812,0.03255957826168748,-0.010522646810400074,-0.015304374796451296,-0.003879613515297842
STMMW_00171,-0.00986657273230065,-0.007863347387727114,0.016189529483469908,0.0019415989395113486,-0.016818666885618585,0.011900875428307816,0.005589059951751502,0.002037259913248634,-0.0069486013795675185,-0.00011445078594870654,0.00040710053840447327,-0.005117639955899264,-0.006595435682550697,-0.006364129549718509,-0.011297416028348146
STMMW_00181,-0.01086428831129532,-0.002291416396595363,0.00951897030768445,0.0065670926350770605,0.001582480860889715,-0.011129765816354437,0.01327101469802876,0.002891936321912676,-0.0014396119370478086,-0.0034671837605084977,0.003881623720432523,-0.007144221175292148,0.0028091682782598747,-0.0038407696887797355,-0.015137418147194848
STMMW_00191,-0.00040308045621473824,-0.006567792427160055,0.009951750473038555,0.002455519341765039,-0.018443403876521592,-0.008792003213803383,0.010465730212217212,-0.023042377238532023,-0.01298823181574674,0.01902871455433104,-0.008293553767191106,-0.009839933729085542,0.00600367649686747,-0.009166572213872523,-0.023584331430216498
STMMW_00201,-0.020396094294625636,-0.013015223734784864,0.006404968001810275,-0.015451460388248144,-0.018068932537183797,-0.017343396365691568,0.004865797237514756,0.0021739923689781853,-0.00521153274200848,0.019241163467364004,-0.03259733800294806,0.00922028248981422,-0.0014682628630988015,-0.008310731655796062,-0.00457325687063771
STMMW_00211,-0.024855696908018542,-0.010063294061559567,0.026409058530002468,0.004599758487831669,-0.008979244748427546,-0.009078899729459567,0.00968665697324519,0.012019808469495906,0.004256649668818515,-0.016888801448071183,0.01406207708953702,-0.005164581694200335,-0.007436173322819774,-0.002958616565965206,-0.004309664963947101
STMMW_00221,0.0013533404307737582,-0.0024760108597213226,0.01438792965498781,0.004198600535473811,0.010925758112702072,-0.006348755234952806,0.011349680353188746,-0.0025247684711759916,0.0003134570881819225,0.0036119564886183076,-0.0023316054863144497,-0.0007124095884991371,0.0040967485078390355,0.0012186876108265874,-0.005632364292243537
STMMW_00231,-0.011616048072454246,-0.013372620664954673,0.01810484751084624,0.0033387153171237577,0.017668306866911107,-0.002936429028950072,-0.00932177838159899,0.005884057469304457,0.0024468384860830946,-0.0018721058470314918,0.0034844335599080625,-0.0016198032327063073,-0.0009320237755557827,0.0027102421040786427,-0.008343015937600515
STMMW_00241,0.003056084075978195,-0.009214374219712142,0.005660119199375149,0.01809808076928948,0.0038640679356162447,-0.01496364816367114,0.008607511027851253,-0.0054142319303136744,-0.009365073420321076,-0.001110869377041562,-0.02255419582496799,0.009555520806924244,0.00023103537723192732,0.006301363004250635,-0.00752278971186099
STMMW_00251,-0.010057311498317354,-0.010756657573024977,0.004962958314970403,0.007473463711391226,-0.014796267709911057,-0.00945984243781564,0.009268552226704536,-0.005999429203590288,-0.0032630986146777643,-0.004176032408693393,0.0008670325902863475,-0.009948826266004405,-0.0009276500371934401,0.0035884786562314767,-0.013594276251791337
STMMW_00261,-0.013567581043216257,-0.0120316930658704,0.007168237060728426,-0.014657383553704469,0.00938694836182735,5.474582144522307e-05,0.02030915588550894,-0.0021882464339954325,-0.009256196896924059,-0.00011386275248932189,0.000483981693356569,-0.010434410769227942,-0.0063648895632856676,-0.00018519388124304498,-0.013444603036678443
STMMW_00271,0.008671554068712185,-0.005847046487325407,0.021473412931363473,0.0012199480192460546,-0.009445697055024453,-0.006608506697225021,0.011327326557968352,-0.007418826677257981,-0.007965081545007602,0.0009480301817980027,-0.00791411623662672,-0.011962229722274665,-0.0007835519780088264,0.0006416596894813532,-0.007470943667613364
STMMW_00281,0.003977590044114295,0.0062705972116595,0.0029191074235897854,-0.009181387498356758,-0.022079733919145975,-0.022580811344129634,0.0211885392568575,-0.0035050425126699337,-0.002878926504276406,-0.007448774106852273,-0.010623200254824097,0.026489942934194897,-0.003330662037988349,-0.0007398176563524899,0.003878393277411028
STMMW_00291,0.0015523674790678536,-0.006062564201992509,0.029082128808100963,0.005016331365550499,0.018418622054649638,0.00672974527024427,-0.002815692586803004,-0.004211334548010027,-0.021546608987150426,0.012450598462818242,-0.02496740297321452,0.024790842193590103,-0.008728475595820342,0.0030685033109197598,-0.0031831074903957805
