Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
SL1344_P2_0001,0.013134016277567447,0.00522325484631064,-0.0012081598575875699,0.10758030093064452,0.007177951093253059,-0.005497601036308091,0.010612511373343427,-0.013638403297591252,0.007735067355724871,0.03123754616579111,0.004966628820265123,0.0035580516078561213,-0.0002551485997243863,-0.023216186168473135,0.006733461032674466,-0.007841796872021689,-0.004895163099331457,0.02907203067757148,-0.011690354186541104,-0.006709326419126399,0.005103999114565622,0.004929780209096703,-0.00534906807908762,-0.001119592717134376,-0.011339286624648394
SL1344_P2_0002,0.009272738679897021,0.008197638988863911,-0.007576573096242649,0.09176033938131604,0.014270382196512053,-0.01010972836533739,0.013600984759619485,-0.023127246142314907,0.0027310728378537397,0.008191621029538023,0.02130543444864101,0.02513783308535795,-0.005602153301900369,-0.012304279408944059,-0.007768536863432283,0.00615470852025961,0.00010355493674800222,-0.010591855390992081,-0.001253239137831971,-0.007801588565677617,0.0024357587529178675,-0.005226481806359167,-0.009353578108161644,-0.005257704252089249,-0.0020925954699731308
SL1344_P2_0003,0.030618542075938057,0.006857600695631623,0.009079658901030862,-0.003039563643746999,-0.006474844459722173,0.00552436485027408,0.013067614287885413,-0.007179852294404914,-0.02024733693995027,-0.013752708827409942,-0.015347963281950996,-0.021726078227536645,0.008388899391601758,0.03091612267062732,0.019959489198730453,-0.01099007337520836,-0.02067514166266436,-0.0017349625172173309,0.009728630878011705,-0.012222538044210191,0.004385179457261842,-0.005297667139598651,-0.01710243770884111,0.03641074985472747,-0.005751291513515722
SL1344_P2_0004,0.03833013657375222,0.003358967756374353,0.004949520804122102,-0.012108765556992114,-0.008148815654255528,0.0006718749242566957,0.014799590954486632,-0.01885837067150683,-0.019070801484168336,-0.012952324321308857,-0.00700280134170709,0.006257224917180908,0.013572522810236602,0.024536250285135258,0.026535390208408928,-0.011720823151305904,-0.016598727031429138,-0.014702741485558824,0.021503251852117846,-0.022381855445818576,0.004703498551989823,-0.010304868779059255,-0.017714375954586123,0.028612817606036088,0.0059345323432195615
SL1344_P2_0005,-0.0021036077575610616,-0.006572313783678895,-0.0030473054995751657,-0.0030915577997021183,-0.005028639795630956,0.011560001040980395,0.0019408294830115323,0.0008965066561639941,-0.009542924793301016,-0.01322517210788417,-0.004836323450325008,-0.008590446789713376,0.004742740047162356,-0.0019449124836572675,0.014991114390023463,0.00042416812637684177,-0.008299727277566057,-0.019524761774785845,-0.0017172134274264547,-0.030626656252433562,-0.004667492945540795,-0.0030736121810567892,-0.02077619708211116,0.004414452362757893,0.012008798910657098
SL1344_P2_0006,-0.004081585277424578,-0.012170972713060207,-0.013792091156356812,-0.001207538979289321,-0.014648736072949857,0.0026960609688426117,-0.00011511704890227995,0.004719921133546099,-0.010643119025517787,0.002356011278576245,-0.007579127665122594,0.0004742341052914268,0.009697835424091535,0.01305355133287831,0.0172513393295151,0.0019056335073152372,0.00018203055472596397,-0.01446941455189108,0.00272908927056854,-2.403860540948257e-06,-0.010255784401369173,-0.0015536677895859141,-0.014044527770419247,0.0015686708627494564,0.007772317558530912
SL1344_P2_0007,0.01583248383580111,-0.002520813249681766,-0.0052501346113981405,-0.0015928643364911596,-0.012045925936698752,-0.011147527989395018,0.011171737219286403,0.005587950476701734,-0.00029055330209507203,-0.007745961483907524,-0.004973957898640882,-0.012984799306121026,0.013606688578009696,0.005073525408859101,0.01467892421860413,-0.001013903390740282,0.0072274018388537,0.01984995257376305,0.01411263946892634,0.02470327305387259,-0.01643088020753137,0.006519352390544782,-0.0005341131425110862,0.0007093097004562326,-0.008106241895950515
SL1344_P2_0008,0.01584590151755097,0.0028448308562010523,0.0052198374388247185,-0.004680620366672572,-0.016610253403260614,-0.0012713086205209001,0.005039887804798174,-0.008076312598685674,0.01201866073186023,-0.013316396385567203,-0.004868384898940339,0.03435453454248872,0.01565985005213469,0.0021815551116342578,0.004544909898156335,-0.0005309086133535107,0.00797496052468769,-0.010096876891886845,0.00971854852484845,0.03145260360384748,0.010283849810993206,-0.0007167898644245148,0.0036267756624651813,-0.009361735220155038,0.01814414541201575
SL1344_P2_0009,0.01534846908891777,-0.00045513629925186176,0.0018047426907517323,-0.0033218421712568214,-0.017598508804172908,0.0013029084000055102,0.007393493684339851,0.0035060503659950755,0.01089486065948237,-0.02539685977662305,-0.0062968274770397415,0.005685151188206399,0.010177674040238935,0.01418130925826623,0.013885038657182033,-0.002161029451513698,0.005447667194909284,0.004148635386303853,0.004997240100922692,0.02170153628832695,-0.0006613463083014518,-0.009802448601032082,-0.0004654179801553452,-0.0030918030651332852,0.010835522202570233
SL1344_P2_0010,0.007112442383296253,0.007643675921735232,0.010931754075295149,0.10051152293428776,-0.0030532602575787503,-0.000792468625642171,-0.0013921931902335946,0.0029626758344543135,0.016955320828103478,-0.023682048774103917,-0.02803373943936287,0.01955900328056063,0.00947102738665194,-0.011307869246833645,0.023543679994376947,-0.007399504999101518,0.007547326080418285,0.008889790058959405,-0.014986354372875795,0.002873224407237713,-0.001034371182242948,-0.0014665147710670107,0.008804311605106988,-0.001049394338795603,0.016188978085850722
