Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
STM0002,-0.010888081003599455,0.0065823949419399575,0.05673788867877238,0.010221010050387867,-0.018993618004298038,0.00842510862379439,-0.027534007096441677,-0.023416902915583675,0.02145562644043726,-0.005595832896320485,-0.019585876917362313,-0.017985872523287965,0.00207908849538222,-0.005225907321362063,-0.025450876290672123,0.004437058184388587,-0.00973719171743528,0.03120778512099242,-0.005701577964509656
STM0003,-0.01797046285940746,0.0060109991550382005,0.021700260115279014,0.02163391029723881,-0.011277678558886948,0.020567937341509256,-0.020271437473765072,-0.016818260725619066,-0.004761856022424715,0.0066650093199544505,-0.02234883376790326,-0.01948875057811512,0.006113707561779362,0.0034015597495566604,-0.024211539745848835,-0.008414670236818442,-0.007381172510943505,-0.007859002863983321,0.009886089514951091
STM0004,-0.020374698342122254,0.006321454828625604,0.03001826965853109,0.018145216787881103,-0.011683518554630266,0.015138729964797943,-0.02351462514728452,-0.0035612854692422336,-0.006698494452475294,0.003056708474883083,-0.01281933392746209,-0.02383249138415945,0.010879496559094403,0.009086933357912597,-0.028572059779682683,0.0037106351458527577,0.004250057182412987,0.009958161096724026,0.009198974841593982
STM0005,0.0016203653350463048,-0.004891062004971985,0.0038211573885642064,0.002970213370109248,-0.000673325973527792,0.002512978923090268,0.008122116537019181,0.011409130182580662,0.014181622765464802,-0.003037357920372378,-0.008029393328198608,0.013643945056785128,0.017086846626796447,0.01914008051524282,-0.005642952316021115,-0.010139800916629667,-0.005865124180861269,-0.006425206260440787,0.004135000657375994
STM0006,-0.007796919901269214,-0.007377678097040936,-0.009417805680393283,0.012483307959662283,-0.0022855029456631585,0.007224437496223737,0.005170859765677898,0.014607995692781862,0.01757203470795953,0.00812425443188128,-0.00813856855268184,-0.011612328311122562,0.016758162740168253,-0.001526641886344026,-0.0028790906945434947,-0.011337984731032673,0.015845475772666477,-0.009821748485843976,-0.00071614318792579
STM0007,-0.004162659306700489,-0.003652306390854501,-0.010906393657467293,0.00470187918391176,-0.0028816620145473344,0.0031911794256802993,0.008812267903170436,0.0017962169027575415,-0.0026038416125267446,-0.006184137257720533,0.007039790479602817,-0.004443518385849331,0.027390063261857594,0.03004311719306816,0.0001419921194277678,8.92349016454182e-05,0.00010854395569838871,0.009168685419054256,-0.009518047315662791
STM0008,0.008003308611450492,-0.003795194470048056,-0.012781813908308721,-0.006351350246271738,-0.0061606145504107465,-0.003355641111700562,0.01106312037635701,-0.008798045671645811,0.011045827984396961,-0.0018075005892664287,-0.004810835255985164,0.016174399748493967,0.01791790299178823,0.0032992029749075004,-0.007887030890664233,0.0016856197387430819,-0.0007414632644891224,0.003932171952915673,-0.0021216774006086554
STM0009,0.00818242767485006,-0.011807651210559347,-0.017691786251596748,0.004537136224391735,-0.021388773357660606,0.023618607847077856,-0.001874706900260417,-0.003823014772570111,0.002836180377153435,-0.0045775849091413325,0.05161295176168467,-0.003606049587639002,-0.026844715768653382,-0.04681250227753818,-0.02021556265354403,-0.007662423042540697,0.003853700491541804,0.0037879500086202963,-0.004641642411681731
STM0010,-0.000716823414112927,-0.004909913604698551,-0.004521689146237035,-0.002365612020552813,0.0009147872337073732,0.0017930198515369253,-0.005132572087671699,0.015167453284505914,0.008416258050885585,-0.002258077972764349,-0.008915832853402094,0.0016134871086535836,-0.012411590044313485,-0.004351579864363836,0.011388560249666821,0.0010617579011374047,-0.013418425035888523,0.007918390277569288,-0.015434200525226371
STM0011,-0.0026005117979882144,-0.010668744994805737,-0.01226800954307226,-0.002466894493532226,-0.008164117275944635,0.010605716008108643,0.01570432333274121,0.012836015803478826,0.012177471329577605,-0.003068286815875069,-0.017801348014279118,-0.009380898352119747,-0.012640833790426678,0.0038969921673225327,0.016246044903852102,-0.014612934262214643,-0.0031467001032048996,-0.013251962789009688,-0.020508631777982508
STM0012,0.040590510576237734,-0.037697296145154484,-0.01592729624289299,-0.020010468739823782,0.0027024658013452122,-0.020083134705046662,0.030538663762313345,0.03477533804630385,-0.008425958560159187,0.02340527490585778,0.033717099275265144,0.020007363837346553,0.01918303543984256,0.0353797247230439,-0.022406879819133866,-0.006043348461626492,0.02470366136814523,0.032862957878797144,0.024880883284686642
STM0013,0.02927858364493657,-0.030213893135599513,-0.01581401105523847,-0.01604796296842574,-0.0007675910041709936,-0.016011682994094376,0.018910992527715817,0.02750316607434524,-0.018284525517274205,0.01781880838808768,0.02352670720294593,0.023700750868354728,0.011982328939098338,0.009932831604765576,-0.028852307753407764,-0.008530665865414356,0.01527641841730563,0.024163030650643746,0.022707991985077624
