Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
PSLT001,0.0012606173577229757,-0.007092498573512713,0.0022239419155970445,-0.0005169330091639009,-0.0019017344892750113,0.00448982640538745,0.006423131471121382,0.009053663473413655,-0.006597632424729923,0.009341527623988903,0.010304866342508717,-0.001689240310544403,0.015852112778311615,-0.0027159263882490787,-0.006927046186263703,-0.002724820655167768,-0.0018233933355461995,-0.01452031386698269,0.010529790924042185,0.001836209776586742,-0.004538604458895241,0.0059496123435502715,-0.006677007478635613,-0.007689168240252767,-0.00885732654667724,-0.009972401794918085,0.011430507336059879,0.0023628527053786374,-0.007223323731492732,-0.0014782443324746842,0.007427261282950523,-0.0050496495685855534,-0.014298559824788408,-0.0017494512231822057
PSLT002,0.005211963697970447,-0.005023927440983246,-0.015036936850164672,0.012782928951870977,0.014844487908822179,-0.0013215679576646633,0.019905754630466788,-0.005397777835982396,0.019030872237441966,0.00019707735915310706,0.0019212757991725691,0.001335715673539394,0.020646280287809474,-0.0003400657103359573,0.012662234492014517,0.0032236648227709774,-0.001063443643829728,-0.01983951639827698,0.006697768124095908,0.005201413437411552,0.014785386379926463,0.0066224724282411,0.0023233705107613156,-0.02130458157386,-0.010759053194950713,-0.0041793027499619165,0.00524301403825435,-0.007103968437636626,0.0004995979424825591,0.007881857435888035,0.010151443520784547,0.0026404191588658994,0.010450829674333605,-0.012697849843756106
PSLT003,0.013099853422735279,-0.008908692204585532,-0.0017879844397314668,0.01167252681906013,0.008484945029282081,0.014751996812173332,0.005805094409015626,0.0213631227087676,-0.014480897452868024,0.004023778312195458,-0.012781063190243452,-0.016188718800203974,-0.010064192931965248,0.0033866378124875803,-0.004026708507293087,-0.00198467468843966,0.004613889236221355,-0.009227645459885594,0.03281666480295514,-0.00814479213550688,0.011360091729101943,-0.006226967153088906,0.009027163686098605,0.0022205646926074583,0.0006982624041693984,0.007528756777302783,-0.01411891915653595,0.009455650316124782,0.02774997126775376,-0.005481109549659893,-0.0070094489176937115,-0.002097228609445277,0.04994382663024205,0.011122169590909494
PSLT004,0.005131282345154151,-0.005942152611929172,0.02686079281383504,-0.003931537889011892,0.015987400671007745,0.01040882759081449,0.047352751425090635,-0.0062816993507181715,-0.005121635025924247,0.002212536002490531,-0.021785845758780727,-0.0139090403898738,-0.007547416542206599,0.0044767462790984616,0.003618923088757095,0.014323522362498233,0.004243161425840403,0.029329724700613156,0.01976321467171914,-0.028014629368045815,0.02490583825084085,-0.0005286595082232566,0.010134179064906646,0.011523365060986389,-0.02969782353374681,0.011383241560178779,-0.01999495902709609,-0.009875796117400316,0.026068795149580177,0.011980697286314023,0.011941767242589933,0.018793222721580134,0.02105975472538077,0.03432582546334672
PSLT005,0.005330957764851111,-0.006715279867040459,0.039758484379835916,0.009699817947852475,0.0013250401335160318,0.01897504138103983,0.04434238670171318,0.010843725249348795,-0.011527615857613185,0.0029963763554075374,-0.0002501341661850393,-0.024042917349701463,-0.010112692612681367,0.010144922136843388,-0.01474247646989937,0.0036078271985137854,0.019216055584600177,0.0025200031378350223,0.059121212080771174,-0.00973316662780313,0.008176020367449098,0.0038509789446318776,0.006301020517282196,-0.0016595500754295193,-0.0061479795115473,-0.00967434481245381,-0.02429083999420147,0.0026108742722899727,0.01604803993949673,0.0028526916561378225,-0.004537222334935044,-0.009157318263082534,0.017574393347868682,-0.012577544421955139
PSLT006,0.005173689386145194,-0.006656129120984447,0.016200500693203952,-0.014441131640810751,-0.004896943326271609,0.003682866453263676,0.006243202595361141,-0.0052605216108595485,-0.0067484172600320354,0.003350247439556816,-0.0010269566909876472,-0.03171411642496809,-0.01097478650901022,0.013919074277402974,-0.019696127522894454,-0.003708025225222471,0.01173848491118816,0.00754699454420856,0.01606563102493785,-0.0023062115716652298,-0.009061977289449182,0.00942020003350103,0.005576728998900391,-0.011151561451591114,0.008819951844736327,0.010199334898107286,-0.014232919805317592,-0.016102339503332296,-1.825706393933832e-05,-0.0062403981075866265,-0.0029278534065642144,-0.006390925898761101,-0.001002288714698198,-0.01517238332220641
PSLT007,0.005430939401423311,0.0026503401293001406,0.010767753356848216,-0.006010389028455933,-0.07199343007022051,0.01672844448093538,-0.019732824262321615,0.0029235326737290183,0.024927038790565906,0.0024824465961170816,0.003816903528506657,0.0019350248794713048,0.0022040844156238555,-0.011494345104902324,-0.04860274049469289,0.0007510026038502035,0.010126811123224312,0.00804807824952784,-0.009885042110476045,-0.0072186033748677025,-0.037657942020114195,0.010046454634378824,0.021795742859797292,0.07145914667076152,0.010355494480369926,0.021877913451656218,0.011005501082094355,-0.03269743804776746,0.004635143703563647,0.010126443338581408,-0.011891945837998066,-0.02203323856067133,5.986564474375089e-05,-0.004586561383574463
PSLT008,0.0012941470644792282,-0.02034569496696035,0.0036146247856969887,0.003125990223223696,-0.02412363078223306,-0.002733955772024604,0.013851212258904006,-0.007604074602345072,0.011248420591301055,0.020821947957815445,0.0011790781600607763,0.005291794238540928,0.0011492939223551116,-0.020810006307280634,-0.0049074737546518435,-0.0027799521655164266,-0.006702823240281502,-0.030802575969789997,-0.01933477737181142,-0.00816031249610616,0.011947755453389833,0.008138447209877733,0.0025792531667653763,-0.012428334492962958,0.01122913366731256,-0.005008279221377047,0.0010770990653446823,0.004516709027980311,0.00960099923820374,-0.011258846038602575,0.0006250049044346482,-0.004215982339932364,-0.004602037135187,0.0020522614280927536
PSLT009,0.0006671094238059633,-0.03515888756870421,-0.008682297830006087,0.004578626749043525,0.0002251692359042817,-0.00806168479017617,0.038055715909156705,-0.0036847441660954406,0.016436967923250827,0.02247115671813863,-0.006946617764544843,0.03750403936056609,0.013358160826424199,-0.0223136095594684,0.007734558123844742,0.002812927272707215,-0.0004729971034884265,-0.0073591265970354945,0.0029234237914707406,-0.025043652837482562,-0.0005998056243368959,0.031642014256699415,0.0074555008837783035,-0.012446033773046285,-0.000737499737395504,0.0031284690005487555,0.012767527932040956,0.005804284603947475,-0.00805983604924723,-0.00949349312421335,0.007314023211825476,0.006710062069956578,-0.03853762441252677,-0.00043485660915388506
PSLT010,0.010354145038461788,-0.027599431044567663,-0.006912122161003842,-0.012351747225172592,-0.026701056443703908,0.004360025736173186,-0.005807818948573362,-0.006530713500323596,0.026673612480281998,0.020299492031098695,-0.009549335379509822,0.010241257954069476,0.010443265100006538,-0.006772542823234796,0.005213931785366174,0.007427641036201782,0.0008274075970075943,0.005291462149774424,-0.005254840064749669,-0.020165971589547967,-0.016446778521262678,0.02660077930473324,-0.014777057650248764,-0.008784430822129215,0.014163061331527085,0.0015321112206283722,-0.010661356243706241,0.013688696144599282,0.008693471746032556,-0.009539868922822223,0.0031393828891316334,0.0008870191235613261,-0.022755317582696322,-0.02165654923004893
