Geneid,SRX1392948,SRX1392949,SRX1392950,SRX1392951,SRX1392954,SRX1392955,SRX4340129,SRX4340130,SRX4340131,SRX4340132,SRX4340133,SRX4340134,SRX8537506,SRX8537507,SRX8537508,SRX8537509,SRX8537510,SRX8537511
STMUK_p001,2.6871366894761572,3.793791184479263,2.836622497597308,3.3839192486778633,-0.570852364330944,0.570852364330944,-0.028327121786378306,0.028327121786378306,0.802325162221071,0.7011976740318673,0.6838314756743555,0.9559022004200379,-0.01696598208362321,-0.22798780534678276,0.24495378743040508,-0.4136222503265392,0.2006814720188954,-0.09527624207433671
STMUK_p002,-0.44650142798293047,-0.8542453806097026,-1.3573320875674622,-1.0648134596496543,-0.15627338738554464,0.15627338738554464,-0.027373214539591295,0.027373214539590407,0.17154184256475524,0.21646849366686105,0.3067085714407174,0.1270344022180101,-0.07647241956779283,0.0699734039591915,0.006499015608602221,-0.6375013637207312,-1.0285568426105423,-1.0658207252614051
STMUK_p003,2.7142223539639776,2.5200157949254507,2.324070506136753,2.3160965317840176,-0.07192064995146641,0.0719206499514673,-0.00022232700216306966,0.00022232700216306966,-0.03620780083096875,0.07245812096721238,-0.07934875135607555,-0.18219982530313317,0.044507616817977436,0.039662075853299505,-0.08416969267127694,0.6463673852639342,0.21585645665089892,0.23109432946828967
STMUK_p004,0.7951083671243033,0.8116874616053531,0.9141226179178901,0.828188918903165,-0.5393110767142151,0.5393110767142151,-0.17288860356505786,0.17288860356505786,0.24771729365059603,-0.024277022281845362,0.27855707015738407,0.323325353307955,-0.07273918573225036,0.039648743246313956,0.033090442485934624,0.5527209985858486,0.09917448388442196,0.43837868014230974
STMUK_p005,0.28332313049947633,0.09183569488283183,-0.01593768980692367,0.17033384343429603,-0.23975764310256498,0.23975764310256498,-0.10550902630499692,0.10550902630499515,0.21866296510942362,0.18091363599032562,0.2423680739587457,0.48074612118668014,-0.08954561319002963,0.0983263822951308,-0.008780769105101172,0.4085088744777785,0.008012456336009777,0.341104972153083
STMUK_p006,-0.9493587859271786,-0.7318827088630266,-0.007043071469690965,-0.20714006462742685,0.4145918107312694,-0.4145918107312685,-0.02367315299545769,0.02367315299545769,0.4279257655991682,0.38165115983108056,0.370974458128825,0.4220189319521399,0.07834042771436955,-0.04768411610520218,-0.030656311609167375,0.22707817977218792,-0.059373962501585,0.3149904556583527
STMUK_p007,1.0237290665790741,0.8525178450283128,1.1332726894428822,1.00258707815345,-0.029631906737279223,0.029631906737279223,0.013762609980056517,-0.013762609980055629,0.2072940445640139,0.23246989467878354,0.3070408701244025,0.5167977647750783,0.005128021163850249,0.060465761394969064,-0.06559378255882109,0.04475120726656279,-0.08253931928477876,0.11084082228841119
STMUK_p008,-0.010944693602650268,-0.2634438083647055,0.12586398370490492,0.10403747349444448,-0.27920240155329346,0.27920240155329346,-0.25749399204013734,0.25749399204013645,0.37499362316060747,0.22060602738700563,0.33452312245015836,0.4622033513202064,0.02556102533621374,-0.029879102592225593,0.004318077256012742,0.06211852104014248,-0.19165187104917347,0.2624371635461218
STMUK_p009,-1.5121478618959872,-1.3968823799356946,-2.0414734880697654,-1.1408712730745627,-0.1743210339951622,0.17432103399516174,0.02496920507869005,-0.024969205078690493,0.26350969841579186,0.5536405905361148,0.6491906999756605,0.6901276106329344,0.003807030378606413,-0.032793856547854716,0.028986826169248303,-0.44734667380447224,-0.355485939121273,-0.09694857388125833
STMUK_p010,-0.01485240630546869,0.6972458576650986,0.3877676420791776,0.21494435682364532,-0.04636610049933232,0.046366100499334095,0.11504650839549235,-0.11504650839549235,-0.041995624070638726,-0.010112380699185408,-0.059673289066113355,-0.23784575318850898,-0.09887380828610581,0.05670766823218898,0.04216614005391506,0.05570642425713146,0.09494912795975452,0.38131356268552175
STMUK_p011,-1.8689467949673566,-0.9473281645917448,-1.4318090580106113,-0.676327404011944,-0.1863342494837248,0.1863342494837239,-0.0023421916785397734,0.0023421916785402175,0.1894630379459512,0.6322858448821891,0.2856725843535268,-1.23149340268209,0.11241162895399537,-0.0671752318464689,-0.04523639710752558,0.6822580484018879,0.35168803953436534,0.914897901156138
