Geneid,0,1,2,3,4
STMMW_00001,0.02836894815632754,-0.013290133123201138,-0.0214427927354404,-0.000721093240274311,-0.0254333254849255
STMMW_00011,0.03589422412517699,0.004003031471511352,-0.010085361156668535,0.00012962726317994433,0.009728709786445217
STMMW_00021,0.01733450553041844,0.02468891998056522,-0.015548161126078841,-0.0018204295354605363,0.003286622766240496
STMMW_00031,0.026319515174625215,0.024093429999521604,-0.007421315898024796,0.005978723016516129,0.015158007513186413
STMMW_00041,-0.004721682715771464,-0.001337670352131554,-0.004310280216456767,0.007812787214478908,0.014360002655115747
STMMW_00051,-0.012743458686238687,0.01312674084371664,-0.008396565064876014,0.002067595732864837,0.021095099003670296
STMMW_00061,0.0027128149441789846,-0.014718840042529727,0.007096371581714065,0.011102288946170966,0.01341227521098817
STMMW_00071,-0.018343239157034282,-0.0075073039963378515,0.004196913045655018,0.0032646576619137957,0.010807834624390462
STMMW_00081,-0.03304350744112525,-0.012578078695547204,-0.01882004140429464,-0.028800115521386494,0.01269333620792003
STMMW_00091,-0.009922098007621111,-0.004990699697617556,-0.007927427494209905,-0.006967411295993189,0.00635714087002284
STMMW_00101,-0.0052822404108010855,-0.01357354703194568,-0.01873489037422641,0.0022247863664962837,-0.012312387567978493
STMMW_00111,-0.00962351633334305,-0.009860657006738757,-0.006238508320384533,0.01843451533200346,0.0337215115305269
STMMW_00121,-0.01185386579568522,-0.0051947026676424654,-0.011595516781878108,0.006501379688896037,0.015246099732237334
STMMW_00131,-0.009611023273097942,-0.006995954655771492,-0.021362083790959965,-0.009839642147628074,-0.005415522373196281
STMMW_00141,-0.022058749844357507,-0.006619553597323207,-0.018112918085789874,-0.009279564710187253,-0.0046191120993764835
STMMW_00151,-0.0066994310162529856,-0.0009514740577040784,-0.006087764945794583,0.0027820572472483625,0.0016741510167461423
STMMW_00161,-0.014947496825450815,-0.010315903734291178,-0.005186001076695105,-0.007573096544226926,0.011957371182455828
STMMW_00171,-0.01327436991030412,0.002644534867369652,-0.013544177559301998,-0.0006664760596727762,-0.00828953704632823
STMMW_00181,-0.005846631789753059,0.005788866022322502,-0.009836524038468108,0.00018174126404886645,-0.009699792275190402
STMMW_00191,-0.011577984207895855,0.007870656574522206,-0.011628943996805531,-0.004473856594478207,-0.016145357144528968
STMMW_00201,-0.01544314038427817,0.010077761891964436,-0.0007135426363399559,0.00029142053321374906,-0.011542965040606723
STMMW_00211,-0.012447892382875324,-0.003457559261980578,-0.014564274656485555,0.00035314005860902345,-0.01956277140318197
STMMW_00221,-0.00031880650300278074,0.0016835741138645798,-0.005167776367469741,0.0026221202145054246,-0.012273845308660242
STMMW_00231,0.0038460652893441867,0.0024879673123393803,-0.007855956725872628,0.009671033992375682,-0.015092651777288559
STMMW_00241,-0.0013447723759305017,-0.0008194772487121345,-0.0021049379206249793,-0.002401698662112763,-0.012436646077439268
STMMW_00251,-0.005139172883539994,-0.0005035796670790968,-0.006701689813321072,-0.004107584087220564,-0.012049041567859244
STMMW_00261,-0.003668478725134974,0.003658018540913148,-0.012931744560242254,-0.004038102244756716,-0.014741794793739446
STMMW_00271,-0.01018103222837173,0.0035679034541635482,-0.014709975706703456,-0.006991296645003361,-0.018177473771704446
STMMW_00281,-0.005458661776448255,-0.014394292386901729,-0.0020426654587607606,-0.022821327099066438,-0.005451691356575309
STMMW_00291,0.00342948491348936,0.003606569254344335,-0.015266428471670744,0.004067469197492493,-0.02082090170080148
STMMW_00301,-0.007768765505182245,-0.01329006827277135,-0.0013574365811102758,-0.01775969309692685,0.0035670670591361237
STMMW_00311,-0.0009660452870675055,-0.024651489161640297,-0.0027080946184694097,-0.012977876497701303,-0.0025687016860672174
STMMW_00331,-0.003885006270126089,-0.008245033788655407,-0.00846167729009384,0.00041806233472308033,-0.013709704550984036
STMMW_00341,-0.004080967598584928,-0.004363342091591889,-0.008623939461537482,0.0035917376700439424,-0.021503997764978994
STMMW_00351,-0.008694804496432163,0.00011124829265563619,-0.0034543540179278547,-0.006102803894624651,-0.006655510354257069
STMMW_00361,-0.006780604217262903,0.00039077943553784343,0.0006534765793966442,-0.002621660758066122,-0.014618731763601962
STMMW_00371,0.0009045029199747762,-0.006357486175950963,-0.008213361093411453,0.005436376426029777,-0.013736218183356174
STMMW_00381,-0.0168977588823971,-0.0016459145503294962,-0.007753874994618472,-0.005432429817812826,-0.011558608585356692
STMMW_00391,-0.004534544719397054,-0.001534926468684347,-0.00756359965045535,-0.007320529537291013,-0.019522960312014885
STMMW_00401,-0.0035937959669185243,0.013832808133163182,0.010598713328943675,-0.0064729436819482575,0.00558272134264844
STMMW_00411,-0.0026346967416675383,0.004965135837219972,0.017348284902415623,-0.008557074811078539,0.012499349665357639
STMMW_00421,-0.00831483935312994,0.00268678959712673,-0.005531440020860188,-0.0027543502056254056,-0.011779502566414747
STMMW_00431,-0.008652902813759765,0.008097702326345876,0.011201631141682735,-0.007765751993588821,-0.003192644640256006
STMMW_00441,-0.002509686760419225,-0.03513331566967186,-0.02205603880255591,-0.04114502394044393,0.009226368402137555
STMMW_00451,0.0038560200218632807,0.0020567103088597514,-0.00794318129603079,-0.011538075107297036,-0.001830733264463637
STMMW_00461,-0.0016564634679396813,-0.006976657818946553,-0.004983343663005107,-0.006211033955423978,0.00836559033157884
STMMW_00471,0.0020396234570278448,-0.003735788313613407,0.0008724790593215476,-0.004193058358728817,0.012689222998267543
STMMW_00481,0.003908176406905409,-0.007402976724202978,0.0011078658506444542,-0.0015491071640334145,0.020801363220065795
STMMW_00491,0.004442388406342156,-0.003989992095261172,0.002432317219444475,-0.010951065519618912,0.012820080933420271
STMMW_00501,0.003793300615183235,-0.005708380962501901,-0.002535421489228511,-0.012471261309802441,0.013580215509809606
STMMW_00511,-0.00598727885105403,-0.005116245961720019,-0.007940818160197644,0.0015645433582191551,-0.015961834707593638
STMMW_00521,-0.011616790709732665,0.0031936360588185214,-0.003051864983736396,-0.0018856232252257197,-0.009111064597153757
STMMW_00531,-0.006219644102691788,-0.002201833925285917,-0.0056964012982943825,0.0006702994028737354,-0.008704423385143366
STMMW_00541,0.0012561000672139397,0.003964238947238736,-0.00919273624424592,0.009200612888300234,-0.018010313514735348
STMMW_00551,-0.005443727757769876,0.002302550598465482,-0.003837437397365168,0.0018304014046647144,-0.005400653433632799
STMMW_00561,-0.001538360497554029,-0.001927345112381091,-0.004272731741980649,-0.0014686158237835608,-0.002366791374365208
STMMW_00571,-0.0015473307423505716,0.002112833440470771,0.004700975957327254,0.0012456893375222223,0.012914021648008806
STMMW_00581,-0.003625832670451117,-0.005701862465747636,-0.006612560892219365,0.010134827716950047,-0.006870370283414753
STMMW_00591,-0.009521798979711968,-0.00807112506043186,-0.010403270882952072,0.015073444075770954,-0.006053529592975763
STMMW_00601,-0.002003089292154477,-0.009612831297227007,-0.00929959752503091,0.03161658011835149,-0.00877886986445329
STMMW_00611,0.005088716924332465,-0.0009822699286678623,-0.004958288400076415,0.031415888109363875,-0.002237699545811651
STMMW_00621,-0.0056608126818122875,-0.004157492951677554,-0.015053010353839241,0.004344995309585571,-0.022546741766755377
STMMW_00631,0.0038937057515215224,-0.007362532924331221,-0.016482997996060088,0.024315534784859563,-0.01229000160410889
STMMW_00641,0.006320351786489573,0.0020905442176012935,-0.01813067720688202,0.02781728632020043,-0.02561422232062277
STMMW_00651,0.040247403919991355,0.002849519226704929,-0.002205052550750511,-0.004961124986409337,-0.0025749142853936607
STMMW_00661,0.027380966186407077,0.00788043265975184,-0.003396960022405389,0.008389078127601647,-0.008396858895329323
STMMW_00681,0.04398375736601994,-0.0037811590767474327,0.02427924187066035,-0.022682506759682388,-0.015052166832975373
STMMW_00691,0.04062630037052156,-0.0012011228667561412,0.020269801457997446,-0.016518909234541135,-0.016974465246507205
STMMW_00701,0.006041016569018582,-0.022230049844283426,0.010572312068444452,0.03136758233366132,-0.00414320906582375
STMMW_00711,-0.010545747313841414,0.00017019046528176057,-0.002226301675075278,0.006913867978760939,-0.013150686212233424
STMMW_00721,-0.013476815762301036,-0.006891460709113987,0.005124163294979103,0.007193347044178165,-0.006498940316217656
STMMW_00731,-0.007829914518117731,-0.008175189080829905,-0.008484021987208252,0.0050578820487402,-0.004495311526569176
STMMW_00741,0.0016150047987894731,9.833998331320562e-05,-0.005488877164364629,0.01669459014193379,-0.0010062535496806683
