Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
SL1344_P2_0001,-0.009727949522292013,-0.0012274722073122447,-0.002901779770626291,-0.003836655539102077,-0.01193662598070664,-0.0010064573892135786,0.1085429438937528,0.0005260445003998605,-0.00133110207124738,0.03395018797486465,0.007657343986096344,-0.006315934614792609,0.006353590383963215,0.028586894781931705,0.028254753159010458,0.002536447332506385,-0.0015111527258598204,0.025733715385335143,0.009275779838948896,-0.002210717556749619,-0.00758396724878075,-0.014119899825235238,-0.0014106497518964285,0.005311730550764836,-0.004895322547640799,0.0067150630392427465,0.020241673440135013,0.003798046591081229,0.0024407053065007914
SL1344_P2_0002,-0.02101470104591724,-0.0027749111679738984,-0.006691560932256679,0.003982801924931745,-0.010428617307477494,-0.00207671194172989,0.09141293550194965,-0.0014955692697305222,-0.005054265530219038,-0.0036626487783229873,0.005358039238515021,-0.014915016548179005,0.0037541822547850247,0.026505696324268312,-0.008887102741423404,-0.0069210022307434746,-0.0017233025706907296,-0.008828978291309863,0.0035130620765531375,-0.007775567846493609,0.002666984261160835,0.014696580204512543,0.008252449383117776,0.021265292032967686,-0.010434976648493027,0.01043602149912795,0.012003739463039766,0.004803284965080581,0.01140131582531054
SL1344_P2_0003,0.0008385638395755336,-0.007525409296684435,-0.043892539106505174,-0.005103887611034341,-0.01054434635905335,0.004164163564237429,-0.002176984672116477,0.011235434784984222,0.016631811216818487,0.010987248776746346,-0.027103874289270507,0.017420172480362203,-0.01828531451293941,-0.016431540323553474,0.0065259951291205594,-0.014430562212276494,0.014431130128991132,-0.01536226362955783,-0.023295771804627063,-0.02774338175111942,-0.004857606223337017,0.006359813129485889,-0.0017715391256481149,-0.018885715125938566,0.006124669812625012,0.016962335773936334,0.009820835603515283,-0.02794682186922218,-0.0035836798123460908
SL1344_P2_0004,-0.013714912062657608,-0.004368662440548281,-0.043734487714223474,0.010460622355900675,-0.0204901165237002,-0.006657188271034828,-0.01147312465377951,0.014705382779998409,0.013927941991049844,-0.002886686475758607,-0.021570609205002332,0.016683634062079386,-0.03447147264867093,-0.009618384758993175,0.0020100436756650066,-0.013225047746236245,-0.00038556223957459827,-0.026133875429096207,-0.023014144742437445,-0.02182294847062029,0.005776329914146878,0.031487008878124785,0.002503919454495883,-0.011900041931861154,0.0017824820125028368,0.021328721945061614,0.015432969059962758,-0.024956969844788138,0.0015533569350473554
SL1344_P2_0005,0.005518632195956399,0.0012063017401343636,0.003996247974168301,0.00048265827073738744,-0.026618598974017714,-0.0017090335709686658,-0.0022409188031941073,0.003268440038231043,0.006584303871788213,-0.015333840826450857,-0.00044351776108329485,0.01721560023903471,-0.019026615974086544,-0.0015026752957409861,0.010405662760560597,0.010047054488406326,0.004663804805151784,-0.021176135043852032,-0.010204714658720334,-0.014065922941328596,0.007869319446311234,-0.00951194736208782,0.005292832428266705,-0.005863568934870211,-0.0020069707314319244,0.002404125970445794,-0.006929896904480533,-0.008471246846322332,-0.00305662379674392
SL1344_P2_0006,0.006699562298819907,0.0016341678525596676,0.018666703731919664,0.002373104108307542,0.0030405043411208367,-0.0036670804463829684,-0.0008783969071915942,0.004900782511342051,0.004990391153025301,-0.010355251180214128,-0.0030693793186582987,0.009485428840274479,-0.023836740459705335,-0.00150125459524338,0.011933203188330646,0.010174672278687475,-0.01792861254704766,-0.01540842502959437,-0.012306424348278645,-0.00494163765537222,0.0023563199157575114,0.0005127149370207544,0.00139332561785618,-0.007261160273940298,-0.009595766474407977,0.004442253049308192,-0.005295320075252772,-0.003463552646704504,-0.008797503890046127
SL1344_P2_0007,-0.0007457621776790176,0.011384278675383228,-0.01254621383299289,0.012669657286931053,0.02354940974406277,0.01420125429982223,-0.0006118903868750729,0.01175758464767899,0.0038300488287630672,0.01923014846382942,0.00998566966866646,-0.005253997792551001,-0.0337050629582399,-0.0046730794549839335,0.006348722729964015,0.0075609413159738285,-0.0007290836984022697,0.012433379121686766,-0.0018485442587745482,0.004015205655179718,-0.010163853681215076,-2.043748863480723e-05,0.002391130247836002,-0.009732844632681812,-0.010736708825307821,0.013127803383975773,0.003972781429647711,0.0063366032703640815,-0.014981340209263139
SL1344_P2_0008,-0.015501597268251096,-0.0030814565789106033,0.013200174662324768,0.003937513792720045,0.025764119784695606,-0.007444192748625021,-0.003892148056894202,0.009024774598846645,-0.010655653393659306,0.00520724648085157,0.0012998493987229987,0.007264831369486127,-0.005735471502233528,-0.003656738821128932,0.008967605067375966,5.070066555407964e-05,0.017357891278810624,-0.0069484124713423715,0.011864580510351124,0.003891035364121049,0.014057439281064938,0.043939051906943735,0.0008964014875708002,-0.007221624199022982,0.004424113475713518,0.006127038470214562,0.012232861899148078,0.003234135302854527,-0.009131067483257701
SL1344_P2_0009,-0.0009496669929970816,-0.00904147830870734,0.003573858779903046,0.0007395339048153335,0.019351437320521022,0.003227846984718517,-0.002428140832722498,0.0043491357055294375,-0.002457050614758535,-0.003912736778058871,-0.0007081673767716937,0.010022550677180867,-0.015772059245650113,-0.013782103620439336,0.013501391976180286,0.006713453769978356,0.022136000583658028,0.0049059112482521955,0.010472333738543864,-0.0005877740271989572,0.00492967568406673,0.020363420883873128,0.004071680744624469,-0.009299613690417227,0.00020043523028591748,0.007068282689771754,0.007293282460943757,0.0011272648101154567,-0.012995836305499251
SL1344_P2_0010,0.001730554851395252,0.004275750474812574,-0.0073178445305686615,-0.009799749851819303,0.0027621520902640375,-0.003000640484890973,0.10211790341234944,0.004404160098746061,0.002925362310640481,-0.0053314797161347054,0.010335835212022682,0.008192636431015343,-0.030034325929579938,0.0035732810483621426,0.013522770603308629,0.0013446692819612614,0.013558430010488494,0.010778499934399223,0.01670958683315161,0.016415260969162425,0.011291413349526682,0.022336593081308184,0.003572197923162104,-0.03210753644611396,0.008013536190862824,-0.0023783753542725968,0.0007282079330974314,0.007672482458912741,0.00034842575354198903
