Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
SL1344_P2_0001,0.040200343648077584,-0.010689774695434851,0.019655473220571155,-0.016311107246038042,0.0056168048554192836,0.014674561433709472,0.0021522776176213145,-0.004440597830660679,0.007928271894671553,-0.008758370749767765,0.004942264731958263,0.04844177928115515,0.0018852432335523092,0.005229090633741576,-0.021583694904617038,-0.007731903177885948,0.004527309648681271,0.010029843333282822,-0.0066279745508853495,-0.003850788543902359,-0.0008099537627883902,-0.0074310804698432,-0.008035313061004835,-0.013657541393393714,-0.02930850630117109,0.0034103833940261107,-0.0030912242918296985,0.020003722614572145,-0.021201781196080974,-0.0016572695095287535,0.015367743702915706,-0.0033254563526976,0.004522886030744348,0.029920150578264873,0.10938993055946131,-0.002546647011602863,-0.0021031704103797824,-0.021737668884102307
SL1344_P2_0002,0.005700768358771755,-0.005398953140326147,0.055649144142356784,-0.005737259594305264,1.8818621200052554e-05,0.007504810036449672,-0.00456522349102808,0.008817694053521447,0.00770529606544929,0.002771366975452506,0.018341162149325983,0.011017647430913765,-0.01045363635140016,0.005507695157038094,-0.024184722557798684,-0.018383326794697865,-0.005619419256080664,0.013138931643925367,-0.011507949909233418,-0.007851445902747563,0.0029507183353182052,-0.015774091326753642,-0.005258242301668755,0.0015077208815724409,-0.013347121761348925,2.300317664400574e-05,-0.007582514232322719,0.005804598576745702,-0.009191094311486372,0.031170269226268036,0.02671025930289997,0.001856476809348652,-0.0057542825138899465,0.014942486882608156,0.09253819830516041,0.0020535246326405924,-0.008032494626400592,-0.014874622660942773
SL1344_P2_0003,0.0016860408501139065,-0.054139757604464836,-0.011625073359449782,0.01152897772635881,-0.01556521559303794,0.038801281164522944,-0.0285203218444085,0.03240386011842663,0.021553736407656485,0.019837027763327394,-0.0031037267722512168,0.010854676399236615,0.0052777735493312935,-0.030384845828855648,0.0257358529827026,-0.0012073777360448112,-0.008902960141568975,-0.010165727673414176,0.015948257665461808,0.020475335902484276,-0.015012164681499567,0.0070153492549128,-0.022386679812879985,-0.006067836323766083,0.030949581982919073,-0.01217236868415833,0.002615682562067571,-0.012989785039849424,0.01290148256404925,-0.02305215299014033,0.0029270712753908306,-0.02070875786140054,-0.019220798337035078,0.006239434761035228,-0.0013620941319859143,-0.005812046652585636,-0.0004369821082664389,0.02080996295603913
SL1344_P2_0004,-0.0016996284126617647,-0.047567635374738,-0.0015927385513615055,0.025764866208616444,-0.014565913440433757,0.039354942467917174,-0.035190667125067,0.032049265288317544,0.015583570605436177,0.02520870276453262,-0.007459683470786566,0.000666823246072796,-0.006586655501632494,-0.02427177733556167,0.024343009823218627,-0.01813250673179744,-0.012874746282218852,-0.009534331551815422,0.01039952524427618,0.01670957884719527,-0.011760746349601281,-0.018240018846065683,-0.01970520363272661,0.0069351962484020735,0.028178461262971913,-0.00869535155296009,-0.0002506536319068889,-0.012213299485189908,0.017221348059571807,0.011144208021521352,0.00823977691522815,-0.020866778648978478,-0.027537862975521753,0.02657933190127287,-0.010441423924855307,-0.0030134671305603548,0.0028669192898337814,0.019456108308912954
SL1344_P2_0005,0.005556264907209227,-0.005578581556377509,0.002241645291043711,0.008929144571118278,-0.00744586981490923,0.0028975395805608136,-0.0083384291089423,-0.005562741170262932,-0.010638131774123054,0.009735787069009873,-0.006093877229901164,0.005715275715239727,-0.020761776241163505,-0.0027838806828045844,0.007615761756235569,-0.023935929928966787,0.007026722924420197,0.01110556035492969,0.0035826425232951455,0.00274983941252663,-0.005207230644083947,-0.0013580436329405584,-0.002654952563508258,-0.00039561433323953126,0.03436228265539394,-0.0027748025756265528,-0.003042620427299266,-0.0064213454934291215,0.012511005109363931,-0.012796856831205699,-0.0030649258880693616,-0.010973505343792687,-0.013161806830812224,0.00949797784854236,-0.0022662243550725047,-0.010117225107406732,-0.001830127677626412,0.0018688942562533797
SL1344_P2_0006,0.010772312167162892,0.012971355846177764,-0.001430840574933944,0.00589468357694484,-0.008830238760622729,1.4453399456847017e-05,-0.005815185878203565,-0.006025613835009646,-0.005978091852970123,0.02549826258534461,-0.011749138424084083,-0.003670997649694968,-0.017372145289724042,-0.005156290809821702,-0.002939153864552887,0.00344984350463069,-0.0017046009254935602,-0.000552317447778834,-0.00597711997484265,0.00543441156838216,-0.006338177262247497,-0.003292421039929677,-0.0030276492851328174,0.005099011144260985,0.016458299280620592,-0.006328731316285179,0.007790342626227436,-0.00614041835219024,0.0043248085162957695,-0.002300434802813588,0.0061927823385641454,-0.008485529333599393,-0.0020680479905376805,0.021169197299412246,-0.0009075735098724402,-0.010281821365106723,-0.001184058136023816,-0.0022121749175241135
SL1344_P2_0007,0.0010363513242036,-0.004422995916022646,-0.007318093573668554,0.0005049761333785356,-6.606447333435959e-05,0.009368793887474603,-0.0171321820083118,-0.00940075382643755,0.009962428431015816,0.009826782360523192,-0.019210605852695514,0.005691873759830383,0.02577280526507029,0.011609374475909063,0.0015698962758755796,0.02657759026791551,-0.005698784755986422,-0.0020396415878588207,-0.010343145087629173,0.013486968688834977,-0.008384846791214316,-0.022500805621826173,0.0032294999940011516,-0.005225111286688494,-0.008537688297625731,-0.00025773183797873586,-0.011466134228853217,-0.010943294314917956,-0.014466009595429145,-0.0015811483719043672,0.007374863209348595,-0.022803843914859526,0.0018072106101867198,0.032394285987666076,0.0006969958616384109,-0.005620899828917791,0.013067247579094176,-0.019211384025815893
SL1344_P2_0008,0.004382388388473775,0.008647880631366116,0.004525520457570053,-0.0037556357491620746,0.015074478564269984,0.014230844789445564,-0.016670522955538416,0.0011518300999881013,0.0004947949543617168,0.01525212243878977,-0.013521534946988741,0.026580687794828164,-0.0023712458456536106,0.005419067628368029,0.007465639335369361,0.02579312103397784,-0.002466247228481803,-0.0007332950650037617,0.006453946283117937,0.000651843420838727,-0.010036811009708107,-0.012256263193987111,0.000731242468478482,0.0012522684847506677,-0.017749132153860644,-0.013212498553543539,-0.026759611175981322,-0.013681799073512791,0.014738159192572941,0.039985893619407305,-4.9375889883945667e-05,-0.0004608894539492833,-0.003024873299534508,0.01934303265174439,-0.0026027046466018606,-0.00902330379035818,0.009479048995803353,0.010049896690006797
SL1344_P2_0009,0.004961169864135421,-0.0006764311213443385,0.0012670960344047244,-0.0007008763479587384,0.012486600473454257,0.013044249207882077,-0.00998299516872052,-0.005293946161402095,-0.0021674571860985682,0.0038217194968245445,-0.0189768420319402,0.011799244099130796,0.008575730814272787,0.003054514058510004,0.01508822403482405,0.023371239236905924,0.0021550603493262145,0.002365325815832818,0.0034967287324210116,0.004574046037523272,-0.011014532866397989,-0.003858140524086834,0.002312743153403506,0.0023380062349570084,0.00894847329880377,-0.012922018981077824,-0.02312586061090013,-0.0028787697143309726,0.008645158140537344,0.012332128640042728,-0.005619416702020351,-0.01642628583978916,-0.006496395583642348,0.005098771282946417,-0.0013804849320232888,-0.0033296550363831495,0.006764554766428804,0.00834533527997027
SL1344_P2_0010,0.0021341765968341,-0.0018902936514513888,-0.0762091430326842,-0.0002543857634757817,0.02326636616500821,0.003284549660635361,-0.0086135360865161,0.0031677901550648657,-0.011851232286606372,0.0028291016749836077,-0.011355273909644841,8.948098305999767e-05,0.0072841187265331245,0.012419173832086816,0.00872430853211943,0.0008225582396076576,-0.00647108641032157,-0.0033454298799076524,0.006120217026374115,0.009369697944607102,-0.007929600773060102,-0.01742815426860247,0.01806499568698886,0.015644169118153195,0.002691649445203347,-0.0009821385283626941,-0.02468244089990539,-0.0027406719936647833,0.019844554648688412,0.011233585542610267,-0.013676997996484959,-0.0009749598341714106,-0.004260447430580838,0.003305441930031684,0.10075389866162247,-0.006301041621924691,0.008896498100782288,0.006075498918553087
