Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
PSLT001,-0.0011022106401808746,-0.0046963353542130255,0.015127178201678004,0.0029072499732654506,0.008871085756707054,0.007035808184371852,-0.004811704210223527,-0.002938121151653537,-0.004472435966697753,-0.011156859500056786,0.0007993369861941225,-0.011097077644836952,-0.005547316446296056,-0.0008113321249577053,-0.012873592903029547,0.007349324116730152,-0.0033008299053514044,0.008547562240475223,-0.01054963655250036,0.007927648882782645,-0.0013526577724791234,-0.0012369391416020882,0.007777178942373429,0.005533247839553266,-0.008036924410745744,0.002110667323655931,0.011676742743308155,0.003573412831665043,-0.0006750277222249486,0.003933843034286791
PSLT002,-0.016625984860694602,-0.0005737258877461387,0.021459701199986077,0.004009774209395834,0.005673489293219218,-0.00494570729607666,0.019495514257800464,0.004209142435181033,0.017393661327215326,0.0017048997395664029,0.0006144560032373998,-0.004309871766499142,-0.0025973625143747418,-0.00019517519927381998,-0.02478483732098669,0.019850047887271304,0.0034538072463590496,0.002514105056763152,-0.009557880071362927,0.011616334591234066,-0.0010757239222299647,0.006301638742847274,0.0011411892660045464,0.006964640050899229,-0.003243005805331107,0.003978887360380281,0.011816919887070955,-0.004265297093606909,-0.018465184819513356,-0.002017949758201728
PSLT003,0.006073816511042243,0.02481363190802042,-0.01042180750550183,0.011724086435041503,-0.011407513661256186,0.02312220867594208,-0.018461596967725525,-0.000371274756726649,0.011460473478121187,0.0018874425343984647,-0.02314968546367421,0.006214513527529643,0.007604697275025536,0.001161335429990638,0.008363197619288639,0.0016032863471718212,-0.00470073711034324,-0.010677798800293905,0.009355230486679817,-0.0047159498921760775,-0.00021151399991930554,0.009965802136960323,0.007564364187935252,-0.006463547013832387,-0.007770755978980542,-0.013810475966930557,0.024678246400667646,0.006282691414111939,-0.026428636658431,0.011209407983337812
PSLT004,0.02982316844914812,0.023754497496998348,-0.006666341293486716,0.005226427341899668,-0.01423263731064655,-0.0016345235889406837,-0.016794512461668677,0.01642227306110368,0.02256281073747914,0.03714335373475663,-0.029645224935004055,0.009032125674488866,0.006156594312286583,-0.00199959832742641,0.018286702566115354,0.044543945659304036,0.016403395251104964,-0.019851896363237816,-0.01953951073760673,0.015326040786125414,-0.0006366999082811921,-0.0046844428485255905,0.009965499532195575,-0.0010251406921054764,-0.003030560750452321,-0.0370893768573701,0.012116770209924679,-0.016484190812767214,0.03343843077000976,0.01149004138019496
PSLT005,-0.011664288539003182,0.01806328810243344,-0.010367197263021953,0.003040959929888016,-0.02111584017057522,0.01265028320442937,-0.019044041495267134,0.005185841021053941,0.0018554477638868224,0.01144530134701549,-0.034943308050517013,-0.012050231277641248,0.00615010054752374,0.007757403846791588,-0.0027624463064458123,0.03831966853451108,-0.01115756272651172,-0.0025137991373961393,0.0031639953362182847,0.001678136546964299,0.007778585022132777,0.012794809876210674,0.010057247142156032,0.0022281513844121157,-0.008006093285897724,-0.015474703528348222,0.04888169771434716,-0.006683855268946516,0.015328177568308293,0.01708306503377793
PSLT006,-0.014690153810276772,-0.0002478025781145362,-0.01281577871689445,0.007022442307697075,-0.013166286125843163,-0.006555187173241189,-0.011237391914548232,-0.00299115804415761,-0.009634344068899004,-0.0006623835433611692,-0.03358706680891733,0.00571022469210196,0.006155613203291959,0.0063402679161907735,-0.006818313646291482,0.0045319263664529335,-0.005656138727205942,-0.0021560985451991345,0.013147951510838519,0.0006808758644335612,0.013480162870405012,-0.013254016518804807,0.005657714849229786,0.008068321172797347,-0.00625390453708722,-0.005092196380015821,0.0038577665403447575,-0.022295839611764883,0.013938612867499334,0.0009311749957258955
PSLT007,-0.0011747951752623766,-0.00038475128621998805,-0.0031720762245247064,0.010865061457126917,0.012534683415446864,-0.0009697005096928891,0.02197370145541277,0.0012988804176943339,-0.03321592051747629,0.01363738130401453,0.007438788440744678,0.011869328809575088,0.02399187729527262,0.0013045706196095216,0.08134602973194081,-0.021012426113515996,-0.018561147673890017,0.003556706807668797,0.01148967115838448,-0.002125515276630747,-0.009619884360309082,0.01833572230542247,0.008444297258730811,0.007777840794173904,0.0007169361248485792,-0.008560711056981765,-0.026073494264259714,-0.04624576396134721,0.001696106716480898,0.010618049437585642
PSLT008,0.006865600421812326,0.011362508552914895,0.0027242730899789997,0.0014345033034658585,-4.982935934918864e-05,-0.007981356024166381,0.011909710016631036,-0.0028550195408592227,0.009655271110443809,-0.025727824852650807,0.008399199864070464,-0.00633326814153989,0.004340780213722779,-0.007062132630373534,-0.014021069414420249,0.012324189759721467,-0.0037714275479441978,0.002507298094657664,0.00819911518324351,0.0009048090219064944,-0.0193974196795096,0.008716348205477946,0.019941942622654977,0.00868463282467942,-0.024481585250888217,-0.0077991513830659494,-0.01876979917335947,-0.0012211666830049016,-0.012007794281734856,-0.0025036903855147185
PSLT009,-0.0009228489724559786,-0.008404873027835243,0.013308144895034662,0.004111006073563906,0.009609475283548101,-0.006888358426028865,0.018536351720656957,0.0027802455902220676,0.004120605878519043,-0.017736654776737845,0.0394053055452301,0.0036864736182656422,0.009071432693353487,0.00515210971960515,-0.016565218079837695,0.042923412265716686,0.009605410597641506,-0.007634477103183918,-0.0041473176485940086,0.005136326270230902,-0.019748902790044223,0.0014127661015637355,0.01541684979641915,0.03142168379353615,-0.03408912527307581,-0.02315224058781107,0.006712409036205869,0.0083167165369493,0.021454762232805485,-0.005548124600885662
PSLT010,-0.017373433579808174,0.0031110993982410096,0.00839597386271477,0.015444469510737744,-0.010663443424851135,-0.011277830623085884,0.02647568683662024,0.007899406426339706,-0.009382152049407726,-0.0074824928889939794,0.014686165166533318,-0.0004365301545810621,-0.010195654054715585,0.003538359752248386,-0.002214546115154933,-0.004792617934646325,0.00219981145089037,-0.008755948645781745,0.01725242311552295,0.00560978867467966,-0.005165963778773683,-0.006562286758502408,0.013350368144784033,0.02593530668966644,-0.027266676965707722,-0.02169417545772007,-0.013899300736022288,0.006669568719074237,0.02803090845292351,0.00758921788842564
