Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13
PSLT011,-0.01381950273759449,0.004127614168162023,0.0003674081727249735,-0.03535538244415734,0.03449686378484353,0.010215428041593668,-8.407000689535034e-05,0.008397582786628381,-0.0016425322006844154,-0.005212384630612532,0.009467458424230604,-0.006283672978094877,-0.016734404920484933,0.014102490698967234
PSLT012,-0.013301563265181567,-0.0052948779601039555,-0.015579405101261812,-0.037529335728880425,0.02047843423037056,0.004533988041360779,-0.012010853207281211,0.015993973523055698,0.026904176732102637,0.008437286292946716,0.01646885364446546,0.0005675037973766754,-0.028340047480119476,0.02578223715522478
PSLT013,-0.019519886375137102,0.002934874605279475,0.014473353563729615,-0.03538900132211291,0.02354359133149031,0.008381395779383701,0.001305673052275882,0.008957112726857244,-0.013701840586966605,0.013801332481092452,0.018111552989209512,-0.030010429785775786,-0.010343274111178176,0.0081931651899741
PSLT014,-0.009497804759992085,0.0017710623644720885,0.008940967716339591,-0.01564719731462437,0.0008582664637649505,-0.010153314064421794,-0.00837740327326874,0.0038891201485679455,0.013818889543836265,0.03354624883481157,0.00549578488410936,-1.2297331933564268e-05,-0.004263994887871522,0.00710918027161399
PSLT015,-0.002820526098514339,0.0007319606488478932,-0.007763959440621168,-0.004478001037018622,-0.0007282779062820693,0.012333137424380258,0.0031424094031941275,-0.002988872867417723,-0.016487236532851963,0.01141526884120506,9.673562503034755e-05,0.007848865145576476,0.00795674237769178,0.003459104017722395
PSLT016,-0.007472440054113465,-0.004801266874680788,0.0010678773849764236,-0.009490725990094387,0.0025304877230235123,0.016544036401673717,0.0053366522178687256,0.013592732976839305,0.0017083838983478236,-0.00352561750143649,0.003753564550543005,0.0013065821658759247,0.0020289590370026604,0.006839962673523389
PSLT017,-0.004567511485648061,-0.0030465670742117123,-0.008842464236527018,-0.0035972123965306163,0.008226168077449197,-0.0026592758090432183,0.005897137214321535,0.007886495525796034,0.005991795849586224,-0.00013926405465565394,0.0021683693303702727,-0.004921907147302998,-0.0026990109092480687,0.002541637064241282
PSLT018,-0.0008283813747874318,-0.0065374635986277865,-0.022119238005610487,0.006355230651418353,0.024065393013313716,0.03640819240134304,-0.003975784979604525,0.023259517153121398,-0.013305579992146006,-0.017147848513968805,0.011732641315512183,0.01272216533879194,0.003586859522874761,0.02189329139555754
PSLT019,0.014402442964985445,-0.018604303717374347,-0.035997556399243694,-0.014693900550122844,0.006840193489353894,0.005400703843488187,0.0012914982165764166,-0.015601523912614903,-0.0256213094205047,0.017945193049859802,0.001900913340903845,0.004443915901705116,-0.006545695885088722,-0.006894615603456932
PSLT020,0.0026059766346284126,-0.003335982421685255,-0.017153941894787916,-0.015983343738514663,0.00808497239679818,-0.005293486309692513,0.0038121333443815104,-0.002913092466023702,-0.030400849621180746,0.02695240121224804,-0.0107296715485074,0.010896204128835754,-0.0004718411710438419,0.011657409498257262
PSLT023,-0.0060156376650330814,-0.005095904641910887,0.012237811424207419,0.004657492069171143,-0.004027077034220041,-0.006852386363862051,-0.0020103340666680907,-0.0009393423068394313,0.014479563552013297,0.024764579171559654,0.007422549039966137,0.008643400292131537,0.0005351036481179187,-0.004305956712120877
PSLT024,-0.007433741606988005,-0.014670688123221576,0.006734269789992545,-0.01534021148977982,-0.00515225317310472,-0.0025527971444595254,0.008038682433329104,0.015070745499368335,0.02587638061840021,-0.0012559069488035821,0.004338545713443708,0.02088300282559459,0.015569852123081237,0.0010562847805840555
PSLT025,-0.017126411776778202,0.014786083600570408,0.0014725178062027203,-0.017644595287379862,0.006543300502564262,-0.012192681465585928,0.01853228879063825,0.01883949248804841,0.016214783975176873,0.026831752611281706,-0.00846656528825229,0.011899777966343056,-0.00485839123873499,-0.005008661982976869
PSLT026,-0.0009722787092796783,0.03773565547203575,0.019057279774090642,0.01123660726965234,-0.002369235273851482,0.005084062504101407,-0.0012915580808366897,0.015864908986299303,0.00984263186372052,0.006827807943943112,-0.01502664421802637,0.018481070159396706,0.004584496381565091,0.010689012378020335
PSLT027,-0.005302354832747449,0.017811638684578076,0.010957134318866895,-0.006177621367242504,0.00035224674464580185,0.01541746684013129,0.0075264301559846754,-0.01784975844903878,0.004672451271024868,0.004002565239038684,-0.013735952312153823,-0.00416617685964459,0.02931345196977785,-0.03004264201262921
PSLT028,-0.0010298950908744385,0.014717143173963521,0.0058013288852433054,-0.004481190096969631,-0.0030250124202146874,0.012522143974819943,-0.0013906850625442343,-0.01587640005036351,0.003604461646279607,0.0011430969087447024,-0.01012539562379521,-0.006775512468090452,0.023012413293847258,-0.023618133486074902
PSLT029,-0.001114037966657316,0.010715087236621498,0.006494181804998211,-0.01389564960092715,0.0031087655101290947,0.012952592349691658,9.044982367288848e-05,-0.0158170256719347,0.004854613484463882,-0.0051105817639919,-0.008584770287656534,-0.0009498841021247898,0.015612283261832727,-0.026986219273706258
PSLT030,-0.002032215787502489,0.01294510309283836,0.008641373261472938,-0.011930420673788982,0.0018931701439227106,0.00983198558933549,0.0018330360853940895,-0.013166347381249695,-0.0003178126880116745,-0.00930468893048746,-0.008441521988023783,0.003353405690214371,0.016606568623866995,-0.02413721340277841
PSLT031,-0.007482967169802101,0.00882148599558299,0.01218150450538959,-0.011748668026390564,0.004286845796953227,0.012454488844483174,0.004962749842715993,-0.009974238974250002,-0.0035642418554491617,-0.0027117975300643953,-0.010136851035349316,0.002181347764865153,0.015119309121133235,-0.019030049394181042
PSLT032,-0.0032097113543474564,0.012642334973496936,0.007035739867845293,-0.012041755265709634,0.0027317874177113306,-0.005264508658240899,-0.001151479482530013,-0.015367376818445251,-0.01116977757070598,-0.011439095682187877,-0.010938975421775006,0.012807910948310424,0.006610882094171198,-0.01006007321563127
PSLT033,0.012763474431263955,0.0009900972727125412,0.0028183098971951673,-0.014477594153680577,0.007873387998770565,-0.0023222874340580652,0.008364081705687152,-0.0001219234050662263,0.0038400697827812146,-0.03530213252983354,-0.0046511971407841145,0.014453554578742846,0.004471189514858558,-0.01328160571310433
PSLT034,-0.008081943512858134,0.0003302092773028563,0.005310472575645846,-0.005289176688163501,-0.004511236673026372,-0.00847149892163097,0.020946098394519802,0.0010020865309721641,-0.002870774334833076,-0.009934206008077116,-0.010341083821266674,0.0035907587460614902,0.003034484999835609,0.0006246861190101208
PSLT035,0.0037039522187709483,-0.004894328567215086,0.007400802542521288,0.005792773616765462,-0.002363366542737436,0.00655764985552974,0.014542062031327374,-0.006929247539891408,-0.004927764130153188,0.027651261261716728,-0.006907589281475652,0.017753255585562403,0.015179883171786777,-0.007351706977723793
PSLT036,-0.005859831402057466,-0.01435118302711059,-0.011350166785002306,-0.02192988807453227,0.012414353742515673,0.010473365818313731,-0.005003080712329757,0.0029592441027612815,-0.029569390766064352,0.018370670698283603,-0.011202835901438137,-0.004581939341509878,0.006907979475065282,0.009809264109731881
PSLT037,0.003593331433803269,0.004495132279147655,-0.00938350794229713,-0.008070585468448783,0.0048622374315251795,-0.0115194290286048,-0.011156546594168048,-0.0007148225535269113,0.015483279199819367,0.010396887957852435,-0.00033704583818461363,-0.006602825052707155,-0.005773228326849391,-0.011958150058790194
PSLT038,0.0070262544165799875,-0.005900589980162182,-0.018428273826800408,-0.009355852225300467,0.0021389234218772758,-0.0014527791815505595,-0.00806557564808143,0.007515834718388258,-0.020131224352936614,0.004006452474281319,-0.0033696338742451853,-0.006684112966643654,-0.00792225844844265,-0.02408894981503223
PSLT039,0.004122986373493317,-0.001974739022780937,-0.011256574280238203,-0.008488060196438758,0.004176220164345471,-0.010587613906716942,0.0010242373844146003,0.010151103106504468,0.003983567851029604,0.010557149870474207,-0.00367851826547063,0.005273388732012195,0.00043225832222995234,-0.02298830862775535
PSLT040,0.002643102356743019,-0.007196289411071411,-0.003367777124511012,-0.009836812745284388,-0.0069204837546671585,-0.013702285070509124,0.0012998193792366694,0.026413742946966065,0.010696153767305365,0.005209759712246326,-0.001849231474565607,-0.009101180829744994,-0.006010592736584482,-0.011173628603461492
PSLT041,0.00039292955995868704,-0.008703185565040373,-0.006059388644132977,-0.008916278813047306,-0.0007630131362210322,-0.009767025663978017,0.006126405898808514,-0.00696280121858051,-0.029987928310197417,0.01891966110746489,-0.00606524525374694,-0.0025923609222079846,-0.013255505999286672,-0.01936002628016424
PSLT042,-0.012822861580747486,-0.00780503642618022,-0.005654857992585706,0.002562481638026434,-0.0024832350518684304,-0.020889328503907,-0.0070883625573598015,0.00520542548951032,0.005728608046114441,0.002245089855361286,0.0004995029688684146,0.002889714329148074,-0.010849605902060104,-0.0036372552646826805
PSLT043,0.0022555631702878016,0.0014276367002064205,0.030773133211939918,-0.015157950691137304,0.0039804987964222535,0.009374314985312477,0.014410532294985633,-0.0018529393065789695,-0.00949771973546056,-0.004021448020333223,0.00458767031381628,0.011141772068594959,0.013775013797845126,-0.017672509053638347
PSLT044,0.004241560401969825,0.00012642305259026417,0.022475348637484793,-0.02007601847104055,0.004330985152042,0.0022003856675227324,0.01230169269563775,-0.01008661629099806,-0.0004991867897872185,-0.002874009808547312,0.0008157861020394337,0.011815990574948398,0.0104449608807933,-0.021223557920117445
PSLT045,0.001313551194428629,0.001669204292445716,0.018668507717208203,-0.015588969622354128,0.0033165922661684004,0.0002839057596757829,0.0018347377595602898,-0.01262888894814931,-0.009931778988473087,-0.0019404298118900166,-0.0015007575707549697,0.0052234649445620195,0.009884467171547914,-0.013132222464005108
PSLT046,0.0049614150152681195,0.010703334759755956,-0.01613789263884275,-0.013465437459840463,-0.0018498287921970254,-0.007515375297780834,-0.0010935703632330524,-0.017057763029400628,0.02368238556959574,-4.881222626673532e-05,0.0022588319380063026,-0.006722890699855139,0.023233304802052084,-0.024053112238428473
PSLT047,-0.008805509705997671,-0.0049425035183337206,0.02226714906658312,-0.016577471800786763,0.00021135973989719816,-0.015733214193693057,0.00644310132119719,0.003389379347510752,0.0019540045254800064,0.01444692272650593,-0.012438328959960294,-0.0016886493032058348,0.006308240926985872,-0.0006215190061235852
PSLT048,0.021992210005291342,0.021832915210564886,0.020853902731450106,-0.01279665424897929,0.00790319489641022,-0.023702435863332334,-0.00386645463872908,-0.0017760371790377114,-0.010435627253868087,0.00036059186402827834,-0.008365330329318937,-0.009041436108636523,0.023737215478884487,-0.010568381389006246
PSLT049,0.027824933840842267,0.020230898311586056,0.02626010904380466,-0.020055083134709262,0.013468403128844937,-0.011586067977727458,0.0028330421893595563,-0.0013895567586835697,-0.008931507823034045,-0.003697342188800613,-0.005284846450118222,-0.004619289930530214,0.01818602598757912,-0.019603895374071575
PSLT050,-0.021037218809134207,-0.004553257676140449,-0.00932096000637072,-0.010620667758110191,0.004713938970952762,-0.017966115262529753,-0.015540478383619936,-0.003539973170436532,0.010728059080094514,0.025478379066226922,-0.0075013897398197435,-0.005892513238453324,0.005650716775741467,-0.01047102045589228
PSLT051,0.003257206794896922,-0.0030354061298591478,0.010204480305125121,0.00700131191037849,-0.004018599018102843,-0.0054272233133478565,-0.005444480073333021,-0.0048594876959922075,-0.014926370933842465,0.01285779011346115,-0.0032822121644518905,0.006319797050628661,0.00902901791599476,0.0025545511791543727
PSLT052,0.006506048401994164,-0.0016246333519147435,0.01754981279239902,0.001198745917745432,-0.00789026865271263,-0.015749118486984737,-0.007342246770157398,-0.010225612747956563,0.010650129174908807,0.01860203151204969,-0.007673318210770791,-0.00933829621540656,0.0014981450258968177,-0.009958821463116784
PSLT053,-0.0009438138766930863,0.004830211540820121,0.01908395260920285,0.0038099024483952536,-0.0068125678410494266,-0.005024946910175926,-0.004424893552745314,-0.010290294999186425,0.009933143960486855,0.021072716090124528,-0.006612495474201848,-0.009669044786705609,0.012211539078389502,-0.018148949218873726
PSLT054,-0.00015311117318351404,-0.002164034274978072,-0.002827376341050096,-0.016115430129910558,0.0030987021653389748,0.021040302220290966,0.015583453777860095,0.001441476734992238,0.006599342297374633,-0.006383146188212392,0.008350319380792106,0.0009117624964678908,0.004576438459629486,-0.00667292521301417
PSLT055,-0.0008027763626448028,0.0023329369166917063,-0.0052625938449248144,-0.0026062563129674705,-0.0019803657501060975,0.020203135282891038,0.005589871577829585,0.004495763531804881,0.007172885824097924,-0.008952208993438777,0.0058581053984843355,0.004300830189030747,0.014979452815681608,-0.002782275725548235
PSLT056,0.004917321167151134,-0.004949321343554208,-0.03149473090192572,-0.010114273375282796,-0.005941866699424289,-0.0009518041707344971,0.01159809847545345,0.0006938748862270829,-0.0003822339961904027,0.0047964467427831,-0.008432712913134355,0.01112887276716602,-0.0011078449643411497,-0.00925998054533927
PSLT057,-0.012771465069386907,0.0034234341170907706,0.0023283007077962163,-0.002227896343830407,0.001213597134428351,-5.182508017520534e-05,0.00010642986013041881,0.001370959753044703,-0.02381067555227935,-0.014719256167522296,-0.009556092013320977,-0.002366261000920474,0.0008797864895003422,-0.0028051546047772745
PSLT059,-0.005283115605565403,0.00350563523293316,-0.011749819995321893,0.007217753136918034,-0.009131874141331278,0.003896611306333454,0.007646381728652904,-0.0057065645082770835,0.0024449392254020045,-0.00014806987468869378,-0.00409678788177492,-0.004397752476031063,0.00023473255900101242,0.010374841798557325
PSLT060,0.003939385767762634,-0.002325573723612707,-0.023569957063758307,-0.016719435470181537,0.0045767350279342246,0.013720869409505575,0.02975534770563861,-0.0004738382816319208,0.0147588753714587,-0.015245636352493491,-0.006211280549355383,0.004674879621659518,0.00433076381869987,-0.013160951019688767
PSLT061,0.0030670414296478086,0.009630559964135392,-0.0061701348605238395,0.01279822745915052,0.000367963142444763,0.026243435849509195,0.01934460310991547,0.022839833838070554,0.009235578651643149,-0.0237748683575228,0.0021669876802559184,0.00714315577854147,0.009232735604154791,0.014894805106057531
PSLT062,-0.010506801294570167,0.013014023223199288,-0.002451291663662391,0.01687188116755783,-0.0066132258457206996,-0.028100774308435716,0.005479203943534965,-0.014789589897705673,-0.024294424798437023,0.011652848885816186,-0.003385981132557899,-0.008449763493285335,0.007931938897016343,0.0018039120037725382
PSLT063,0.0017235231070895978,0.013673241978974153,-0.005148760885962324,-0.0028832838478108093,0.005207918301274393,-0.004625249539966325,0.021664194839195426,-0.007492560274914455,0.013971402351955112,0.008636599248848433,-0.007758066718918526,-0.01482608474467634,0.016809362979581105,-0.020926208315750247
PSLT064,-0.008703579300898455,-0.00686319337985917,-0.004281099085889117,-0.022258690403573103,-0.0032220791485615924,-0.0004452030106533148,0.0071052611544571,-0.0017149291233095761,-0.025999861940297988,0.017037100314352537,-0.006024944736026601,0.0025516493618926877,0.00464570384970371,0.0007469574542483846
PSLT066,0.004028997797963215,0.0033589481193989352,-0.0002462271623151305,-0.004382600779284546,-0.007085906854859545,0.007307225498464137,0.042566318006488954,0.0005902803688677312,-0.0007003601492579725,-0.006261640331647328,-0.006969381186404802,-0.00632203472958303,0.0021135408185848424,0.004224353262701269
PSLT067,0.029916085804384963,-0.021979534352432998,-0.0264942846642126,0.003999758074306021,-0.013851913440741118,0.01980197041630463,0.03327294605249596,0.0036769594167415163,0.0063107397642769405,-0.0006332854180637802,-0.01667069471727125,0.018237267702704025,0.026431217308036957,0.018539316261854902
PSLT068,-0.004531789311751394,0.001638471898878972,0.006362972170666085,-0.004082384520122851,0.004457628278059383,0.006060830629049404,0.013874821970791474,-0.0002790237490363167,-0.00043094952832137316,-0.0036395622458797483,-0.008151505038314438,-0.014331272042096251,0.005589309847992436,-0.001136057494603756
PSLT069,0.019161953381743372,-0.01761182886594423,0.013208904034977592,-0.016093611078544633,0.0011899583501349604,0.0031046657604011842,0.014519931279099403,0.00959432785232216,0.012933693218737155,-0.007498540858575935,-0.002517704072265925,-0.005034821995497184,0.006430442257523547,0.0047388058785900215
PSLT070,0.006839029921406109,-0.0190689336161937,0.0146015253405991,-0.028546274676170432,0.0070987230198065136,0.00046954811730140115,0.006318155174332601,0.0046793735341628334,-0.013621582271563655,-0.01140533102805271,-0.0032196155645841866,0.000695747102950477,0.0023085369127201073,-0.0026896946848312554
PSLT072,-0.006264912549707538,-0.008126548118889791,0.0010957039253002567,-0.012892552691427068,0.004038164982736743,-0.01343326058226641,-0.005067139988256804,-0.013730881679117258,0.007039311908995134,0.01324533152437618,0.003859640801266675,0.011925977595366852,-0.00494655730868926,0.0051655836532252895
PSLT073,-0.0020589690445847065,0.01378502369570156,-0.002554361649441294,-0.021205315930886277,0.02097815030634288,-0.035890271453272476,-0.019626138237502148,-0.02925347400026363,-0.002508850359527847,0.017369261674924204,-0.014821505855473795,0.0020732644111717915,-0.00034034006045966013,-0.0009375864975668536
PSLT075,-0.019761290545393696,0.01030457180268314,0.004332300761438674,-0.015408562250933355,0.007641971500872983,-0.02059036210728328,-0.017768676450173052,0.007310099672863364,-0.0061122856518737835,0.022256552038574434,-0.013765947855887216,0.008182035997725396,0.0010476108000301606,0.014071156050434786
PSLT076,0.013843964105174205,0.008673357290574883,-0.0009449042415611858,-0.03323552364478932,0.01731513922650403,0.05758230193565904,-0.01898735960794191,-0.003299081856066656,0.013379079245407455,-0.002528164962325378,-0.01647069314379841,0.0024235467486199195,0.0024195753077434186,0.01830907975908608
PSLT077,0.014067966241274932,0.013989935660270457,-0.007931807772432126,-0.024039180882779485,0.0036256831376981088,0.04513978418385533,-0.013782611688819552,-0.0036388070596285716,-0.006948422141937095,-0.03802362517570757,-0.0041812650963584976,0.010537149986452339,-0.0025608034189791096,-0.00052437440679789
PSLT078,0.006408659010079214,0.01681150274597344,-0.008228089964645522,-0.012863885147822485,0.010406020851357643,0.0320637830834771,-0.01445145192248327,0.004882780798822288,0.034429450149608985,-0.022676467892683932,-0.004523422077843902,0.02279951670344274,-0.0008448331842946971,-0.023173139099265258
PSLT079,-0.007073803069685952,0.011379478151869874,-0.005355626879515576,-0.012536553214170935,0.00842681965857022,0.039789913059141584,-0.006672904951447007,0.00409352085503397,0.01771900210962017,-0.016919158984013558,0.0025002219659131914,0.0037905843183307438,0.0014467989096059574,-0.013300076753897105
PSLT080,-0.007936114736616342,-0.009152218515551407,0.0017452096957297184,-0.01372025166087595,0.0006228809378670629,0.03736296740804977,-0.017076718745127287,0.00651182843346469,-0.027632891310456306,-0.019059148100067026,-0.002505563770252096,-0.0024168067548336475,0.004172575838908194,0.014614285992691238
PSLT081,-0.010000522936841765,0.004288833204033116,0.0007710112950759147,-0.015052502153633178,0.006247748753151456,0.04136992719156199,0.0005518935103207814,0.00896821159422107,0.021266479966898153,-0.01145938037177014,-0.005888101479561446,-0.006415362128669547,0.0033981444973118363,0.001439919942094083
PSLT082,-0.01466241403967083,0.012036751302216708,0.005453588176385362,0.004879916855006916,0.010873991880340394,0.019618243550752316,-0.012315842852222186,0.019412234265780343,-0.005771382937493966,0.0004890907168221086,-0.0017455725025393768,-0.007162083215819395,0.003317637660953358,0.013016327741049612
PSLT083,-0.015557171421456552,0.013218429021268532,-0.0017670941895836943,0.012220852865627345,0.0029171507471399483,0.01363638451015333,-0.014241843676226324,0.0050101441446625495,-0.010510548673770133,-0.004958467319359356,-0.0030463814464637873,0.0068112886162489976,0.014670281807361978,-0.01351099183117381
PSLT084,-0.01425194896046031,0.014595758028156859,0.009769224241409104,-0.0010667164505808902,-0.0005941141001034856,0.008070647219520615,-0.015565442998916223,0.00019674921268982094,-0.012094881887002164,-0.004482531280505601,-0.0015543585278236685,-0.0014285940814766382,0.013395465655586268,0.0129353414335779
PSLT085,-0.024043366172921115,0.015434592723537881,-0.004362787944828687,-0.004590632142008949,0.009109181908904555,0.011616913664756501,-0.0015918700940759207,0.01654075975475044,0.025791255844483617,-0.02786199289432412,-0.0005319940454305967,0.003904223443603726,-0.0019033568005151602,-0.00858746229242751
PSLT087,-0.021536053470929854,0.01703207484276289,-0.019827402424791935,-0.015319364072805985,0.010070879586872312,0.0129127315841704,-0.007814417713534201,-0.003977356126030991,0.007195290575254342,-0.010812785881157094,-0.00603258370948781,0.015392592069568589,-0.005032075087769856,0.0018910466326134956
PSLT088,-0.005328440771620075,0.008702557231073427,-0.004473034120153751,-0.012469657969761423,0.001867238128001176,-0.000845381828705091,0.015100681547895069,0.0034493919360121606,0.0005262137878020636,0.006298151865511205,-0.0022876840012581857,-0.00198161823288632,-0.0013729100507691605,-0.0006277520414296175
PSLT089,-0.009134057831133802,0.005544436873372765,-0.006006114711971288,-0.0047358306426887415,0.0031039129785251753,0.009366186896649052,0.00761325853765638,0.01656143111481298,-0.005374156225009194,0.0012989438500744979,-0.009849650035129356,0.0005684039859130815,-0.002625444864753714,0.004013944764743446
PSLT091,-0.01146842026826268,0.004087181332806379,0.004524275168426762,-0.021642751938386752,-0.0015237652885015391,0.011450398916238532,0.010495758477879391,-0.007708381582234487,-0.050299450650254734,-0.018133333112512473,-0.0011172630257953737,-0.013398552263354464,-0.0005706167456496875,-0.017744587742225426
PSLT092,-0.006318058372111012,0.0022816531245882167,0.0015329034819920036,-0.017674297137070045,0.0014102748277166311,0.012781325851258692,0.004161394474741484,0.007312723159523432,-0.008334033975065649,-0.01532404985030237,-0.0031983809530737512,0.0021042272708743383,0.004608374757050718,-0.0013348776812602654
PSLT093,-0.000928649359541011,0.004301228825635617,0.005558752909245555,-0.011367536588955153,0.002051327200158015,0.028020468310375114,0.007396343081926438,-0.005357628273677846,-0.00964541065167857,-0.013054743171649268,-0.002843082304795061,0.002275468725668951,0.0044374761110139915,0.005005830265507649
PSLT094,-0.008672287546936329,0.004907179075284069,0.0019712211788868146,-0.012314747995098827,0.0028800928928207764,0.008287482583191948,-0.0041738667454199905,0.0038944929319845905,0.012101243977491294,0.0009740356227787871,0.0005556594377782086,-0.00802570469142961,0.007407728650482679,-0.006769533892327661
PSLT095,-0.008260538249970336,-0.0012540227956675046,0.0030542733769408524,-0.015498525668545678,0.0010261528308267557,0.015433808629637941,-0.00030183573111779735,-0.0045454135733453286,0.003939703833354471,-0.01142751742657696,0.0006882414960405621,0.0033469177497495615,0.010113801978418274,-0.005736450833060831
PSLT096,-0.009592952722515336,0.00911381116486682,0.0020853992431616787,-0.00299300248748377,0.0012838620821870878,0.01006101167219397,-0.0034164095307918562,-0.027303702785988773,-0.0065733867529555075,0.014397781800087004,0.0032689169915155114,-0.0011110068832359211,0.00562030508810015,-0.021055813735922163
PSLT097,-0.009339747702547396,0.00894874054368068,0.001181819124801469,-0.005078488521664565,0.0025518273961311223,0.00031922591509550644,-0.010251641234684887,-0.006477452779146043,0.0066791496267554805,0.001229014731081098,0.0050420329988922034,0.015025476943069296,0.0004204329613240182,-0.0030970022911061394
PSLT098,-0.0005094324756233893,-0.01438291710015782,0.0030926468499707553,-0.02443144737088286,0.008904108127236387,0.028527105194033474,-0.008008653240201787,-0.008515624338321544,-0.054263166114319035,-0.019189188752888522,0.0034573025431985883,0.009689918878636931,-0.003765979510287799,0.007762649187520344
PSLT099,-0.007138629475864764,0.004108360196781739,0.0058423252161027926,-0.01240971774359135,0.008242895359383762,0.012706968276858266,-0.004638702639675777,0.0038230663185126403,0.017284930617253124,-0.012622472462421755,0.004207466363860332,-0.0027473794150920687,0.004269641308116504,-0.00955267221324445
PSLT100,-0.009314689416272455,-5.561408495618113e-06,-0.0008230994494931332,-0.010623077421862954,0.0034198036797873027,0.01235068583415448,0.0002983482369354328,-0.011367893400729379,-0.0006034829703399219,-0.008973987143446245,0.0026270464838828015,0.005429653667364632,0.0026721372089276874,-0.01454628567280927
PSLT101,-0.005959259811266685,-0.0056748476416885575,0.004054159127615169,-0.017302273432316176,0.0126643025155347,0.0004986787205086227,-0.011350383958965815,-0.0057162695460080005,-0.0022384318411353917,0.006472228124883782,0.0017286581157368067,0.007053580635253294,0.002390520438138746,0.001050126766627988
PSLT102,-0.010538787695960799,0.001971624090159751,0.01658630982107742,-0.02419185833091408,0.010172642417917974,0.026293395605764724,-0.01777149584044139,-0.025137252003449198,0.020097522799921684,0.022744974553672238,-0.005202640145073603,0.004913796156341239,0.0299253776104014,0.005438056008327931
PSLT103,-0.013502543731507454,0.010540852432572967,0.016836265882535385,-0.015891004639219875,0.006794203507128772,0.0009114519066067793,-0.02912157512039645,-0.008890451328904751,0.018642219552130773,0.0036694147450898355,-0.00415565684117669,0.006514077850774002,0.019791117542205913,-0.0038325900462016795
PSLT104,-0.01382389247158377,0.00022615264103817155,0.02383009657183014,-0.031015526226785436,0.009006265580687962,0.0012530508529159782,0.011711741356201111,-0.008523485900076535,0.012386901327632798,-0.00039987961172142776,-0.0026035090881083743,0.008302824712638289,-0.003974067865781171,0.01186798096748735
PSLT105,-0.0024757009796238984,-0.002487472261070515,0.03747816750431594,-0.024295157154585925,-0.004429359320225747,0.003915372481486693,0.02313536861740498,-0.005126285695874016,-0.001489031624583463,-0.007434159708543533,0.0010501240613370161,0.0008860294648407335,0.0054171217312545565,0.00953443743900688
