Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
STM14_5526,0.00586444146030973,-0.003148505722004995,-0.007920076066727247,-0.0010958887872466931,0.0042830070966266304,0.00022638716898001204,-0.005104539105259119,-0.0003035430983709849,-0.006543669977161394,-0.0021099474575681947,0.003775336523822986,0.00632665932739585,0.020433705714721175,0.001084934671076021,-0.007688676369443297,0.002776971472202957,0.013426861947076209,0.006226252490277059,-0.012153883163144545,0.01622330324993115
STM14_5527,0.006686856765624702,-0.002998692589992245,-0.008728372291377011,0.005107467736311152,0.00754222575299071,0.004777660603014124,0.0037414364441898354,-0.01688615741900798,0.0009607365096239899,0.003927576301473151,0.0006190096858612477,0.00369681127120641,-0.00013835184486912737,-0.006823534725173268,0.003926086115697322,-0.0028069920955539128,-0.008785419384899835,-0.0021254800025569485,-0.008262265300036816,0.005318201296879557
STM14_5528,0.03675660847540202,0.008266470462681013,-0.004125434197473495,0.010008207174754903,-0.009976814322424114,-0.0005353452892904964,-0.01223196330703068,0.013885789663375421,0.007154979602951251,-0.009968255329659724,-0.009975217121733094,0.010824698681291935,-0.0037977814322325294,-0.00520076196135483,0.0011886773239722537,0.0009038652695707018,0.015441980145635617,-0.0031139508014774273,-0.0032566916302780445,0.034546975124485034
STM14_5529,0.00440969667787654,-0.005724801136433569,0.0013087262201161316,0.012221297533685343,-0.015593243102755006,-0.006712312760080058,-0.016723138343057324,0.013509540853813402,-0.0017096432139105749,-0.005664084609015216,-0.0024904365506692593,-0.0006758598437468834,0.0044963069006041054,-0.014148108250597353,-0.0011770069538819018,-0.0199481595695868,0.003961869322622379,0.0020014334851237926,-0.009271886286494455,0.0202377357597851
STM14_5530,0.018719352946817834,0.007112199683239708,0.004474169727354848,0.005009994969546234,-0.0160323943202259,-0.006519565988385322,-0.010036193611661855,-0.008371262722779818,0.0030656417550900413,-0.012544357558685671,0.0022975146259272784,0.004358198391664593,-0.0038069728846901116,-0.016432686314210868,0.004203576517409308,-0.01864267610726993,0.013915178462288604,-0.01733647175440743,0.0040058934881236265,0.015058282610237518
STM14_5531,0.005419350654128299,0.007083621387102108,0.0026398648521222478,0.014318991777090775,-0.0017127413245402465,0.010768903220122734,-0.013833592242982912,-0.012452597809690888,0.0031390645404079957,0.008256548631827622,-0.0015823754919753032,0.0077898729195089765,0.009009928039022489,-0.015414129388544457,0.001992172665382615,-0.01061563034925643,0.007206175611878653,-0.014186256191099644,-0.00044226378116823695,-0.007743949899002056
STM14_5532,0.00026962826910044245,-0.0027920454618994765,0.0009297611598317597,0.006387692602155702,0.0009772821902933346,-0.006402539703768589,-0.003486551983123958,0.0006602450871834108,-0.002006470894685522,-0.00905626882651913,-0.008201985070658268,-0.014178605898161055,0.00311091046168128,-0.003564377474381865,-0.012052820605731119,0.00015910698403368863,-0.0062283752405523285,-0.005249656493822458,-0.0036654760957350874,0.0007866623435106118
STM14_5533,0.005560372122283393,0.004836481975631648,-0.005890773820233841,0.006937098509254962,0.002135055392498589,-0.005777016246783652,0.0022362386699747864,-0.01254900898310852,-0.007274981671286367,0.005938094802621488,-0.003961661349687957,-0.010920965383833303,-0.0016378375302071408,-0.008358578414270299,-0.00112900341888344,-0.005500261741772014,0.010863655342384008,-0.011762840366113763,-0.008676339799387365,-0.008023675708844805
STM14_5534,-0.011407176249769044,-0.0038629678510042043,-0.026290718233614868,0.02085779791382883,0.0159108628135839,-0.00947028603585823,-0.018434618743522174,-0.02225929893508559,-0.009658517407877636,0.006177011939071234,-0.006169313901839126,-0.02438657553178046,0.01091315798060861,-0.012759357894048227,-0.011281733103417537,0.01065965524594643,-0.018116058965344763,0.022555786044196516,-0.007091820369942925,0.005133070677684058
STM14_5535,-0.014336812833761474,0.005906634110042727,0.010308080397754405,0.033293984656324965,0.011319300394607415,-0.00869295414282855,-0.0003828272207557124,-0.010268601071785876,-0.005506458305780434,-0.0022036661904387277,0.0008957205851549642,-0.008502473457398407,0.014612623267222803,-0.003353251852586967,-0.001287936929241716,0.0056034635546985505,-0.01358482420489854,-0.006922285626798388,-0.002354552921773282,-0.01602029687063401
STM14_5536,-0.01601676386375236,0.013660684908203538,0.017638343099177004,0.03830866938112445,0.005297860006377682,-0.006136558538949082,-0.0013170937641405862,-0.016875841682713423,-0.0024898261374430783,0.007469982034319458,0.004857729445612125,-0.009432293625145858,0.017187244506627914,-0.009630318627834318,0.011643398967655528,0.005621807629207965,-0.013786964447390469,-0.0059807396710944505,-0.004151687032776405,-0.018896359998672594
STM14_5537,-0.005077300942984474,0.01952688512759073,0.016781745608211066,0.0426613921757091,0.0034710624213062555,0.0025193176742697933,-0.006965703948244473,-0.008359705137921737,-0.0015045835589262437,0.005956027772597434,-0.0035982117812143146,-0.003520206108988965,0.004011229907126985,-0.006762806046202051,0.005936973354023786,0.0025048215341517033,-0.014977160131987447,-0.011716112317148253,-0.004450943614361553,-0.0299851966012965
STM14_5538,-0.00444697792612704,0.021614543475552653,0.028245772790647442,0.04451324152739817,0.0017977145729305265,0.0037540895148606606,-0.0038453141635402884,-0.0035947552971186676,-0.0014311159749042673,0.002254196141631313,-0.009677577928292743,-0.0014738569077191342,-0.0014668911236459714,-0.004095727549286967,-0.003999764480160687,0.01129144107882626,-0.026015507042028294,-0.0010532576203209972,-0.0022198134494824085,-0.02521688586315921
STM14_5539,0.02111915414226546,0.0011409957205228596,0.00015333117958407527,0.02110090155803355,-0.0012511037555566877,0.0015710283170036205,-0.01545769404703541,-0.003708026447283477,-0.003466287607718719,0.005501066821315205,-0.016209240824922606,-0.0032073696900444927,-0.0005617474404347073,0.003978049524793372,-0.0036451438614210387,-0.003939938207703951,0.02097723759252787,0.012540715134806167,-0.000714938188581653,-0.028200989871954078
STM14_5540,-0.005479924189203701,-0.008593508994703233,-0.0002086117222487183,0.005453829221415276,0.002454587045481753,-0.0018239570490921136,-0.0177132922211093,-0.017426913287125704,-0.006910103219255665,0.006178694927312008,-0.009775111062069316,-0.008892639132112266,-0.010421591975480225,0.0010680231326825377,-0.002483262737440397,-0.0031867720617020563,0.013007586450291963,-0.003700848705472567,-0.0023817272603419374,-0.015902716549611423
STM14_5541,-0.008532101779332387,-0.0044136386739139525,0.001469816832705087,-0.000471697189672239,0.0007910217864029003,-0.002909122508458809,-0.006511193438273554,-0.008867198555112685,-0.0066484787792068815,0.005777007626158415,-0.0038448114972954735,-0.014906771312809604,-0.0014743552712774676,0.001180584805311932,-0.0044525671503636835,0.005339981627358717,-0.004550406809223286,-0.011457573518894761,-0.005880049581077077,-0.0028122332520253454
STM14_5542,-0.019929322161403085,0.000601387417350709,0.0020723718500043013,-0.0009385371011130654,0.002469114770341506,-0.0027785773136280545,-0.00902218432751681,-0.0032069362890782046,-0.0037495752429432534,0.004396608207496821,-0.0036698127818393295,-0.012487852069000884,0.0006466443551155298,-0.0015499699857897578,-0.003517752452276071,0.0003005915967805079,0.005587203972455416,-0.015039798738156055,-0.004621662256043865,-0.0081318311770115
STM14_5543,-0.03189692537761639,-0.033013665650288584,-0.004440004228728083,0.006900939339467932,0.013864000722119433,-0.011757659715213628,-0.02319056967303263,0.012156999805552245,-0.008891272848724895,-0.018872535241441783,-0.00021729305701705223,-0.025057955894376618,0.0029149712605285034,-0.007181981467677432,0.012271062514684435,0.0004277509115305822,-0.013961759335843362,0.04300240800575636,-0.001507605808407495,-0.003505628788180716
STM14_5544,-0.024176502198869146,-0.0018564556064138956,0.01989286725055825,0.013359655808322159,0.010973299321594356,-0.006984326779956235,-0.014533236484645396,0.0034978676217511414,0.004786553104067461,-0.010766457598685554,-0.005571111710861828,-0.020670955715384517,0.012728430341215206,-0.0063632758651227415,-0.0007805904288115778,-0.0014724574846593419,-0.013973466049042508,-0.019631640097259675,0.00021068152370456967,-0.005917294269661487
