Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
STMMW_00001,-0.01077593071364556,-0.008765979289854908,-0.015676144368432687,0.012077042961317286,0.0031192855238645397,0.010932890523755423,0.012374189885829027,-0.004839459647922239,0.007531971621258041,-0.013595071651611276,0.003541473647120876,-0.037195938293671627,0.01290988258316916,0.0024122394847906287,-0.017911154607508462,-0.012313801798670938,-0.008511960786585702,0.0028264473796526324,0.027452116868248996,-0.012662673049268687,0.03318262853230871,-0.00577092082674427,0.010383138368409213,0.004228955233080201,-0.0158617646725752
STMMW_00011,-0.011225947183906236,-0.014664319191950709,0.009681298282604864,0.04559688395223321,-0.016668072336534064,-0.010627217177702729,-0.006508003069220163,-0.005163872080804681,-0.00871836762652263,0.004015336324604028,-0.018649390900074992,-0.0071057764157221774,-0.004668391158702615,-0.002626199025503624,0.0073689932235922375,-0.006826468332201188,0.013504911288919506,0.004192695434472956,-0.01153534876724364,-0.03165252868476432,0.06513833332058913,-0.001888373293102802,-0.0035789988601763446,0.002369290283625877,-0.011330805999890803
STMMW_00021,-0.01218038756108629,-0.013000092686900278,0.003313612786333948,0.02398836372651566,-0.003761285066173301,-0.004369646207015639,-0.0038453576599309313,0.005222577784644721,-0.005561668058410968,0.001481590479022787,-0.013491505795851462,-0.009346294864844442,0.002012193809732736,-0.041565058104961104,0.01661191982750032,-0.0025086523090371315,0.01571666924296153,0.00504730016199167,0.002134638784535261,-0.016791121040674206,0.04100246510198896,-0.006344828839830907,-0.0016291138454060216,-0.000546825413151642,-0.034359086820521134
STMMW_00031,-0.015592187952694871,-0.0060311192831438605,0.006880120589976886,0.027626114571929854,-0.010553322386644151,0.0021660562590397007,-0.00475967500917086,-0.008143097620472169,-0.012770909792278455,0.007610122179756652,-0.014273216730828571,-0.0009698391795947253,0.004351056122396353,-0.0011455439373487754,0.01476213367107938,-0.0038894788416332727,0.01322147390436908,0.008289085788704331,-0.019094086107224788,0.0024377347514774913,0.04083082671981211,-0.007036218475512446,0.003895123845162688,-0.007814135403859605,-0.031704446876736646
STMMW_00041,-0.0030328266414679193,0.044299773237749286,-0.0019692356426599007,-0.005095548231527198,-0.0037918764322210467,-0.0015225522496531494,0.001582246888923707,0.005281786416388224,-0.0009629364177347869,0.004917523923686315,0.0024788742965061593,-0.01655812175939614,-0.008624768065210264,-0.017643882414024613,0.0029261872929182997,0.017191677414483176,-0.0005794136963846345,-0.024957085035369423,-0.003929068787432411,-0.006699782866081873,-0.0038818183752823534,-0.0058872481598669915,-0.004618798404614115,-0.002606658323864065,-0.011220547184494925
STMMW_00051,0.0011795966554603045,0.01902112066952343,0.002831965866942817,0.004021938813259803,0.008201223324645249,0.004128898128528197,-0.00715979152419566,-0.0054648276486143794,-0.01604880436953066,-0.002382422028434956,-0.010608498249155164,-0.01548547314313685,3.547423625370495e-06,0.005681976272864772,0.019764576371695805,0.012230743913176112,-0.0012811548118428148,0.006844017219270259,-0.022882001018334246,-0.018029274737135535,-0.018277468576594128,-0.018834425068999298,-0.0007785795005029032,-0.005206665192637501,0.011050984927829879
STMMW_00061,-0.008992196365070915,0.0044109662723517415,-0.009026768372170734,0.0035555740469810906,-0.007306266328793034,0.010099860196319872,-0.0027208715227572838,-6.0874818719495974e-05,0.007086985381635215,0.004562287703558289,0.005774963093427311,0.0030314846029194744,0.003145696136111598,-0.0016358906263308542,-0.005937169234714822,-0.008177624833310236,-0.0014859419708105875,-0.0076288127726446,-0.023099154427968293,0.0034347352937990927,-0.006170102271035975,-0.0026583500261142083,0.007579993589892359,0.006731471656392951,0.01055935278227617
STMMW_00071,0.006180037618353805,0.025574807932776666,-0.0017529252530280818,0.012672075359700495,-0.00480222937076595,-0.0019480708084974277,-0.018615062856545166,0.003416451649962676,-0.0027332732165326256,0.00029823719680459527,0.0015645675021001483,-0.005797014688354527,0.0026778883379705324,0.027765027476053493,-0.003973567486024083,-0.001185568756910982,-0.0009006315183433136,0.015821840074716462,-0.008997098750174036,0.005811705765918529,-0.02049097910867526,-0.008032380620013135,-0.009882270011242476,-0.02130465806061115,0.00170301686453539
STMMW_00081,0.05024163043212103,0.017099664285836296,-0.015403407338010641,0.04618597347243819,0.003788519636639584,-0.012142260353198603,-0.016954671503184075,0.009672079182657866,-0.017866997373101615,-0.015827955323368222,-0.001982569755248459,0.004811336320785137,-0.018109127686715968,-0.02540345297395032,0.00825072136430397,-0.0073525537110404994,0.010652108937960963,-0.026183519264918447,-0.0023247235864536846,-0.01978544453174337,-0.011810288554779638,-0.017642567858456453,-0.01968006916488589,-0.006751662262681258,0.019631523819169765
STMMW_00091,0.0032121782803250635,0.0006686381529506091,0.017722519287987678,0.013178083214578069,0.0008406502476941501,-0.013685144981306746,0.0046652307761894645,-0.01398176937327142,0.015388744384409089,-0.017567802616806412,-0.006166084678636323,0.00792824089247732,0.009403470068097752,0.0031295258541451675,0.0009504843581557134,0.014581343638984992,-0.013847330356313364,0.02842933028233517,-0.007655478842900094,-0.016695126256940224,-0.008000619174078485,-0.009205158563965959,0.00785177331990355,-0.0029076478478728867,-0.012059300649455854
