Geneid,0,1,2,3,4,5,6,7,8,9
STMMW_00001,0.029751930170366984,0.00737937161832735,0.02213505486142326,-0.008721315152022163,0.02956378778037032,0.013354109938809432,0.0016967157736580871,-0.009936657461782579,-0.014365454437443635,0.008281879599656433
STMMW_00011,-0.007241755035894982,0.0009988463222526409,0.04694913011000883,-0.0040340397941303835,-0.005132231853998287,0.008264315303379696,0.0024186454470666936,-0.000636179449539319,0.020603157168606348,-0.009597430610069277
STMMW_00021,-0.023845009235642624,-0.0019337403859674845,0.02820689616632136,-0.008116582001343874,0.004456467644481518,0.007413282041835358,-0.00020470912555545568,-0.00418689962270076,0.018337761429061385,0.005857925487597326
STMMW_00031,-0.02556409817407547,0.003677382725429872,0.034079217428715794,-0.007536598594304873,-0.012598342107223348,-0.002348776199430195,0.007819972780886593,-0.004786639535150535,0.01990651056936545,0.0031304787752219456
STMMW_00041,0.0025878263437243304,0.0011550966377451989,-0.002023592831721854,8.89527645582819e-05,0.0019683826161402264,-0.028731757504613643,-0.023144830733269492,0.000899253206614447,0.01949075279064116,0.0016812459493070835
STMMW_00051,-0.010764790214687198,0.0002984237527020989,-0.014805326497122389,-0.017551257539428485,-0.014561996507614432,-0.01671488615660692,-0.011771672180780606,0.003479143358392581,0.011443461102359876,0.015099395194540274
STMMW_00061,0.008394838125850138,0.011833126318692015,-0.0023554164731098078,-0.002018945316536829,-0.018779537960136056,-0.011135125897213662,0.0015418098186823972,0.0035213418491681185,-0.0016826600823081944,-0.007528417085240075
STMMW_00071,0.00648414646697128,-0.0050302287584879715,-0.014225386641300965,-0.0033179694446278207,-0.0025231844960090155,-0.009179512042437669,-0.012689722280136933,0.027193734500642757,0.008629068428246291,0.0002561989581333178
STMMW_00081,-0.0027260223469380185,-0.017547893419740973,-0.014278605872381474,-0.011270086505341193,0.002215039865916092,0.020552862046591805,-0.050752876420609,0.021263945187946803,0.02416788395286598,-0.007866284661638608
STMMW_00091,0.00677195138162899,0.002194399456487882,-0.017252169989602356,-0.006139364835732087,-0.004334627498693066,-0.005176518468483583,-0.014352702355339657,-0.014740407616661906,-0.0009900066772748149,0.006422622722793765
STMMW_00101,0.01582300971878042,0.008857137426618028,-0.010941085606391215,-0.010555725588920468,0.017971551139724314,0.0014141108880827832,-0.007089629040680163,-0.012273123099068322,-0.008581960614588094,-0.001025026058537479
STMMW_00111,0.017975576124567263,0.014651521827393382,-0.01603170355643935,-0.0011605205708380296,-0.004286890524663176,-0.010709246077251494,0.005605678186660823,0.0005286724748360313,0.03322317270896693,-0.004646533111439755
STMMW_00121,0.009345191929976703,-7.532026613400984e-05,-0.015471297726237758,-0.011534109346826093,0.001586509444582474,-0.008448104086453315,0.005559527199662656,-0.0014459467790566005,0.015546677117850889,-0.00612753163117974
STMMW_00131,0.01089731775074551,0.0014223152307216754,-0.013796773005842556,-0.015758071656555392,0.011206418714898829,0.028234282358398376,0.006089858244036601,-0.006931295243629629,-0.003119734404750574,-5.238060641485195e-05
STMMW_00141,0.010152958555482459,-0.014654462281203207,-0.020035476350500993,-0.013092076255216347,0.01966037657553585,-0.005527374425069852,-0.015916500706659918,0.0015262823908238695,0.005328718471632244,-0.0022972127250756795
STMMW_00151,0.0032991651747717645,0.003033689485159371,-0.005957958378723502,0.006906710999821979,0.013097681774014021,-0.00976349354622294,-0.013388320617918037,-0.010837709092234965,0.0126373974361521,-0.0005493758917042538
STMMW_00161,0.028171967208775416,-0.014536537873514398,-0.020780969568260508,-0.0027434046050672663,0.01009267670618725,-0.005642000268007735,-0.0051114096036954625,0.007624128415445719,0.014829588127501927,0.005594644854203624
STMMW_00171,-0.004561623716648845,-0.0073394486173743645,-0.006336906314615888,-0.005427353307655458,0.020215048648154085,-0.010446515577012355,-0.015575950391388956,-0.0009518949410959054,0.006789598014554037,-0.003396254370221127
STMMW_00181,-0.011690465928138638,-0.0006011917519430369,-0.001431322684548107,-0.005794598902282669,0.009904354811716037,-0.002158688659528526,-0.005477956580881635,-0.00639976201807353,-0.0022607390531028597,-0.0030845913029655028
STMMW_00191,-0.013001623816944106,0.0009786754094900422,-0.010470873637898845,-0.00592800877119794,0.012442676835387039,0.004698244382231267,-0.006244938993287232,-0.013776152833642287,-0.010539981714898387,0.00220603357399353
STMMW_00201,-0.010035407930024403,-0.002785452879972418,-0.014635146040197822,0.006212527801583919,0.015343515754337645,0.009307229939805905,0.013532705651909808,-0.007864620399409432,-0.0015769793210330208,-0.003590495836654838
STMMW_00211,-0.003482374000159524,-0.00802322174717542,-0.002922838269093603,-0.005212591983744638,0.027599291804963313,-0.007284530449538382,-0.01276878835339619,-4.305839663774323e-05,-0.0005638451501028044,-0.012693865013515741
STMMW_00221,-0.004316355532448507,0.0013470493171252311,0.003048704592249188,0.0002847964450370269,0.01301614405386629,0.004788010818349773,0.003481079376188216,-0.0027138331888790727,-0.003304626547986707,-0.004991907058567205
STMMW_00231,-0.006422312256898729,-0.0005041317441861543,0.009383247746840429,-0.0035970901728906834,0.017649341286039132,-0.004871749373371008,0.009931580706725956,-0.0019154323402002067,-0.0021304438916357263,-0.012084434894990823
STMMW_00241,-0.008164248561768655,-0.002550926501194329,0.007202053023045528,-0.0055568076243389785,0.00435432404258972,0.016499747979389138,0.002348054609850417,0.015655765397642872,-0.008507216654516201,-0.006513050467871836
STMMW_00251,-0.011446529549144054,-0.0031666018881464503,0.002301581460475683,-0.004604503715328487,0.006234788667150358,-0.0007831510175659749,-0.012709889405125692,-0.0020155427750569925,-0.006350169446287457,-0.007928816477613416
STMMW_00261,-0.013939896307844875,-0.00906534246334716,0.0010480376861181275,-0.007547310125368046,0.011857146275486645,-0.011465768990792014,-0.0038465363192864816,-0.020628558942034855,-0.005171836079681707,-0.014752174753888124
STMMW_00271,-0.011684682757357876,-0.002934815866419544,-0.0008961585956450159,-0.004446200606911861,0.02002254788959822,0.014438055534615421,-0.010199801718431689,-0.0029717277014299874,-0.0026539971148144114,-0.005327005055884467
