Geneid,0,1,2,3,4,5,6,7,8,9
STMUK_p001,0.0030864922603193036,-0.021547545494044397,0.000958345638515915,-0.021770792936449332,-0.026894058037563368,-0.034913845208984516,0.015613259108612046,-0.023752606420800598,-0.015216221280759366,-0.006124097307491011
STMUK_p002,0.010932142136039047,0.01048119340547121,-0.002106623280991986,0.0031420277076079457,0.01734294912102613,-0.009594243486376653,0.004803391915160785,-0.0055658224354118435,0.012129310337549886,0.029014003958138718
STMUK_p003,0.00471192418875562,-0.024772415781779588,-0.007210469394768833,-0.006362702272747276,0.006075691343009444,-0.005730925066650263,0.0005409122073764606,0.011183189636175692,0.009946035148381282,0.0003249654853032995
STMUK_p004,-0.0003766403776027703,-0.010541458429554179,0.00677946729001144,-0.00292237568453756,0.0052669369151716,-0.02870885063432801,-0.002677197550339572,0.0006188851650383112,0.010499838659406626,-0.004189347495426074
STMUK_p005,0.0023180848870783567,-0.004108290435665021,0.007100038649048993,0.0025757561722719955,0.009672810580217722,-0.01358165123184907,0.0003671163239257871,-0.0023239079926614553,0.010096610815940037,-0.001203051026001872
STMUK_p006,-0.011848054783994194,-0.0026114438432263453,0.0010267592838238047,-0.003988985952491581,0.0027600770460305298,0.018344953626787293,-0.010794328924054653,-0.006184216704655655,0.009096203807721522,-0.002020953477990697
STMUK_p007,-0.002737085047061629,-0.014457084310281566,0.009741509498153418,0.00026271529187863114,0.00927998924019729,-0.003951509255943997,-0.0034004337638877014,-0.004264604571016256,0.0036103090827829605,0.004843833254253887
STMUK_p008,-0.004244504995990467,-0.00523958955382432,0.0026771814560431584,0.004412246026493795,0.012026420149288269,-0.015606486629436011,-0.004127273418461006,-0.005632293870892257,0.005316889693790555,0.003017315693650999
STMUK_p009,0.003955404563424675,0.016957906160635364,0.012377953778009763,0.00719905948127427,0.00079301620344085,-0.01092660017996562,0.01096985403422122,-0.014779274281163945,0.0016675205897318432,0.0042955006587422125
STMUK_p010,0.006377124131033121,-0.0037738135503304804,-0.00558105230829978,-0.008104993816726098,-0.01121350868081782,-0.005535332849341788,-0.009793056073316792,0.008014530427807386,0.004346378515295637,-0.006325873140097365
STMUK_p011,0.0010392776649216626,0.015497098857872305,-0.04387526816948392,-0.0006516136226479198,-0.02321208479711913,-0.010716925225857881,-0.00420407196218972,0.011088376708683295,0.01409345863363093,-0.021934507264310153
STMUK_p012,-0.013548478428557853,0.0012676952622091378,0.002029617473792037,-0.00040231023620485474,-0.015065123317827157,-2.4485305923102474e-06,0.020171914002929375,-0.024914401669056153,-0.0025299344951620435,-0.002775132404152814
STMUK_p013,-0.014335784375002058,-0.0008765107816340348,-0.0036221528670746317,0.0017077647224099876,0.010962884069651837,0.01996192984627032,0.04321200245911646,-0.03561583581072824,-0.016701110412308456,0.010445017251251703
STMUK_p014,-0.0033221413675782654,-0.0077009020296613575,-0.011188619976793079,0.0013813934248432145,0.012702274348596672,0.0012373377254741766,0.03047185060858633,-0.024953479575487582,-0.012921129901356966,-0.002817732640853532
STMUK_p015,-0.018437664319393053,0.0021367003864880014,0.0024590431474314015,0.015034679602847031,0.022976061214177234,0.0054297650836575995,0.02434935879827771,-0.014493285819170459,-0.007789832494986279,0.004106585437532641
STMUK_p016,0.008712100408394187,-0.008208740033118625,-0.013955121812799563,0.006508824677003562,-0.01425610779455191,-0.006831441822967058,0.028422386409733665,0.009197362646069927,-0.0087052912655037,-0.013386354783442888
STMUK_p017,-0.0006766923818383502,0.007119332343331012,-0.020059833225649765,-0.001728647639564335,-0.009739079972229272,-0.003689894622104339,-0.010387379016520464,0.009375814785510035,0.0050129662911778195,0.00042989824052382553
