,SRX1392948,SRX1392949,SRX1392950,SRX1392951,SRX1392954,SRX1392955,SRX4340129,SRX4340130,SRX4340131,SRX4340132,SRX4340133,SRX4340134,SRX8537506,SRX8537507,SRX8537508,SRX8537509,SRX8537510,SRX8537511
0,34.30241535506945,36.80321629939859,-15.495080098342564,-13.466665907786307,0.0743971137600155,-0.07439711376001487,-0.1867914762464895,0.1867914762464887,-4.039582541845627,-4.226786152946242,-3.5928199378264507,-3.776114139473001,-0.630577340887025,0.775693567211594,-0.14511622632456875,-0.7417868026731638,0.12549701040378056,2.4897517797080453
1,-107.24297562453702,-101.43820393096834,-102.64938445450123,-97.15048265222846,-0.7557053227602337,0.7557053227602358,0.7679536317022265,-0.7679536317022201,-2.665685273092716,-2.3638892475331126,-1.5399989418664972,-3.117317481881906,-1.5898360318449543,-2.214044235267202,3.803880267112154,-12.78118648545605,-6.827089269216967,-9.260533586101666
2,-4.0787466627762985,-0.40082019275577446,-0.35625392169452186,-4.5319371337972605,-0.04432846028618185,0.04432846028617757,1.305802375960444,-1.3058023759604456,-12.42691848785779,-8.887647305072193,8.088394431464582,10.142638536039778,0.9760180891002824,-0.7834187617952679,-0.1925993273050151,-0.9609938668175263,1.2253744289124562,0.6759991934620867
3,0.3927374835483199,-8.42568901363331,-12.500835692670911,7.743948231300344,-0.8515801679659427,0.8515801679659448,-2.4719207303372426,2.4719207303372426,1.1072418692895751,0.7535776682254753,0.49194328197043047,1.7357356161920043,2.652772306569377,8.075108121343337,-10.727880427912714,-1.0863920657335724,5.838221574446407,6.660582093791936
4,-2.8610698098734133,-40.6452282443295,-24.810466680802325,-36.07358673571707,-1.7677216114802652,1.7677216114802663,-1.488289585399457,1.4882895853994567,2.2785078596824557,2.4636108026768313,1.136473255776086,3.7299267066795894,0.696320426685076,-0.6335142202564987,-0.06280620642858027,12.106396986538382,3.4483086680571287,5.640328237430326
5,-3.3178463183601967,-4.233177918631168,-6.679639851626671,-2.2314849516840436,19.973951885819492,-19.973951885819496,-0.05420333215841342,0.0542033321584108,1.0151837639159824,-0.2518832384438035,0.8111568099107243,-0.37069587014779176,0.635234354320043,-0.1933282756634737,-0.44190607865657017,0.5848538057943139,1.844275727765698,-0.24695689604935173
6,44.08313719719935,29.091735944754877,4.796415422069259,48.77016005755233,0.006348106448224541,-0.006348106448227424,1.4659874129373862,-1.4659874129373907,1.9714430952976125,3.45278227863171,2.8017539213528324,5.094813216015461,-1.2856909649472106,-2.312231635737853,3.597922600685067,7.382633432572962,0.45577124518844053,-0.510460907919378
7,4.843026330259379,1.1860570745082397,5.903179700489812,4.021526998680038,-0.6318683544527971,0.6318683544527982,2.980731391600467,-2.980731391600467,-29.44851622225879,-26.1655145115159,-26.10118815384509,-29.96933492901393,-0.4525234238614081,0.016771147700490527,0.435752276160919,0.16467137016534283,4.059008669965604,1.6047320027567096
8,7.610203692591285,9.918010572774897,5.618675655250583,10.67964713400621,-0.06879310319865434,0.06879310319865306,-0.19300310467437515,0.19300310467437323,4.993945875474444,3.918947246123584,2.153976497940893,4.019282236898498,1.2811495356560243,2.741871627879169,-4.023021163535198,37.96306786259399,-6.21975392413253,7.609309941416919
9,10.983798590974189,13.078959649564515,16.439536544902154,10.919283224570163,1.3547942995337525,-1.354794299533752,1.1810874523504444,-1.1810874523504447,-6.5105845594136404,-5.057878056799569,-3.7448924987053243,-5.7836421443878825,-0.13604407166395696,-1.2358910311381848,1.3719351028021405,-37.4414585166185,-36.458427757809645,-37.00638104649612
