Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
PSLT001,0.007026525196498187,0.0033365198478324544,-0.007933874717140025,-0.0025426809132364303,-0.003152092089446172,0.01191829274732745,-0.006323278769971665,-0.007900541600557564,-0.00026282976047505225,-0.002504646312568881,-0.005234999648517103,0.012318535893674567,0.005069056435213533,-0.0022927297169407918,-0.006713846423964531,0.016502888267136185,-0.0008299718326537186,-0.009088683865066737,0.0074829195229095535,-0.008494296049056882,0.0017545840776427698,-0.002352276007703157,0.01032276589907934,3.527100836332057e-05,0.011712042733594994,-0.005719976798275037,0.005664572513676703,0.004894836994789961,-0.007598204740305488,-0.014409814300883707,-0.005814162959682888,-0.0009844551136554956,-0.004980525913182477,-0.0114923943814313,-0.010928091455955757,-0.01432657134714725,-0.0014079634602445408,0.0020019393348127265,0.0036744261690851462
PSLT002,0.009391315172578924,-0.007937170029152478,0.00227217547848847,-0.013393211323684507,0.003112871571506417,0.0015845068865785342,-0.017484789144904964,-0.01798128630066192,-0.011201130894415774,0.00043742053881557207,0.00315409897925354,0.006312032325644278,0.0173981516257395,0.003988048999690304,0.0004957640235171602,0.021242935707995167,0.014210741304428096,-0.019431932201968972,0.001359086226588499,0.00559152700912503,0.005749568122257253,0.0012746480980761806,-0.0020277545943671793,-0.004220578679128769,0.0020737674180442635,0.011696729690838936,0.005990587482308982,-0.010639478923996798,-0.00400215894139668,-0.005223046927673771,0.013701268176586541,0.011891548551191065,-0.01133383373095719,-0.005663904260816486,-0.012776969124026585,0.014442018826147032,-0.008661172543342697,0.001040608951284069,-0.012036831233335902
PSLT003,-0.009034637451360884,0.010447771723943707,0.023746903902085722,0.008697248234625494,-0.0027030826998323213,-0.012988537855883957,-0.03966726631160629,-0.00976071573310825,-0.00789928860453279,-0.01639878753349755,-0.0023560603290853715,-0.01229266792975235,0.0037943614794166956,-0.005834510145022682,0.009856263934354294,-0.008084375465563752,-0.006244976612154393,0.004284623033023257,0.00905058056648397,-0.02095346312833701,-0.0287973786839732,0.0032452174509731485,0.01732566171065751,0.004600588080088688,0.00303991382338927,0.006433833386889043,-0.005962754632930731,0.007253176427611312,-0.006715052561960001,-0.009919609377094851,0.010570395322247848,0.015332783668652046,0.0099399766037461,0.011819999122922364,0.010070435861107218,0.041305523304832545,0.00955886452825248,0.008850830290549928,-0.003365765981445693
PSLT004,0.009335830561655501,-0.010384220151923697,0.01827359165589638,0.028794694838817896,0.01310390746017202,-0.0216110276926696,-0.02922394056513165,0.0198881708404872,-0.034966296759134055,-0.01751716106616232,0.015831333678820395,-0.01726627501898949,0.04216115020783469,0.028263902725377626,0.005477776468252696,-0.005367798602540339,-0.013136002249760064,0.016769984395111574,0.019871136256996273,0.008360339602419768,-0.05953513744509595,0.0022782775722771085,0.008855390983239975,0.00844469265999722,0.0009553880098628884,0.02196545267393168,-8.846407500721576e-05,-0.003548401600560035,-0.0036175722939661005,0.009755508727379044,0.016906941242364328,-0.0030642851757415397,-0.020864954565661006,0.014844072811202431,-0.014199016411622408,0.012017960924489021,0.03104624314841345,-0.001477396442732087,0.026427941488712168
PSLT005,-0.00654757569524058,0.003142324582225113,0.014099265369500538,-0.014526926056296964,0.0029457055072423842,0.002545091556876441,-0.026162627931637105,0.003652798468936468,0.009570223500490445,-0.02336280718451587,-0.012194799964890151,-0.02745975871914481,0.04244164629489532,0.0011500062031044027,0.006204808072957135,-0.009235765147184619,-0.006471848330412727,-0.0017913651697076072,0.021347848274102722,-0.010714694124236859,-0.04082031148943573,0.007978566043616037,0.0471757958898564,0.027257024071334658,0.0004378889830922746,0.006245808235421115,0.0030976627792200333,0.009584900916510208,-0.006944144387856337,0.0030575129963787973,0.0008010987609335754,0.00961682150755483,0.00356335217051241,-0.008600963485537497,-0.008762653711252582,0.013601797950180967,0.000738911004852561,0.005229419217574812,0.03214400792565162
PSLT006,-0.004178876366987483,-0.013678240330204617,-0.005163520121301974,-0.015252146020957608,-0.004189205801067489,0.00020021594002023822,-0.01746057994951605,0.007526391198970286,0.0022022092421593847,-0.03198276641574494,-0.006216418195656732,-0.012349110221372648,0.005111764829498746,-0.00447230895121667,0.007710019409309575,-0.010406778548244395,-0.0031724363034365843,-0.011231631041257397,-0.004718425505256796,0.005882794917931101,-0.02624691265568182,0.012594860081214106,0.00952281225266751,0.014259052403011308,0.003299771487821379,-0.009419696671827727,0.009306596992571265,0.017727049092338926,-0.00559588722057179,0.004020218841743676,-0.006074928407920141,-0.012963150929515686,0.011662337403654488,0.010007473317613284,0.0019350766245092692,-0.008265130013732079,0.004421426132265835,0.0022458031331245563,0.00818733281592694
PSLT007,-0.009346910074433824,-0.037976662046142654,-0.005368617036229349,0.00035125053305842244,0.004607261763721525,0.004835698355224536,0.009949935351011895,-0.02846385332738069,-0.008536844702744415,0.0005148529488108046,-0.019534286884971483,0.015588278970603749,-0.01002188352042724,0.013399706127319059,0.024545906398925076,-0.00399169250528885,0.001154219783809956,0.07470134457219134,0.005346623949946845,0.003933886478952711,0.0125652153435065,-0.01267672295719891,-0.013364419825480223,0.007043476914471471,0.003402412012337555,-0.020403676279950142,0.007940938549036573,0.05934489365447947,0.007633780502454463,0.05995748229863122,-0.06419336450628312,-0.0031869749215757905,0.020860706582694264,0.007159463484378459,0.02833285071456835,0.010032627682925767,-0.006231972335091295,-0.00010994231085306033,0.007215704581514117
PSLT008,-0.0004885941746529042,0.006056121823774067,0.010492387230756246,0.00232525694451497,-0.0020867887869128357,0.0005831902478892049,0.011395153774144675,-0.02048848471434074,0.011728977002564145,0.0052091924617962545,-0.0037741222090123564,-0.0007185132622144058,0.013338045159692093,-0.014014735143505694,0.004124498470613277,0.000837032550809666,-0.004657689386190596,-0.014623992128914022,-0.007596722636586003,0.007396368956458108,0.003075610834189786,-0.020105884383313698,-0.012901398585041112,-0.005691346339497306,0.020978693630154407,0.014274053953357962,0.007914500698493055,0.007670993890816974,-0.02040985863268011,-0.024306022053619026,-0.028123709640753326,0.0036312497947718304,0.010480646490921938,-0.00410760211335498,-0.012269760046946826,-0.0028534017082611084,0.002406548418621806,-0.0003669291759675921,0.004397471134095679
PSLT009,0.006948079724694783,0.005740892551648679,-0.0076150370339896686,-0.0017616943709419636,0.003207487628612453,-0.0069704260329610575,0.00798504960719702,-0.004572678918595507,-0.016353077351163696,0.037281358738042544,0.006749621853619641,0.013074356696194181,0.03878295504093672,-0.0055448376400056626,0.006185693720227359,0.013318059519106055,-0.014727741337522667,-0.011601430896655723,-0.003876541989828266,0.0035879488325690732,0.01159532829703326,-0.021259451963029922,0.007901909618059245,-0.002199322924481871,0.027216412030847955,0.004482066317644387,0.03195338160036991,-0.00865628635224065,-0.03487236115222435,0.006008466832096848,-0.0023344987700707393,0.002454660739348036,-0.007791387255886086,0.001677883334462229,-0.013897535057898735,-0.03394343103731159,0.004645817113528714,-0.0025175587166567474,-0.0030290108480767585
PSLT010,0.005156589939146792,0.011345911619968658,0.008131387815362446,-0.019897008179311986,0.010500715433006647,-0.009174055148529958,0.01647626299499705,-0.009817860391615354,0.009329677051399842,0.010097859518458435,0.0013357843693604502,-0.013747631918665137,-0.0026796632062578867,0.0022360669437183904,-0.016000853204055407,0.005327018503304681,-0.010516985301591529,-0.009098823355733705,0.0002506799292773932,0.008089624628782769,0.01388362357478939,-0.006380190833446986,0.0014309473706195018,-0.0003465340052379177,0.02180658418571759,-0.0050456160025629405,0.02496441694908637,0.011002602751833637,-0.026469004090394578,0.03553789984051311,-0.02790596705372904,-0.015234585523947292,0.014170015043988243,-0.005192980272119881,-0.02368070032857917,-0.008811912071741852,0.028011279588803468,0.006058185509615125,0.002299257528448528
