Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
STM14_5526,0.009964748859748119,-0.0013323349449728607,-0.0033637378519066267,-0.011496857232416465,-0.004282976999021695,-0.0013537883909714324,-0.01391345412873588,0.0043540471027824915,0.012489136236247643,-0.0006547338290888904,0.008359637971618006,0.0036016644601618774,0.0100602179485929,0.004591943317758119,-0.00337331752866541,-0.012897468796569408,0.000790807029128345,0.004698515072054982,0.006997030324121543,0.0038677753233867023,-0.006721751713800605,0.0209656367431456,0.003468678744203638,0.0026124740621545368,0.0015690556157113974,0.010836517748773028,-0.0003147714239216136,-0.0018874515122601955,-0.007468257911172163,0.01632204358372001
STM14_5527,0.008376383425559242,-0.005333291427397665,0.00026499954297328274,0.0068751015090284424,0.00017552477189733626,0.002078728085235211,-0.005206581077253566,0.015632023034360624,-0.011173098073907699,0.0028274579581298114,0.008904816251755023,-0.004540019830961458,0.009405740512785978,0.015869126999505337,-0.00025747438232332864,0.005836141725363895,0.004263904248429744,0.0025478800742579485,0.004839133337410259,-0.0017172391895650344,1.5510011781192716e-05,-0.0054268800729828735,0.005147296290759701,0.0027388415603252264,0.009199555925656853,-0.0017893884903771803,0.0006443957131360905,0.002920632771093578,-0.005843074500419004,-0.008188709963923386
STM14_5528,-0.0006378837488386098,-0.00912190732732052,-0.0037018605805752888,-0.005855373222482872,0.018202317471880745,0.007472416908708229,0.003500832080614693,0.006926372814211951,0.016114269997133425,0.00806296058668862,-0.006715328678383688,-0.005983442683946227,-0.010693467878377494,0.0067486178074281635,0.005867387189220898,-0.00235284743646996,0.023759971236976526,-0.02168463303255859,0.026490737756681947,0.014521626507365902,0.0037886708569939776,0.02019303479256377,-0.0032152572919771126,-0.013323585264335977,-0.006907630409064698,0.04026914382844832,-0.0027847039886069926,0.004971987843208144,-0.006321438905711923,0.015178759958829406
STM14_5529,-0.013850964144233195,0.0022408545405285378,-0.01157636338264708,0.002877080485570226,-0.01303241479352234,0.0026040192123610965,0.004011642156448874,-0.007449466562237531,0.00815476623541354,0.013666901168000147,-0.0011958365175261212,-0.005845141566391078,-0.020900236900604354,0.029331831681331026,-0.0040797814721808545,0.009084333346637979,0.010716063600799384,0.015061581769200038,0.010421623858289345,0.023098658876865373,-0.005599699463374761,0.0011042275616028974,-0.011907279276584805,0.004738505024227023,0.00101088638646871,0.018776345601887377,0.01331771858696448,-0.011296948707339839,-0.0016417868749856361,-0.013282188863784008
STM14_5530,0.001331026030276251,0.004248947966122091,-0.00669210780140408,0.009521078596921317,-0.010189907130861589,0.005792569752068836,-0.010853568236588739,0.009826073058742302,-0.000737764442877555,-0.001326030156461172,-0.01165833517825363,-0.004044845575803477,-0.012382800131955802,0.02876572718560531,-0.0004608896230283641,0.017635773967751192,0.03115227790418185,0.00259635829252461,0.005658930661649539,0.008413835445255183,0.0005941878803502841,-0.009906006634146806,-0.005184087513282207,-0.01130287094000698,0.0012126901152142411,0.01743187911608238,0.01637406678449988,-0.0025267917244606104,0.006695255942103996,-0.003329521741462182
STM14_5531,0.0018460488530565322,0.01572178704227523,-0.003287851621962761,0.021169664170832606,0.0046878775954247,0.010035319814983427,-0.009697531365514253,0.011263032108575854,-0.0161355001797244,0.009239306999665095,-0.005255906507063199,-0.002753673897482753,-0.0008096838267143139,0.01472825052215928,5.223339839968693e-06,-0.006027464069659462,0.010868988535241248,-0.003505522893781765,-0.006595397617880822,0.002105770311889654,-0.0029094098561858782,-0.014719870739305918,-0.0035163469661950446,-0.0026633605895830764,0.01785452270754867,0.005071215953156587,0.011150491170002042,-0.010513671559010175,-0.0018015269453686106,-0.009246114017820781
STM14_5532,0.0035592107948606757,-0.004205521861175917,-0.006893663522424744,-0.00497265007499412,-0.010375607475081029,-0.009800666125654296,0.00482413870024505,0.0009209524256149175,0.0035808696251098554,0.005799643336818343,0.002121810172993233,-0.004303680455380234,-0.017892057054705764,-0.0031487694449927723,-0.001581604375376424,-0.003601990646497123,0.007965297808831337,0.005922536302485275,-0.0021911988714703027,-0.004648605679958586,-0.008354417009960651,-0.0024555855572022714,-0.0032813660339104456,-0.0015392987311875395,-0.007260806202265786,0.001633624486514388,-0.0025040984432947284,-0.000675878026341886,-0.004649714677943459,-0.005631556090249721
STM14_5533,-0.0024402100565222933,0.016434866342533855,-0.004769207191809364,0.006709973106440651,-0.0101659500243649,-0.013055030053953634,-0.0065608206022939285,0.0032381704160827757,-0.009525924815128917,0.005602635623930056,0.0005491097610878362,-0.01030928384961036,-0.0025863843382163605,0.0166154446327089,-0.007641926961829006,0.0018937337595666078,0.010849635978801168,-0.0012216573641097325,-0.0032749438073958297,-0.009808994449536956,-0.0022775307678404755,-0.004411452752179818,0.0032857440303558577,-0.0011460219553958517,-0.0003507102683142934,-0.0023651135346883256,0.0019519988563143065,0.002025080426589863,-0.004869336489865461,-0.001917730024566257
STM14_5534,0.02487810960333252,-0.009263957762666673,-0.0013283208619919301,0.00725405349618191,-0.015993391343157144,-0.03371771491824593,0.004209810316202135,0.004142106208110331,0.009754416881395722,0.022699724974972905,0.020420309046320653,-0.0017227741618729376,0.019590158918628378,0.0116370028720611,-0.005546529061574081,-0.01899564277818364,-0.007196967202758258,-0.00420380492037511,-0.007674653699819287,-0.01222550152831786,-0.009245416338240343,-0.01802761009886961,0.020171136082527404,0.03559611681279431,0.0011696615678019752,0.01592643543042977,-0.010316121430722018,-0.014309703207118505,-0.007239708212419878,0.010363277751878865
STM14_5535,-0.0006039785905796568,-0.00493621051869193,-0.005506245478674005,0.006861483958582266,0.0008249501518042084,-0.011091986860876686,-0.0003664646459898132,0.012889559148433266,0.0003328373718078553,0.03405562254874284,0.004421744855349692,0.008559303769962414,0.010981373788574554,-0.010723293556891,-0.0028916086072877695,-0.018068345547448933,9.887283949916692e-05,0.002254709980079416,-0.008740687127347359,-0.013717779962458942,-0.00226380067600181,-0.012079010221158521,0.001958058155274793,-0.0018193297633129985,-0.008769711953202303,-0.004077170441508903,0.013166374449978443,-0.00017970311719652017,-0.003937843351558722,-0.003934304877725842
