,regulator,gene_id,effect
5688,rpoD,STM474_0466,+
5689,rpoD,STM474_0467,+
5690,rpoD,STM474_0469,+
5691,rpoD,STM474_0470,+
5692,rpoD,STM474_0471,+
5693,rpoD,STM474_0472,+
5694,rpoD,STM474_0473,+
5695,rpoD,STM474_0480,+
5696,rpoD,STM474_0493,+
5697,rpoD,STM474_0494,+
5701,rpoD,STM474_0503,+
5702,rpoD,STM474_0510,+
5703,rpoD,STM474_0519,+
5704,rpoD,STM474_0538,+
5705,rpoD,STM474_0539,+
5706,rpoD,STM474_0540,+
5707,rpoD,STM474_0543,+
5708,rpoD,STM474_0544,+
5709,rpoD,STM474_0545,+
5710,rpoD,STM474_0546,+
5711,rpoD,STM474_0547,+
5712,rpoD,STM474_0548,+
5713,rpoD,STM474_0549,+
5714,rpoD,STM474_0554,+
5715,rpoD,STM474_0555,+
5719,rpoD,STM474_0364,+
5723,rpoD,STM474_0588,+
5724,rpoD,STM474_0598,+
5726,rpoD,STM474_0605,+
5727,rpoD,STM474_0606,+
5728,rpoD,STM474_0608,+
5729,rpoD,STM474_0609,+
5730,rpoD,STM474_0610,+
5731,rpoD,STM474_0611,+
5732,rpoD,STM474_0612,+
5733,rpoD,STM474_0613,+
5734,rpoD,STM474_0614,+
5735,rpoD,STM474_0615,+
5736,rpoD,STM474_0616,+
5737,rpoD,STM474_0617,+
5738,rpoD,STM474_0618,+
5739,rpoD,STM474_0619,+
5740,rpoD,STM474_0620,+
5741,rpoD,STM474_0625,+
5742,rpoD,STM474_0628,+
5743,rpoD,STM474_0629,+
5744,rpoD,STM474_0650,+
5745,rpoD,STM474_0656,+
5746,rpoD,STM474_0657,+
5747,rpoD,STM474_0683,+
5748,rpoD,STM474_0684,+
5749,rpoD,STM474_0685,+
5750,rpoD,STM474_0686,+
5751,rpoD,STM474_0702,+
5752,rpoD,STM474_0703,+
5753,rpoD,STM474_0704,+
5754,rpoD,STM474_0705,+
5755,rpoD,STM474_0706,+
5756,rpoD,STM474_0707,+
5757,rpoD,STM474_0714,+
5758,rpoD,STM474_0726,+
5759,rpoD,STM474_0727,+
5760,rpoD,STM474_0728,+
5761,rpoD,STM474_0753,+
5762,rpoD,STM474_0755,+
5763,rpoD,STM474_0756,+
5764,rpoD,STM474_0757,+
5765,rpoD,STM474_0758,+
5766,rpoD,STM474_0759,+
5767,rpoD,STM474_0760,+
5768,rpoD,STM474_0761,+
5769,rpoD,STM474_0762,+
5770,rpoD,STM474_3959,+
5771,rpoD,STM474_0765,+
5772,rpoD,STM474_0766,+
5773,rpoD,STM474_0785,+
5774,rpoD,STM474_0797,+
5775,rpoD,STM474_0798,+
5776,rpoD,STM474_0799,+
5777,rpoD,STM474_0800,+
5778,rpoD,STM474_0801,+
5779,rpoD,STM474_0805,+
5780,rpoD,STM474_0806,+
5781,rpoD,STM474_0807,+
5782,rpoD,STM474_0808,+
5783,rpoD,STM474_0819,+
5784,rpoD,STM474_0820,+
5785,rpoD,STM474_0821,+
5786,rpoD,STM474_0822,+
5787,rpoD,STM474_0823,+
5788,rpoD,STM474_0824,+
5789,rpoD,STM474_0832,+
5790,rpoD,STM474_0841,+
5791,rpoD,STM474_0842,+
5792,rpoD,STM474_0843,+
5793,rpoD,STM474_0844,+
5794,rpoD,STM474_0845,+
5795,rpoD,STM474_0847,+
5796,rpoD,STM474_0848,+
5799,rpoD,STM474_0853,+
5800,rpoD,STM474_0856,+
5801,rpoD,STM474_0858,+
5802,rpoD,STM474_0870,+
5803,rpoD,STM474_0871,+
5804,rpoD,STM474_0889,+
5807,rpoD,STM474_0900,+
5808,rpoD,STM474_0901,+
5809,rpoD,STM474_0911,+
5810,rpoD,STM474_0912,+
5811,rpoD,STM474_0913,+
5812,rpoD,STM474_0914,+
5813,rpoD,STM474_0915,+
5814,rpoD,STM474_0922,+
5815,rpoD,STM474_0925,+
5816,rpoD,STM474_0930,+
5817,rpoD,STM474_0932,+
5818,rpoD,STM474_0940,+
5819,rpoD,STM474_0943,+
5820,rpoD,STM474_0944,+
5821,rpoD,STM474_0946,+
5823,rpoD,STM474_0948,+
5824,rpoD,STM474_0949,+
5825,rpoD,STM474_0951,+
5826,rpoD,STM474_0952,+
5827,rpoD,STM474_0953,+
5828,rpoD,STM474_0956,+
5829,rpoD,STM474_0959,+
5830,rpoD,STM474_0960,+
5831,rpoD,STM474_0963,+
5832,rpoD,STM474_0964,+
5833,rpoD,STM474_0966,+
5834,rpoD,STM474_0967,+
5835,rpoD,STM474_0968,+
5836,rpoD,STM474_0973,+
5837,rpoD,STM474_0974,+
5838,rpoD,STM474_0977,+
5839,rpoD,STM474_0978,+
5840,rpoD,STM474_0979,+
5841,rpoD,STM474_0980,+
5843,rpoD,STM474_0991,+
5849,rpoD,STM474_1050,+
5850,rpoD,STM474_1055,+
5851,rpoD,STM474_1056,+
5852,rpoD,STM474_1057,+
5853,rpoD,STM474_1059,+
5854,rpoD,STM474_1062,+
5855,rpoD,STM474_1063,+
5856,rpoD,STM474_1064,+
5857,rpoD,STM474_1077,+
5858,rpoD,STM474_1806,+
5859,rpoD,STM474_1807,+
5860,rpoD,STM474_1808,+
5861,rpoD,STM474_1809,+
5862,rpoD,STM474_1810,+
5863,rpoD,STM474_1811,+
5864,rpoD,STM474_1812,+
5865,rpoD,STM474_1813,+
5868,rpoD,STM474_4001,+
5869,rpoD,STM474_4000,+
5870,rpoD,STM474_3999,+
5871,rpoD,STM474_3998,+
5872,rpoD,STM474_1104,+
5873,rpoD,STM474_1105,+
5874,rpoD,STM474_1116,+
5875,rpoD,STM474_1118,+
5876,rpoD,STM474_1119,+
5879,rpoD,STM474_1133,+
5880,rpoD,STM474_1134,+
5881,rpoD,STM474_1135,+
5882,rpoD,STM474_1136,+
5883,rpoD,STM474_1137,+
5884,rpoD,STM474_1138,+
5885,rpoD,STM474_1139,+
5886,rpoD,STM474_1140,+
5887,rpoD,STM474_1145,+
5888,rpoD,STM474_1146,+
5889,rpoD,STM474_1152,+
5890,rpoD,STM474_1153,+
5891,rpoD,STM474_1157,+
5892,rpoD,STM474_1158,+
5893,rpoD,STM474_1159,+
5894,rpoD,STM474_1161,+
5895,rpoD,STM474_1167,+
5896,rpoD,STM474_1168,+
5897,rpoD,STM474_1169,+
5898,rpoD,STM474_1170,+
5899,rpoD,STM474_1171,+
5900,rpoD,STM474_1172,+
5901,rpoD,STM474_1173,+
5902,rpoD,STM474_1174,+
5903,rpoD,STM474_1175,+
5904,rpoD,STM474_1176,+
5905,rpoD,STM474_1177,+
5906,rpoD,STM474_1178,+
5907,rpoD,STM474_1181,+
5908,rpoD,STM474_1189,+
5909,rpoD,STM474_1190,+
5910,rpoD,STM474_1191,+
5911,rpoD,STM474_1192,+
5912,rpoD,STM474_1193,+
5913,rpoD,STM474_1194,+
5914,rpoD,STM474_1200,+
5915,rpoD,STM474_1208,+
5916,rpoD,STM474_1211,+
5917,rpoD,STM474_1212,+
5918,rpoD,STM474_1213,+
5919,rpoD,STM474_1230,+
5920,rpoD,STM474_1231,+
5921,rpoD,STM474_1236,+
5922,rpoD,STM474_1102,+
5929,rpoD,STM474_2030,+
5930,rpoD,STM474_2029,+
5931,rpoD,STM474_1826,+
5932,rpoD,STM474_1824,+
5933,rpoD,STM474_1823,+
5934,rpoD,STM474_1803,+
5935,rpoD,STM474_1802,+
5936,rpoD,STM474_1801,+
5937,rpoD,STM474_1799,+
5938,rpoD,STM474_1794,+
5939,rpoD,STM474_1793,+
5940,rpoD,STM474_1792,+
5941,rpoD,STM474_1791,+
5942,rpoD,STM474_1790,+
5943,rpoD,STM474_1789,+
5944,rpoD,STM474_1785,+
5945,rpoD,STM474_1784,+
5946,rpoD,STM474_1783,+
5947,rpoD,STM474_1782,+
5948,rpoD,STM474_1781,+
5949,rpoD,STM474_1780,+
5950,rpoD,STM474_1779,+
5951,rpoD,STM474_1778,+
5953,rpoD,STM474_1768,+
5954,rpoD,STM474_1766,+
5955,rpoD,STM474_1754,+
5956,rpoD,STM474_1752,+
5957,rpoD,STM474_1751,+
5958,rpoD,STM474_1747,+
5959,rpoD,STM474_1744,+
5960,rpoD,STM474_1743,+
5961,rpoD,STM474_1742,+
5962,rpoD,STM474_1741,+
5963,rpoD,STM474_1740,+
5965,rpoD,STM474_1733,+
5966,rpoD,STM474_1731,+
5967,rpoD,STM474_1730,+
5968,rpoD,STM474_1727,+
5969,rpoD,STM474_1726,+
5970,rpoD,STM474_1725,+
5971,rpoD,STM474_1724,+
5972,rpoD,STM474_1723,+
5973,rpoD,STM474_1722,+
5974,rpoD,STM474_1721,+
5975,rpoD,STM474_1720,+
5976,rpoD,STM474_1716,+
5977,rpoD,STM474_1715,+
5978,rpoD,STM474_1704,+
5979,rpoD,STM474_1696,+
5980,rpoD,STM474_1695,+
5981,rpoD,STM474_1673,+
5982,rpoD,STM474_1480,+
5983,rpoD,STM474_1660,+
5985,rpoD,STM474_3278,+
6000,rpoD,STM474_1654,+
6002,rpoD,STM474_1617,+
6004,rpoD,STM474_1589,+
6005,rpoD,STM474_1583,+
6006,rpoD,STM474_1582,+
6007,rpoD,STM474_1581,+
6008,rpoD,STM474_1575,+
6012,rpoD,STM474_0038,+
6018,rpoD,STM474_4254,+
6019,rpoD,STM474_4255,+
6025,rpoD,STM474_1526,+
6026,rpoD,STM474_1525,+
6029,rpoD,STM474_2718,+
6031,rpoD,STM474_4646,+
6032,rpoD,STM474_4645,+
6044,rpoD,STM474_1509,+
6045,rpoD,STM474_1508,+
6047,rpoD,STM474_1506,+
6048,rpoD,STM474_1505,+
6049,rpoD,STM474_1499,+
6050,rpoD,STM474_1498,+
6052,rpoD,STM474_1491,+
6053,rpoD,STM474_1490,+
6054,rpoD,STM474_1487,+
6055,rpoD,STM474_1486,+
6056,rpoD,STM474_1476,+
6057,rpoD,STM474_1475,+
6058,rpoD,STM474_1474,+
6062,rpoD,STM474_1569,+
6063,rpoD,STM474_1470,+
6064,rpoD,STM474_1459,+
6065,rpoD,STM474_1444,+
6066,rpoD,STM474_1443,+
6067,rpoD,STM474_1442,+
6068,rpoD,STM474_1440,+
6069,rpoD,STM474_1438,+
6070,rpoD,STM474_1437,+
6071,rpoD,STM474_1436,+
6072,rpoD,STM474_1433,+
6073,rpoD,STM474_1382,+
6074,rpoD,STM474_1378,+
6075,rpoD,STM474_1377,+
6076,rpoD,STM474_1376,+
6077,rpoD,STM474_1375,+
6078,rpoD,STM474_1374,+
6079,rpoD,STM474_1373,+
6080,rpoD,STM474_1354,+
6081,rpoD,STM474_1351,+
6082,rpoD,STM474_1340,+
6083,rpoD,STM474_1339,+
6084,rpoD,STM474_1338,+
6085,rpoD,STM474_1326,+
6086,rpoD,STM474_1324,+
6087,rpoD,STM474_1316,+
6088,rpoD,STM474_1314,+
6089,rpoD,STM474_1313,+
6090,rpoD,STM474_1312,+
6091,rpoD,STM474_1311,+
6092,rpoD,STM474_1310,+
6093,rpoD,STM474_1309,+
6094,rpoD,STM474_1308,+
6095,rpoD,STM474_1307,+
6096,rpoD,STM474_1303,+
6097,rpoD,STM474_1295,+
6098,rpoD,STM474_1294,+
6099,rpoD,STM474_1292,+
6100,rpoD,STM474_1273,+
6101,rpoD,STM474_1272,+
6102,rpoD,STM474_1838,+
6103,rpoD,STM474_1840,+
6104,rpoD,STM474_1850,+
6105,rpoD,STM474_1852,+
6106,rpoD,STM474_1853,+
6107,rpoD,STM474_1854,+
6108,rpoD,STM474_1856,+
6109,rpoD,STM474_1859,+
6110,rpoD,STM474_1860,+
6111,rpoD,STM474_1912,+
6112,rpoD,STM474_1914,+
6113,rpoD,STM474_1916,+
6114,rpoD,STM474_1917,+
6115,rpoD,STM474_1918,+
6116,rpoD,STM474_1920,+
6117,rpoD,STM474_1924,+
6118,rpoD,STM474_1925,+
6119,rpoD,STM474_1930,+
6120,rpoD,STM474_1931,+
6121,rpoD,STM474_1932,+
6122,rpoD,STM474_1933,+
6123,rpoD,STM474_1942,+
6124,rpoD,STM474_1945,+
6125,rpoD,STM474_1946,+
6126,rpoD,STM474_1947,+
6131,rpoD,STM474_1964,+
6132,rpoD,STM474_1967,+
6133,rpoD,STM474_1969,+
6134,rpoD,STM474_1978,+
6135,rpoD,STM474_1979,+
6136,rpoD,STM474_1981,+
6137,rpoD,STM474_1985,+
6138,rpoD,STM474_1986,+
6139,rpoD,STM474_1987,+
6140,rpoD,STM474_1992,+
6141,rpoD,STM474_1993,+
6142,rpoD,STM474_1994,+
6143,rpoD,STM474_1995,+
6144,rpoD,STM474_1999,+
6145,rpoD,STM474_2001,+
6146,rpoD,STM474_2002,+
6147,rpoD,STM474_2003,+
6148,rpoD,STM474_2004,+
6149,rpoD,STM474_2005,+
6150,rpoD,STM474_2006,+
6151,rpoD,STM474_2007,+
6152,rpoD,STM474_2008,+
6153,rpoD,STM474_2009,+
6154,rpoD,STM474_2010,+
6155,rpoD,STM474_2011,+
6156,rpoD,STM474_2012,+
6157,rpoD,STM474_2013,+
6158,rpoD,STM474_2014,+
6160,rpoD,STM474_1089,+
6161,rpoD,STM474_1264,+
6162,rpoD,STM474_0221,+
6164,rpoD,STM474_2101,+
6165,rpoD,STM474_2102,+
6166,rpoD,STM474_2103,+
6169,rpoD,STM474_2159,+
6170,rpoD,STM474_2160,+
6171,rpoD,STM474_2161,+
6172,rpoD,STM474_2162,+
6173,rpoD,STM474_2163,+
6174,rpoD,STM474_2166,+
6175,rpoD,STM474_2199,+
6176,rpoD,STM474_2200,+
6177,rpoD,STM474_2201,+
6178,rpoD,STM474_2202,+
6179,rpoD,STM474_2203,+
6183,rpoD,STM474_3418,+
6186,rpoD,STM474_3416,+
6187,rpoD,STM474_3415,+
6188,rpoD,STM474_3414,+
6189,rpoD,STM474_3410,+
6190,rpoD,STM474_3170,+
6191,rpoD,STM474_3171,+
6192,rpoD,STM474_2235,+
6193,rpoD,STM474_2241,+
6194,rpoD,STM474_2242,+
6195,rpoD,STM474_2248,+
6196,rpoD,STM474_2255,+
6197,rpoD,STM474_2272,+
6198,rpoD,STM474_2275,+
6199,rpoD,STM474_2276,+
6200,rpoD,STM474_2277,+
6201,rpoD,STM474_2278,+
6202,rpoD,STM474_2279,+
6203,rpoD,STM474_2280,+
6204,rpoD,STM474_2281,+
6205,rpoD,STM474_2282,+
6206,rpoD,STM474_2288,+
6207,rpoD,STM474_2289,+
6208,rpoD,STM474_2294,+
6210,rpoD,STM474_2295,+
6211,rpoD,STM474_2296,+
6212,rpoD,STM474_2297,+
6213,rpoD,STM474_2317,+
6214,rpoD,STM474_3989,+
6215,rpoD,STM474_3990,+
6216,rpoD,STM474_3991,+
6217,rpoD,STM474_2346,+
6219,rpoD,STM474_3994,+
6220,rpoD,STM474_3995,+
6222,rpoD,STM474_2351,+
6223,rpoD,STM474_2352,+
6224,rpoD,STM474_2353,+
6225,rpoD,STM474_2354,+
6226,rpoD,STM474_2355,+
6227,rpoD,STM474_2356,+
6228,rpoD,STM474_2357,+
6229,rpoD,STM474_2360,+
6232,rpoD,STM474_2364,+
6233,rpoD,STM474_2365,+
6234,rpoD,STM474_2366,+
6235,rpoD,STM474_2368,+
6236,rpoD,STM474_2372,+
6237,rpoD,STM474_2373,+
6238,rpoD,STM474_2374,+
6239,rpoD,STM474_2375,+
6241,rpoD,STM474_2378,+
6242,rpoD,STM474_2379,+
6243,rpoD,STM474_2380,+
6244,rpoD,STM474_2381,+
6245,rpoD,STM474_2382,+
6246,rpoD,STM474_2413,+
6247,rpoD,STM474_2414,+
6248,rpoD,STM474_2415,+
6249,rpoD,STM474_2416,+
6250,rpoD,STM474_2417,+
6251,rpoD,STM474_2418,+
6252,rpoD,STM474_2419,+
6253,rpoD,STM474_2420,+
6254,rpoD,STM474_2421,+
6255,rpoD,STM474_2422,+
6256,rpoD,STM474_2423,+
6257,rpoD,STM474_2424,+
6258,rpoD,STM474_2425,+
6259,rpoD,STM474_2448,+
6260,rpoD,STM474_2449,+
6261,rpoD,STM474_2450,+
6262,rpoD,STM474_2451,+
6263,rpoD,STM474_2454,+
6264,rpoD,STM474_2460,+
6265,rpoD,STM474_2461,+
6266,rpoD,STM474_2465,+
6267,rpoD,STM474_2477,+
6268,rpoD,STM474_2486,+
6269,rpoD,STM474_2487,+
6270,rpoD,STM474_2488,+
6272,rpoD,STM474_3975,+
6273,rpoD,STM474_3976,+
6274,rpoD,STM474_3977,+
6282,rpoD,STM474_2502,+
6283,rpoD,STM474_2504,+
6284,rpoD,STM474_2509,+
6285,rpoD,STM474_2510,+
6286,rpoD,STM474_2516,+
6287,rpoD,STM474_2521,+
6288,rpoD,STM474_2523,+
6289,rpoD,STM474_2524,+
6290,rpoD,STM474_2532,+
6291,rpoD,STM474_2534,+
6292,rpoD,STM474_2535,+
6293,rpoD,STM474_2536,+
6294,rpoD,STM474_2543,+
6295,rpoD,STM474_2544,+
6296,rpoD,STM474_2545,+
6297,rpoD,STM474_2546,+
6298,rpoD,STM474_2547,+
6300,rpoD,STM474_2676,+
6301,rpoD,STM474_2675,+
6302,rpoD,STM474_2553,+
6303,rpoD,STM474_2554,+
6304,rpoD,STM474_2584,+
6305,rpoD,STM474_2585,+
6306,rpoD,STM474_2586,+
6307,rpoD,STM474_2590,+
6308,rpoD,STM474_2591,+
6309,rpoD,STM474_2592,+
6310,rpoD,STM474_2593,+
6311,rpoD,STM474_2594,+
6312,rpoD,STM474_2600,+
6313,rpoD,STM474_2601,+
6314,rpoD,STM474_2602,+
6315,rpoD,STM474_2603,+
6316,rpoD,STM474_2611,+
6317,rpoD,STM474_2612,+
6318,rpoD,STM474_2613,+
6319,rpoD,STM474_2624,+
6320,rpoD,STM474_2641,+
6321,rpoD,STM474_2642,+
6322,rpoD,STM474_2643,+
6323,rpoD,STM474_2644,+
6324,rpoD,STM474_2645,+
6325,rpoD,STM474_2646,+
6326,rpoD,STM474_2647,+
6327,rpoD,STM474_2648,+
6328,rpoD,STM474_2657,+
6329,rpoD,STM474_2659,+
6330,rpoD,STM474_2666,+
6331,rpoD,STM474_2669,+
6332,rpoD,STM474_2670,+
6333,rpoD,STM474_2672,+
6334,rpoD,STM474_2682,+
6335,rpoD,STM474_2683,+
6336,rpoD,STM474_2684,+
6337,rpoD,STM474_2685,+
6338,rpoD,STM474_2686,+
6339,rpoD,STM474_2750,+
6340,rpoD,STM474_2751,+
6341,rpoD,STM474_2752,+
6342,rpoD,STM474_2753,+
6343,rpoD,STM474_2754,+
6344,rpoD,STM474_2759,+
6345,rpoD,STM474_2762,+
6346,rpoD,STM474_2764,+
6347,rpoD,STM474_2773,+
6349,rpoD,STM474_2780,+
6350,rpoD,STM474_2782,+
6351,rpoD,STM474_2783,+
6352,rpoD,STM474_2784,+
6353,rpoD,STM474_2785,+
6355,rpoD,STM474_2797,+
6356,rpoD,STM474_2798,+
6357,rpoD,STM474_2799,+
6358,rpoD,STM474_2800,+
6359,rpoD,STM474_2807,+
6362,rpoD,STM474_2926,+
6363,rpoD,STM474_2927,+
6364,rpoD,STM474_2928,+
6365,rpoD,STM474_2935,+
6366,rpoD,STM474_2937,+
6367,rpoD,STM474_2943,+
6368,rpoD,STM474_2944,+
6369,rpoD,STM474_2945,+
6370,rpoD,STM474_2946,+
6371,rpoD,STM474_2947,+
6372,rpoD,STM474_2948,+
6373,rpoD,STM474_2949,+
6374,rpoD,STM474_2951,+
6375,rpoD,STM474_2952,+
6376,rpoD,STM474_2953,+
6377,rpoD,STM474_2964,+
6378,rpoD,STM474_2966,+
6379,rpoD,STM474_2967,+
6380,rpoD,STM474_2970,+
6381,rpoD,STM474_2971,+
6382,rpoD,STM474_2972,+
6383,rpoD,STM474_2973,+
6384,rpoD,STM474_2974,+
6385,rpoD,STM474_2975,+
6386,rpoD,STM474_2976,+
6387,rpoD,STM474_2980,+
6390,rpoD,STM474_3064,+
6391,rpoD,STM474_3065,+
6392,rpoD,STM474_3066,+
6393,rpoD,STM474_3067,+
6394,rpoD,STM474_3073,+
6395,rpoD,STM474_3074,+
6396,rpoD,STM474_3075,+
6397,rpoD,STM474_3078,+
6398,rpoD,STM474_3079,+
6399,rpoD,STM474_3080,+
6401,rpoD,STM474_3082,+
6404,rpoD,STM474_3088,+
6405,rpoD,STM474_3089,+
6406,rpoD,STM474_3090,+
6407,rpoD,STM474_3096,+
6410,rpoD,STM474_3101,+
6411,rpoD,STM474_3118,+
6412,rpoD,STM474_3119,+
6413,rpoD,STM474_3966,+
6414,rpoD,STM474_3122,+
6415,rpoD,STM474_3123,+
6416,rpoD,STM474_3124,+
6417,rpoD,STM474_3125,+
6418,rpoD,STM474_3128,+
6419,rpoD,STM474_3138,+
6420,rpoD,STM474_3139,+
6421,rpoD,STM474_3140,+
6422,rpoD,STM474_3141,+
6423,rpoD,STM474_3142,+
6424,rpoD,STM474_3147,+
6425,rpoD,STM474_3148,+
6426,rpoD,STM474_3158,+
6427,rpoD,STM474_3160,+
6428,rpoD,STM474_3161,+
6429,rpoD,STM474_3162,+
6430,rpoD,STM474_3163,+
6433,rpoD,STM474_3189,+
6434,rpoD,STM474_3190,+
6435,rpoD,STM474_3191,+
6436,rpoD,STM474_3192,+
6437,rpoD,STM474_3200,+
6438,rpoD,STM474_3201,+
6439,rpoD,STM474_3202,+
6440,rpoD,STM474_3203,+
6441,rpoD,STM474_3204,+
6442,rpoD,STM474_3205,+
6443,rpoD,STM474_3206,+
6444,rpoD,STM474_3208,+
6445,rpoD,STM474_3209,+
6446,rpoD,STM474_3213,+
6447,rpoD,STM474_3215,+
6448,rpoD,STM474_3216,+
6449,rpoD,STM474_3217,+
6450,rpoD,STM474_3224,+
6451,rpoD,STM474_3225,+
6452,rpoD,STM474_3234,+
6453,rpoD,STM474_3238,+
6454,rpoD,STM474_3239,+
6455,rpoD,STM474_3254,+
6456,rpoD,STM474_3261,+
6463,rpoD,STM474_3293,+
6464,rpoD,STM474_3294,+
6465,rpoD,STM474_3295,+
6466,rpoD,STM474_3296,+
6467,rpoD,STM474_3297,+
6468,rpoD,STM474_3298,+
6469,rpoD,STM474_3299,+
6470,rpoD,STM474_3300,+
6471,rpoD,STM474_3309,+
6472,rpoD,STM474_3310,+
6473,rpoD,STM474_3312,+
6474,rpoD,STM474_3315,+
6475,rpoD,STM474_3316,+
6478,rpoD,STM474_3330,+
6479,rpoD,STM474_3331,+
6480,rpoD,STM474_3515,+
6481,rpoD,STM474_3514,+
6483,rpoD,STM474_3363,+
6484,rpoD,STM474_3364,+
6485,rpoD,STM474_3365,+
6486,rpoD,STM474_3368,+
6489,rpoD,STM474_4207,+
6490,rpoD,STM474_4208,+
6492,rpoD,STM474_3287,+
6494,rpoD,STM474_3380,+
6495,rpoD,STM474_3381,+
6496,rpoD,STM474_3404,+
6497,rpoD,STM474_3405,+
6498,rpoD,STM474_3406,+
6511,rpoD,STM474_0594,+
6513,rpoD,STM474_3437,+
6514,rpoD,STM474_3438,+
6515,rpoD,STM474_3440,+
6516,rpoD,STM474_3441,+
6517,rpoD,STM474_3442,+
6518,rpoD,STM474_3443,+
6519,rpoD,STM474_3444,+
6520,rpoD,STM474_3445,+
6521,rpoD,STM474_3446,+
6522,rpoD,STM474_3448,+
6523,rpoD,STM474_3451,+
6524,rpoD,STM474_3455,+
6525,rpoD,STM474_3456,+
6526,rpoD,STM474_3458,+
6527,rpoD,STM474_3461,+
6529,rpoD,STM474_3463,+
6530,rpoD,STM474_3464,+
6531,rpoD,STM474_3474,+
6532,rpoD,STM474_3475,+
6533,rpoD,STM474_3476,+
6534,rpoD,STM474_3477,+
6535,rpoD,STM474_3478,+
6536,rpoD,STM474_3479,+
6537,rpoD,STM474_3480,+
6538,rpoD,STM474_3481,+
6539,rpoD,STM474_3482,+
6540,rpoD,STM474_3483,+
6541,rpoD,STM474_3484,+
6545,rpoD,STM474_3495,+
6546,rpoD,STM474_3496,+
6547,rpoD,STM474_3497,+
6548,rpoD,STM474_3498,+
6549,rpoD,STM474_3499,+
6551,rpoD,STM474_3504,+
6552,rpoD,STM474_3505,+
6553,rpoD,STM474_3508,+
6554,rpoD,STM474_3509,+
6555,rpoD,STM474_3519,+
6556,rpoD,STM474_3520,+
6557,rpoD,STM474_3533,+
6558,rpoD,STM474_3534,+
6559,rpoD,STM474_3535,+
6560,rpoD,STM474_3541,+
6561,rpoD,STM474_3542,+
6562,rpoD,STM474_3543,+
6563,rpoD,STM474_3544,+
6564,rpoD,STM474_3545,+
6565,rpoD,STM474_3546,+
6566,rpoD,STM474_3547,+
6567,rpoD,STM474_3553,+
6568,rpoD,STM474_3554,+
6569,rpoD,STM474_3571,+
6570,rpoD,STM474_3572,+
6571,rpoD,STM474_3579,+
6572,rpoD,STM474_3580,+
6573,rpoD,STM474_3581,+
6574,rpoD,STM474_3582,+
6575,rpoD,STM474_3583,+
6576,rpoD,STM474_3596,+
6577,rpoD,STM474_3597,+
6578,rpoD,STM474_3598,+
6579,rpoD,STM474_3599,+
6580,rpoD,STM474_3600,+
6581,rpoD,STM474_3601,+
6582,rpoD,STM474_3602,+
6583,rpoD,STM474_3603,+
6584,rpoD,STM474_3604,+
6585,rpoD,STM474_3605,+
6586,rpoD,STM474_3606,+
6602,rpoD,STM474_4331,+
6603,rpoD,STM474_3632,+
6604,rpoD,STM474_3633,+
6605,rpoD,STM474_3635,+
6606,rpoD,STM474_3636,+
6607,rpoD,STM474_3639,+
6608,rpoD,STM474_3641,+
6609,rpoD,STM474_3642,+
6610,rpoD,STM474_3643,+
6611,rpoD,STM474_3644,+
6612,rpoD,STM474_3648,+
6613,rpoD,STM474_3649,+
6614,rpoD,STM474_3650,+
6615,rpoD,STM474_3651,+
6616,rpoD,STM474_3652,+
6617,rpoD,STM474_3653,+
6618,rpoD,STM474_3654,+
6619,rpoD,STM474_3667,+
6620,rpoD,STM474_3668,+
6621,rpoD,STM474_3669,+
6622,rpoD,STM474_3672,+
6623,rpoD,STM474_3673,+
6624,rpoD,STM474_3674,+
6625,rpoD,STM474_3678,+
6626,rpoD,STM474_3679,+
6627,rpoD,STM474_3680,+
6628,rpoD,STM474_3681,+
6629,rpoD,STM474_3682,+
6630,rpoD,STM474_3683,+
6631,rpoD,STM474_3693,+
6632,rpoD,STM474_3701,+
6633,rpoD,STM474_3702,+
6634,rpoD,STM474_3703,+
6635,rpoD,STM474_3704,+
6636,rpoD,STM474_3705,+
6637,rpoD,STM474_3708,+
6638,rpoD,STM474_3709,+
6639,rpoD,STM474_3712,+
6640,rpoD,STM474_3720,+
6641,rpoD,STM474_3721,+
6642,rpoD,STM474_3722,+
6643,rpoD,STM474_3723,+
6644,rpoD,STM474_3724,+
6645,rpoD,STM474_3727,+
6646,rpoD,STM474_3728,+
6647,rpoD,STM474_3729,+
6648,rpoD,STM474_3730,+
6649,rpoD,STM474_3731,+
6650,rpoD,STM474_3734,+
6651,rpoD,STM474_3735,+
6652,rpoD,STM474_3743,+
6653,rpoD,STM474_3759,+
6654,rpoD,STM474_3765,+
6661,rpoD,STM474_1574,+
6669,rpoD,STM474_3997,+
6670,rpoD,STM474_3783,+
6671,rpoD,STM474_3786,+
6672,rpoD,STM474_3787,+
6673,rpoD,STM474_3790,+
6674,rpoD,STM474_3791,+
6675,rpoD,STM474_3792,+
6676,rpoD,STM474_3793,+
6677,rpoD,STM474_3798,+
6678,rpoD,STM474_3799,+
6679,rpoD,STM474_3800,+
6680,rpoD,STM474_3801,+
6681,rpoD,STM474_3802,+
6682,rpoD,STM474_3807,+
6683,rpoD,STM474_2679,+
6684,rpoD,STM474_3821,+
6685,rpoD,STM474_3827,+
6686,rpoD,STM474_3828,+
6687,rpoD,STM474_3836,+
6688,rpoD,STM474_3839,+
6689,rpoD,STM474_3840,+
6690,rpoD,STM474_3841,+
6691,rpoD,STM474_3843,+
