,regulator,gene_id,effect
3149,h-NS,STMMW_27581,+
3150,h-NS,STMMW_27591,+
3151,h-NS,STMMW_27601,+
3152,h-NS,STMMW_27661,-
3153,h-NS,STMMW_27761,-
3154,h-NS,STMMW_27771,-
3155,h-NS,STMMW_27781,-
3156,h-NS,STMMW_27941,+
3157,h-NS,STMMW_27951,+
3158,h-NS,STMMW_27961,+
3159,h-NS,STMMW_27971,+
3160,h-NS,STMMW_27981,+
3161,h-NS,STMMW_27991,+
3162,h-NS,STMMW_28001,+
3163,h-NS,STMMW_29001,-
3164,h-NS,STMMW_29011,-
3165,h-NS,STMMW_29021,-
3167,h-NS,STMMW_29041,-
3172,h-NS,STMMW_29191,+
3173,h-NS,STMMW_30211,-
3174,h-NS,STMMW_32471,-
3175,h-NS,STMMW_32481,-
3176,h-NS,STMMW_32491,-
3178,h-NS,STMMW_33891,-
3179,h-NS,STMMW_33901,-
3183,h-NS,STMMW_34651,-
3184,h-NS,STMMW_34661,-
3185,h-NS,STMMW_34671,-
3186,h-NS,STMMW_34681,-
3191,h-NS,STMMW_15571,-
3200,h-NS,STMMW_36391,-
3205,h-NS,STMMW_42461,-
3207,h-NS,STMMW_25761,-
3208,h-NS,STMMW_25751,-
3209,h-NS,STMMW_25741,-
3210,h-NS,STMMW_43951,-
3211,h-NS,STMMW_43961,-
3212,h-NS,STMMW_07731,-
3221,h-NS,STMMW_44921,-
3222,h-NS,STMMW_44931,-
3223,h-NS,STMMW_44941,-
3224,h-NS,STMMW_38731,-
3225,h-NS,STMMW_06521,+
3226,hU,STMMW_07551,-
3227,hU,STMMW_07561,-
3228,hU,STMMW_08251,-
3229,hU,STMMW_08261,-
3230,hU,STMMW_08271,-
3231,hU,STMMW_08281,-
3232,hU,STMMW_19191,-
3233,hU,STMMW_32791,-
3245,higA,STMMW_39941,-
3246,higA,STMMW_39951,-
3247,higB;higA,STMMW_39941,-
3248,higB;higA,STMMW_39951,-
3253,hipAB,STMMW_29191,-
3258,hipB,STMMW_29191,-
3259,hipB,STMMW_32201,-
3260,his-tRNA,STMMW_21021,-
3261,his-tRNA,STMMW_21031,-
3262,his-tRNA,STMMW_21041,-
3263,his-tRNA,STMMW_21051,-
3264,his-tRNA,STMMW_21061,-
3265,his-tRNA,STMMW_21071,-
3266,his-tRNA,STMMW_21081,-
3267,his-tRNA,STMMW_21091,-
3268,hprR,STMMW_05101,-
3269,hprR,STMMW_05111,-
3270,hprR,STMMW_05121,-
3271,hprR,STMMW_05131,-
3272,hprR,STMMW_05141,-
3275,hprR,STMMW_04201,+
3279,hprR,STMMW_11071,+
3292,hypT,STMMW_02511,+
3293,hypT,STMMW_02521,+
3294,hypT,STMMW_02531,+
3295,hypT,STMMW_07971,+
3296,hypT,STMMW_07981,+
3297,hypT,STMMW_29091,+
3298,hypT,STMMW_40651,+
3299,hypT,STMMW_40661,+
3305,iclR,STMMW_41321,-
3306,iclR,STMMW_41331,-
3307,iclR,STMMW_41341,-
3308,iclR,STMMW_41361,-
3309,idnR,STMMW_35311,-
3310,idnR,STMMW_44271,+
3311,idnR,STMMW_44281,+
3312,idnR,STMMW_44291,+
3313,idnR,STMMW_44301,+
3314,idnR,STMMW_44311,+
3315,idnR,STMMW_35301,-
3316,ihf,STMMW_00681,+-
3317,ihf,STMMW_00691,+-
3318,ihf,STMMW_00921,+
3319,ihf,STMMW_01751,+
3320,ihf,STMMW_01761,-
3321,ihf,STMMW_07871,+
3322,ihf,STMMW_07931,-
3323,ihf,STMMW_07941,-
3324,ihf,STMMW_07951,-
3325,ihf,STMMW_07961,-
3326,ihf,STMMW_08791,+
3327,ihf,STMMW_08801,+
3328,ihf,STMMW_08811,+
3329,ihf,STMMW_08821,+
3330,ihf,STMMW_09761,-
3331,ihf,STMMW_09771,-
3332,ihf,STMMW_09781,-
3333,ihf,STMMW_09841,+
3334,ihf,STMMW_09851,+
3335,ihf,STMMW_09931,-
3342,ihf,STMMW_11471,+
3343,ihf,STMMW_11481,+
3344,ihf,STMMW_11491,+
3345,ihf,STMMW_11501,+
3346,ihf,STMMW_12201,-
3347,ihf,STMMW_17691,+
3348,ihf,STMMW_17681,+
3349,ihf,STMMW_17671,+
3350,ihf,STMMW_17571,+
3351,ihf,STMMW_17561,+
3352,ihf,STMMW_17551,+
3353,ihf,STMMW_17541,+
3354,ihf,STMMW_17531,+
3355,ihf,STMMW_16851,+
3356,ihf,STMMW_16841,+
3357,ihf,STMMW_16831,+
3358,ihf,STMMW_16821,+
3359,ihf,STMMW_16811,+
3360,ihf,STMMW_16561,+
3373,ihf,STMMW_15601,+
3376,ihf,STMMW_14341,-
3377,ihf,STMMW_13801,+
3378,ihf,STMMW_13791,+
3379,ihf,STMMW_13781,+
3380,ihf,STMMW_13771,+
3381,ihf,STMMW_13761,+
3382,ihf,STMMW_13751,+
3383,ihf,STMMW_13461,-
3384,ihf,STMMW_13181,-
3387,ihf,STMMW_19191,-
3388,ihf,STMMW_19331,-
3389,ihf,STMMW_19341,-
3390,ihf,STMMW_19351,-
3392,ihf,STMMW_22921,-
3397,ihf,STMMW_23061,-
3398,ihf,STMMW_23071,-
3399,ihf,STMMW_23391,-
3400,ihf,STMMW_23401,-
3401,ihf,STMMW_23411,-
3403,ihf,STMMW_23421,-
3404,ihf,STMMW_23431,-
3405,ihf,STMMW_23441,-
3406,ihf,STMMW_23451,-
3407,ihf,STMMW_23461,-
3408,ihf,STMMW_23471,-
3409,ihf,STMMW_23481,-
3410,ihf,STMMW_23491,-
3411,ihf,STMMW_23501,-
3412,ihf,STMMW_24691,-
3413,ihf,STMMW_24701,-
3414,ihf,STMMW_26571,-
3415,ihf,STMMW_26581,-
3416,ihf,STMMW_26591,-
3417,ihf,STMMW_26601,-
3418,ihf,STMMW_27761,+
3419,ihf,STMMW_27771,+
3420,ihf,STMMW_27781,+
3421,ihf,STMMW_28021,+-
3422,ihf,STMMW_28031,+-
3423,ihf,STMMW_28071,+
3424,ihf,STMMW_28081,+
3425,ihf,STMMW_28091,+
3426,ihf,STMMW_28101,+
3427,ihf,STMMW_28111,+
3428,ihf,STMMW_28121,+
3429,ihf,STMMW_28131,+
3430,ihf,STMMW_28141,+
3431,ihf,STMMW_28151,+
3432,ihf,STMMW_28161,+
3433,ihf,STMMW_28171,+
3434,ihf,STMMW_28181,+
3435,ihf,STMMW_28191,+
3436,ihf,STMMW_28201,+
3437,ihf,STMMW_28211,+
3438,ihf,STMMW_29091,+
3439,ihf,STMMW_29101,+
3440,ihf,STMMW_29111,+
3445,ihf,STMMW_32191,?
3447,ihf,STMMW_32411,+
3448,ihf,STMMW_32421,+
3449,ihf,STMMW_32431,+
3450,ihf,STMMW_32441,+
3451,ihf,STMMW_32451,+
3452,ihf,STMMW_32791,-
3457,ihf,STMMW_33821,+
3458,ihf,STMMW_33831,+
3459,ihf,STMMW_34651,+-
3460,ihf,STMMW_34661,+-
3461,ihf,STMMW_34671,+-
3462,ihf,STMMW_34681,+-
3463,ihf,STMMW_34911,-
3464,ihf,STMMW_34921,-
3465,ihf,STMMW_35091,+
3466,ihf,STMMW_35571,+
3467,ihf,STMMW_35791,-
3468,ihf,STMMW_35801,+
3469,ihf,STMMW_36171,+
3470,ihf,STMMW_36181,+
3471,ihf,STMMW_36191,+
3472,ihf,STMMW_36201,+
3473,ihf,STMMW_36211,+
3474,ihf,STMMW_36551,-
3475,ihf,STMMW_36561,+
3476,ihf,STMMW_36571,+
3477,ihf,STMMW_36591,+
3478,ihf,STMMW_36601,+
3479,ihf,STMMW_36611,+
3480,ihf,STMMW_36621,+
3481,ihf,STMMW_36631,+
3482,ihf,STMMW_36641,+
3483,ihf,STMMW_36651,+
3484,ihf,STMMW_37981,+
3485,ihf,STMMW_38381,+
3486,ihf,STMMW_38391,+
3487,ihf,STMMW_38401,+
3488,ihf,STMMW_38411,+
3489,ihf,STMMW_38421,+
3491,ihf,STMMW_38771,+-
3492,ihf,STMMW_38781,+-
3493,ihf,STMMW_38791,+-
3494,ihf,STMMW_38801,+-
3495,ihf,STMMW_40201,-
3496,ihf,STMMW_41321,+
3497,ihf,STMMW_41331,+
3498,ihf,STMMW_41341,+
3499,ihf,STMMW_41711,+
3500,ihf,STMMW_41721,+
3501,ihf,STMMW_41731,+
3502,ihf,STMMW_41741,+
3503,ihf,STMMW_41831,-
3504,ihf,STMMW_41841,-
3505,ihf,STMMW_41941,+
3506,ihf,STMMW_42241,-
3507,ihf,STMMW_42251,-
3508,ihf,STMMW_42261,-
3509,ihf,STMMW_42281,+-
3510,ihf,STMMW_42291,+-
3511,ihf,STMMW_42301,+-
3512,ihf,STMMW_42311,+-
3515,ihf,STMMW_42331,+-
3517,ihf,STMMW_43261,-
3518,ihf,STMMW_43271,-
3519,ihf,STMMW_43281,-
3520,ihf,STMMW_43291,-
3521,ihf,STMMW_43301,-
3522,ihf,STMMW_43311,-
3523,ihf,STMMW_43321,-
3524,ihf,STMMW_07731,+
3532,ihf,STMMW_45041,-
3535,ihf,STMMW_32401,+
3536,ihf,STMMW_35081,+
3538,ile-tRNA,STMMW_00011,-
3539,ile-tRNA,STMMW_00021,-
3540,ile-tRNA,STMMW_00031,-
3541,ile-tRNA,STMMW_38771,-
3542,ile-tRNA,STMMW_38781,-
3543,ile-tRNA,STMMW_38791,-
3544,ile-tRNA,STMMW_38801,-
3548,ilvY,STMMW_38831,-
3549,ilvY,STMMW_38841,+
3550,iscR,STMMW_02101,-
3551,iscR,STMMW_17781,-
3552,iscR,STMMW_17791,-
3553,iscR,STMMW_17801,-
3554,iscR,STMMW_17811,-
3555,iscR,STMMW_17821,-
3556,iscR,STMMW_17831,-
3557,iscR,STMMW_13801,+
3558,iscR,STMMW_13791,+
3559,iscR,STMMW_13781,+
3560,iscR,STMMW_13771,+
3561,iscR,STMMW_13761,+
3562,iscR,STMMW_13751,+
3563,iscR,STMMW_13521,+
3564,iscR,STMMW_22801,-
3565,iscR,STMMW_22811,-
3566,iscR,STMMW_22821,-
3567,iscR,STMMW_22831,-
3568,iscR,STMMW_22841,-
3569,iscR,STMMW_22851,-
3570,iscR,STMMW_22861,-
3571,iscR,STMMW_25581,-
3572,iscR,STMMW_25591,-
3573,iscR,STMMW_25601,-
3574,iscR,STMMW_25611,-
3577,iscR,STMMW_27721,+
3578,iscR,STMMW_27731,+
3579,iscR,STMMW_27741,+
3580,iscR,STMMW_27751,+
3581,iscR,STMMW_35011,-
3582,kdgR,STMMW_18651,-
3583,kdgR,STMMW_18661,-
3584,kdpE,STMMW_07621,+
3585,kdpE,STMMW_07631,+
3586,kdpE,STMMW_07641,+
3591,leu-tRNA,STMMW_01161,-
3592,leu-tRNA,STMMW_01171,-
3593,leu-tRNA,STMMW_01181,-
3594,leu-tRNA,STMMW_01191,-
3595,leu-tRNA,STMMW_37841,-
3596,leu-tRNA,STMMW_37851,-
3597,leu-tRNA,STMMW_38771,-
3598,leu-tRNA,STMMW_38781,-
3599,leu-tRNA,STMMW_38791,-
3600,leu-tRNA,STMMW_38801,-
3604,leuO,STMMW_01161,+
3605,leuO,STMMW_01171,+
3606,leuO,STMMW_01181,+
3607,leuO,STMMW_01191,+
3608,leuO,STMMW_01201,+
3609,leuO,STMMW_01211,+-
3610,leuO,STMMW_29001,+
3611,leuO,STMMW_29011,+
3612,leuO,STMMW_29021,+
3614,leuO,STMMW_29041,+
3620,leuO,STMMW_25741,-
3621,leuO,STMMW_44931,+
3622,leuO,STMMW_44941,+
3623,lexA,STMMW_01021,-
3624,lexA,STMMW_01271,-
3625,lexA,STMMW_01281,-
3626,lexA,STMMW_01291,-
3627,lexA,STMMW_01301,-
3628,lexA,STMMW_01311,-
3629,lexA,STMMW_01321,-
3630,lexA,STMMW_01331,-
3631,lexA,STMMW_01341,-
3632,lexA,STMMW_01351,-
3633,lexA,STMMW_01361,-
3634,lexA,STMMW_01371,-
3635,lexA,STMMW_01381,-
3636,lexA,STMMW_01391,-
3637,lexA,STMMW_01401,-
3638,lexA,STMMW_35061,-
3639,lexA,STMMW_35071,-
3640,lexA,STMMW_03241,-
3643,lexA,STMMW_36431,-
3644,lexA,STMMW_07531,-
3645,lexA,STMMW_07661,-
3646,lexA,STMMW_08501,-
3647,lexA,STMMW_08731,-
3648,lexA,STMMW_08741,-
3650,lexA,STMMW_10841,-
3651,lexA,STMMW_11701,-
3652,lexA,STMMW_19781,-
3653,lexA,STMMW_19761,-
3654,lexA,STMMW_13281,-
3655,lexA,STMMW_13161,-
3656,lexA,STMMW_18631,-
3657,lexA,STMMW_18751,-
3658,lexA,STMMW_18761,-
3659,lexA,STMMW_19251,-
3660,lexA,STMMW_19261,-
3661,lexA,STMMW_20911,-
3662,lexA,STMMW_26981,-
3663,lexA,STMMW_27901,-
3664,lexA,STMMW_27911,-
3665,lexA,STMMW_29541,-
3666,lexA,STMMW_29551,-
3667,lexA,STMMW_29561,-
3668,lexA,STMMW_31701,-
3669,lexA,STMMW_31711,-
3670,lexA,STMMW_31721,-
3673,lexA,STMMW_39221,-
3674,lexA,STMMW_39291,-
3675,lexA,STMMW_41871,-
3676,lexA,STMMW_41881,-
3677,lexA,STMMW_42041,-
3678,lexA,STMMW_42061,-
3679,lexA,STMMW_44691,-
3682,lexA,STMMW_37871,-
3683,lldR,STMMW_36801,+-
3684,lldR,STMMW_36811,+-
3685,lldR,STMMW_36821,+-
3686,lrhA,STMMW_01211,+
3689,lrhA,STMMW_23521,+
3692,lrp,STMMW_00011,+-
3693,lrp,STMMW_00021,+-
3694,lrp,STMMW_00031,+-
3695,lrp,STMMW_01161,+-
3696,lrp,STMMW_01171,+-
3697,lrp,STMMW_01181,+-
3698,lrp,STMMW_01191,+-
3699,lrp,STMMW_01201,+-
3700,lrp,STMMW_01221,+-
3701,lrp,STMMW_01231,+-
3702,lrp,STMMW_01371,-
3703,lrp,STMMW_01381,-
3704,lrp,STMMW_01391,-
3706,lrp,STMMW_04091,+-
3707,lrp,STMMW_03271,+-
3712,lrp,STMMW_04691,-
3713,lrp,STMMW_04701,+-
3714,lrp,STMMW_04871,+-
3715,lrp,STMMW_04881,+-
3716,lrp,STMMW_24161,+-
3717,lrp,STMMW_08111,+-
3718,lrp,STMMW_08121,+-
3719,lrp,STMMW_08631,+-
3720,lrp,STMMW_08641,+-
3721,lrp,STMMW_08651,+-
3722,lrp,STMMW_08751,+-
3723,lrp,STMMW_09281,+-
3724,lrp,STMMW_09291,+-
3725,lrp,STMMW_09301,+-
3726,lrp,STMMW_09311,+-
3727,lrp,STMMW_09381,+-
3728,lrp,STMMW_09391,+-
3729,lrp,STMMW_09401,+-
3730,lrp,STMMW_09411,+-
3731,lrp,STMMW_09451,+-
3732,lrp,STMMW_09711,-
3733,lrp,STMMW_09801,+-
3734,lrp,STMMW_09881,+-
3735,lrp,STMMW_09891,+-
3736,lrp,STMMW_10091,+-
3737,lrp,STMMW_11721,+-
3738,lrp,STMMW_12261,+-
3739,lrp,STMMW_12271,+-
3740,lrp,STMMW_12281,+-
3741,lrp,STMMW_12291,+-
3743,lrp,STMMW_17951,+-
3744,lrp,STMMW_17941,+-
3748,lrp,STMMW_17441,+-
3749,lrp,STMMW_17411,+-
3750,lrp,STMMW_17401,+-
3751,lrp,STMMW_17391,+-
3752,lrp,STMMW_17381,+-
3753,lrp,STMMW_17371,+-
3754,lrp,STMMW_17111,+-
3755,lrp,STMMW_17001,+-
3756,lrp,STMMW_16781,+-
3757,lrp,STMMW_16571,+-
3758,lrp,STMMW_15581,+-
3759,lrp,STMMW_00361,-
3760,lrp,STMMW_14771,+-
3762,lrp,STMMW_14551,+-
3763,lrp,STMMW_13141,+-
3764,lrp,STMMW_13131,+-
3765,lrp,STMMW_13121,+-
3766,lrp,STMMW_13111,+-
3767,lrp,STMMW_13101,+-
3768,lrp,STMMW_12761,+-
3769,lrp,STMMW_18181,+-
3770,lrp,STMMW_19191,+-
3778,lrp,STMMW_22321,+
3780,lrp,STMMW_22451,+-
3781,lrp,STMMW_22801,+-
3782,lrp,STMMW_22811,+-
3783,lrp,STMMW_22821,+-
3784,lrp,STMMW_22831,+-
3785,lrp,STMMW_22841,+-
3786,lrp,STMMW_22851,+-
3787,lrp,STMMW_22861,+-
3788,lrp,STMMW_22871,+-
3790,lrp,STMMW_22881,+
3791,lrp,STMMW_22921,-
3792,lrp,STMMW_23521,+-
3793,lrp,STMMW_23531,+-
3794,lrp,STMMW_23611,+-
3795,lrp,STMMW_24101,+
3796,lrp,STMMW_24111,+
3797,lrp,STMMW_24121,+-
3800,lrp,STMMW_25141,-
3801,lrp,STMMW_25151,-
3802,lrp,STMMW_25161,-
3803,lrp,STMMW_25171,-
3804,lrp,STMMW_25191,+-
3805,lrp,STMMW_25701,+-
3806,lrp,STMMW_27561,+
3807,lrp,STMMW_27571,+
3808,lrp,STMMW_27581,+
3809,lrp,STMMW_27591,+
3810,lrp,STMMW_27601,+
3811,lrp,STMMW_27661,+-
3812,lrp,STMMW_27671,+
3813,lrp,STMMW_29331,+-
3814,lrp,STMMW_29341,+-
3815,lrp,STMMW_29811,+-
3816,lrp,STMMW_30131,+
3817,lrp,STMMW_30141,+
3818,lrp,STMMW_30151,+
3819,lrp,STMMW_30211,-
3820,lrp,STMMW_30221,+-
3821,lrp,STMMW_30271,+
3822,lrp,STMMW_30511,+-
3823,lrp,STMMW_30671,+-
3824,lrp,STMMW_32191,-
3825,lrp,STMMW_32261,+-
3827,lrp,STMMW_32411,+-
3828,lrp,STMMW_32421,+-
3829,lrp,STMMW_32431,+-
3830,lrp,STMMW_32441,+-
3831,lrp,STMMW_32451,+-
3832,lrp,STMMW_32791,+-
3836,lrp,STMMW_33591,+-
3837,lrp,STMMW_35051,+
3839,lrp,STMMW_35331,+-
3840,lrp,STMMW_35491,-
3841,lrp,STMMW_35501,-
3842,lrp,STMMW_35511,-
3843,lrp,STMMW_35521,-
3844,lrp,STMMW_35531,-
3845,lrp,STMMW_35561,-
3846,lrp,STMMW_35811,+-
3848,lrp,STMMW_15571,-
3850,lrp,STMMW_35981,+-
3851,lrp,STMMW_36171,+-
3852,lrp,STMMW_36181,+-
3853,lrp,STMMW_36191,+-
3854,lrp,STMMW_36201,+-
3855,lrp,STMMW_36211,+-
3856,lrp,STMMW_36531,+-
3857,lrp,STMMW_36971,+-
3858,lrp,STMMW_36981,+-
3859,lrp,STMMW_37841,+-
3860,lrp,STMMW_37851,+-
3861,lrp,STMMW_37852,+-
3862,lrp,STMMW_37891,+-
3866,lrp,STMMW_38771,+-
3867,lrp,STMMW_38781,+-
3868,lrp,STMMW_38791,+-
3869,lrp,STMMW_38801,+-
3870,lrp,STMMW_41321,+-
3871,lrp,STMMW_41331,+-
3872,lrp,STMMW_41341,+-
3873,lrp,STMMW_41901,+-
3874,lrp,STMMW_42001,+-
3875,lrp,STMMW_42511,+-
3876,lrp,STMMW_42521,+-
3878,lrp,STMMW_25761,+
3879,lrp,STMMW_25751,+
3880,lrp,STMMW_42741,+-
3881,lrp,STMMW_42751,+-
3882,lrp,STMMW_42931,+-
3884,lrp,STMMW_43421,+-
3895,lrp,STMMW_45041,+-
3896,lrp,STMMW_45211,+-
3897,lrp,STMMW_45221,+-
3898,lrp,STMMW_32401,+-
3900,lsrR,STMMW_40371,-
3901,lsrR,STMMW_40381,-
3902,lsrR,STMMW_40391,-
3903,lsrR,STMMW_40401,-
3904,lsrR,STMMW_40411,-
3905,lsrR,STMMW_40421,-
3906,lsrR,STMMW_40431,-
3907,lsrR,STMMW_40441,-
3909,lysR,STMMW_29751,+
3910,lysR,STMMW_29761,-
3913,malI,STMMW_15521,-
3914,malT,STMMW_04711,+
3915,malT,STMMW_35031,+
3916,malT,STMMW_35041,+
3917,malT,STMMW_36521,+
3918,malT,STMMW_41761,+
3919,malT,STMMW_41771,+
3920,malT,STMMW_41781,+
3921,malT,STMMW_41791,+
3922,malT,STMMW_41811,+
3923,malT,STMMW_41821,+
3924,manganese,STMMW_18261,+
3925,marA,STMMW_05301,+
3928,marA,STMMW_06431,+
3930,marA,STMMW_09241,+
3931,marA,STMMW_09251,+
3932,marA,STMMW_09261,+
3933,marA,STMMW_09271,+
3934,marA,STMMW_09481,+
3935,marA,STMMW_10761,+
3936,marA,STMMW_10771,+
3937,marA,STMMW_10781,+
3938,marA,STMMW_11331,+
3939,marA,STMMW_17071,+
3941,marA,STMMW_15811,+
3945,marA,STMMW_14701,+
3946,marA,STMMW_18671,+
3947,marA,STMMW_22351,+
3949,marA,STMMW_25291,+
3950,marA,STMMW_31461,+
3951,marA,STMMW_31471,+
3952,marA,STMMW_31481,+
3953,marA,STMMW_33081,+
3954,marA,STMMW_33091,+
3955,marA,STMMW_33101,+
3956,marA,STMMW_33111,+
3957,marA,STMMW_33121,+
3961,marA,STMMW_15571,-
3963,marA,STMMW_37041,+
3964,marA,STMMW_37051,+
3965,marA,STMMW_40201,+
3966,marA,STMMW_40491,+
3967,marA,STMMW_43101,-
3968,marA,STMMW_45291,-
3975,matA,STMMW_19331,-
3976,matA,STMMW_19341,-
3977,matA,STMMW_19351,-
3978,matA,STMMW_27381,-
3979,mazE,STMMW_29171,-
3982,mazE;mazF,STMMW_29171,-
3986,mcbR,STMMW_17251,+
3987,mcbR,STMMW_17241,+
3989,melR,STMMW_42481,+-
3990,melR,STMMW_42491,+-
3991,melR,STMMW_42501,+-
3992,metJ,STMMW_02511,-
3993,metJ,STMMW_02521,-
3994,metJ,STMMW_02531,-
3995,metJ,STMMW_06731,-
3996,metJ,STMMW_06741,-
3997,metJ,STMMW_22241,-
3998,metJ,STMMW_22251,-
3999,metJ,STMMW_30511,-
4000,metJ,STMMW_31211,-
4001,metJ,STMMW_39351,-
4002,metJ,STMMW_39361,-
4003,metJ,STMMW_40651,-
4004,metJ,STMMW_40661,-
4005,metJ,STMMW_40711,-
4006,metJ,STMMW_41311,-
4007,metR,STMMW_25721,+-
4008,metR,STMMW_25731,+
4009,metR,STMMW_39351,-
4010,metR,STMMW_39361,+
4011,metR,STMMW_41371,+
4015,mhpR,STMMW_11151,+
4018,mlc,STMMW_12121,-
4019,mlc,STMMW_14891,-
4020,mlc,STMMW_14881,-
4021,mlc,STMMW_18221,-
4022,mlc,STMMW_18231,-
4023,mlc,STMMW_18241,-
4024,mlc,STMMW_24501,-
4025,mlc,STMMW_24511,-
4026,mlc,STMMW_24521,-
4027,mlc,STMMW_35051,-
4028,mlrA,STMMW_11471,+
4029,mlrA,STMMW_11481,+
4030,mlrA,STMMW_11491,+
4031,mlrA,STMMW_11501,+
4032,mlrA,STMMW_33001,+
4034,mlrA,STMMW_33021,+
4035,mlrA,STMMW_33031,+
4036,mlrA,STMMW_33071,+
4037,mlrA,STMMW_25741,+
4038,mngR,STMMW_37741,-
4041,mntR,STMMW_08821,-
4042,mntR,STMMW_18261,+
4043,mntR,STMMW_24321,-
4045,modE,STMMW_08331,-
4046,modE,STMMW_08341,-
4047,modE,STMMW_08351,-
4048,modE,STMMW_08541,+
4049,modE,STMMW_08551,+
4050,modE,STMMW_08561,+
4051,modE,STMMW_08571,+
4052,modE,STMMW_08581,+
4053,modE,STMMW_09761,-
4054,modE,STMMW_09771,-
4055,modE,STMMW_09781,-
4056,modE,STMMW_17591,+
4057,modE,STMMW_17581,+
4058,modE,STMMW_17411,-
4059,modE,STMMW_17401,-
4060,modE,STMMW_17391,-
4061,modE,STMMW_17381,-
4062,modE,STMMW_17371,-
4063,modE,STMMW_38021,+
4064,modE,STMMW_22782,+
4065,modE,STMMW_22783,+
4066,modE,STMMW_22784,+
4068,modE,STMMW_22785,+
4069,modE,STMMW_22786,+
4071,modE,STMMW_22801,+
4072,modE,STMMW_22811,+
4073,modE,STMMW_22821,+
4074,modE,STMMW_22831,+
4075,modE,STMMW_22841,+
4076,modE,STMMW_22851,+
4077,modE,STMMW_22861,+
4078,modE,STMMW_28071,+
4079,modE,STMMW_28081,+
4080,modE,STMMW_28091,+
4081,modE,STMMW_28101,+
4082,modE,STMMW_28111,+
4083,modE,STMMW_28121,+
4084,modE,STMMW_28131,+
4085,modE,STMMW_28141,+
4086,modE,STMMW_28151,+
4087,modE,STMMW_45091,-
4088,modE,STMMW_45101,-
4089,modE,STMMW_45111,-
4090,modE,STMMW_45121,-
4091,molybdopterin,STMMW_08541,-
4092,molybdopterin,STMMW_08551,-
4093,molybdopterin,STMMW_08561,-
4094,molybdopterin,STMMW_08571,-
4095,molybdopterin,STMMW_08581,-
4098,mprA,STMMW_27801,-
4099,mprA,STMMW_27811,-
4100,mprA,STMMW_27821,-
4101,mqsA,STMMW_09561,-
4102,mqsA,STMMW_11471,-
4103,mqsA,STMMW_11481,-
4104,mqsA,STMMW_11491,-
4105,mqsA,STMMW_11501,-
4106,mqsA,STMMW_28871,-
4109,mraZ,STMMW_01251,-
4110,mraZ,STMMW_01261,-
4111,mraZ,STMMW_01271,-
4112,mraZ,STMMW_01281,-
4113,mraZ,STMMW_01291,-
4114,mraZ,STMMW_01301,-
4115,mraZ,STMMW_01311,-
4116,mraZ,STMMW_01321,-
4117,mraZ,STMMW_01331,-
4118,mraZ,STMMW_01341,-
4119,mraZ,STMMW_01351,-
4120,mraZ,STMMW_01361,-
4121,mraZ,STMMW_01371,-
4122,mraZ,STMMW_01381,-
4123,mraZ,STMMW_01391,-
4124,mraZ,STMMW_01401,-
4125,mraZ,STMMW_38591,-
4127,murR,STMMW_25871,-
4128,murR,STMMW_25861,-
4130,nac,STMMW_00701,?
4131,nac,STMMW_01161,?
4132,nac,STMMW_01171,?
4133,nac,STMMW_01181,?
4134,nac,STMMW_01191,?
4135,nac,STMMW_01201,?
4136,nac,STMMW_02081,?
4137,nac,STMMW_02161,?
4139,nac,STMMW_02191,?
4140,nac,STMMW_02201,?
4141,nac,STMMW_02211,?
4142,nac,STMMW_02221,?
4143,nac,STMMW_02231,?
4144,nac,STMMW_02571,?
4149,nac,STMMW_36431,?
4150,nac,STMMW_33321,+
4151,nac,STMMW_33331,+
4156,nac,STMMW_04481,?
4157,nac,STMMW_04491,?
4158,nac,STMMW_04501,?
4159,nac,STMMW_04851,?
4160,nac,STMMW_04861,?
4161,nac,STMMW_04871,?
4162,nac,STMMW_04881,?
4163,nac,STMMW_04891,?
4164,nac,STMMW_04901,?
4165,nac,STMMW_05571,?
4166,nac,STMMW_05621,?
4167,nac,STMMW_05861,?
4169,nac,STMMW_05931,?
4170,nac,STMMW_06031,?
4171,nac,STMMW_06041,?
4172,nac,STMMW_06051,?
4174,nac,STMMW_24161,?
4176,nac,STMMW_06481,?
4177,nac,STMMW_06791,?
4178,nac,STMMW_06801,?
4179,nac,STMMW_07081,?
4180,nac,STMMW_07101,?
4181,nac,STMMW_07111,?
4182,nac,STMMW_07121,?
4183,nac,STMMW_07131,?
4185,nac,STMMW_07331,?
4186,nac,STMMW_07341,?
4189,nac,STMMW_07661,?
4190,nac,STMMW_07871,?
4191,nac,STMMW_07891,?
4192,nac,STMMW_07901,?
4193,nac,STMMW_07911,?
4194,nac,STMMW_07921,?
4195,nac,STMMW_07931,?
4196,nac,STMMW_07941,?
4197,nac,STMMW_07951,?
4198,nac,STMMW_07961,?
4199,nac,STMMW_07971,?
4200,nac,STMMW_07981,?
4201,nac,STMMW_08011,?
4202,nac,STMMW_08021,?
4203,nac,STMMW_08031,?
4205,nac,STMMW_08051,?
4206,nac,STMMW_08061,?
4207,nac,STMMW_08071,?
4208,nac,STMMW_31261,?
4209,nac,STMMW_08541,?
4210,nac,STMMW_08551,?
4211,nac,STMMW_08561,?
4212,nac,STMMW_08571,?
4213,nac,STMMW_08581,?
4214,nac,STMMW_08771,?
4215,nac,STMMW_09151,?
4216,nac,STMMW_09431,?
4217,nac,STMMW_09441,?
4218,nac,STMMW_09651,?
4219,nac,STMMW_09701,?
