,regulator,gene_id,effect
4220,nac,STMMW_09711,?
4221,nac,STMMW_09761,?
4222,nac,STMMW_09771,?
4223,nac,STMMW_09781,?
4226,nac,STMMW_00221,?
4228,nac,STMMW_00241,?
4229,nac,STMMW_00251,?
4230,nac,STMMW_00261,?
4231,nac,STMMW_10741,?
4232,nac,STMMW_10751,?
4233,nac,STMMW_10831,?
4234,nac,STMMW_38071,?
4235,nac,STMMW_38061,?
4236,nac,STMMW_38051,?
4237,nac,STMMW_11281,?
4238,nac,STMMW_11291,?
4240,nac,STMMW_11081,?
4252,nac,STMMW_11621,?
4253,nac,STMMW_12071,?
4254,nac,STMMW_12081,?
4255,nac,STMMW_12091,?
4256,nac,STMMW_12101,?
4257,nac,STMMW_12111,?
4258,nac,STMMW_12241,?
4259,nac,STMMW_12261,?
4260,nac,STMMW_12271,?
4261,nac,STMMW_12281,?
4263,nac,STMMW_17991,?
4265,nac,STMMW_17571,?
4266,nac,STMMW_17411,?
4267,nac,STMMW_17401,?
4268,nac,STMMW_17391,?
4269,nac,STMMW_17381,?
4270,nac,STMMW_17371,?
4273,nac,STMMW_16551,?
4278,nac,STMMW_16541,?
4281,nac,STMMW_26061,?
4284,nac,STMMW_16191,?
4289,nac,STMMW_15921,+
4290,nac,STMMW_15841,?
4297,nac,STMMW_15941,?
4299,nac,STMMW_15211,?
4303,nac,STMMW_15141,?
4308,nac,STMMW_15031,?
4309,nac,STMMW_15021,?
4310,nac,STMMW_14991,?
4311,nac,STMMW_14981,?
4313,nac,STMMW_14961,?
4314,nac,STMMW_14951,?
4315,nac,STMMW_14801,?
4316,nac,STMMW_14791,?
4318,nac,STMMW_15521,?
4319,nac,STMMW_14551,?
4320,nac,STMMW_14301,?
4321,nac,STMMW_13671,?
4322,nac,STMMW_13661,?
4323,nac,STMMW_13651,?
4324,nac,STMMW_13641,?
4325,nac,STMMW_13631,?
4326,nac,STMMW_13511,?
4327,nac,STMMW_13461,?
4328,nac,STMMW_13451,?
4329,nac,STMMW_13441,?
4331,nac,STMMW_13431,?
4332,nac,STMMW_13421,?
4333,nac,STMMW_13411,?
4334,nac,STMMW_13401,?
4335,nac,STMMW_13331,?
4336,nac,STMMW_13061,-
4337,nac,STMMW_18291,?
4339,nac,STMMW_18321,?
4340,nac,STMMW_18541,?
4341,nac,STMMW_18551,?
4342,nac,STMMW_18561,?
4343,nac,STMMW_18731,?
4344,nac,STMMW_18741,?
4345,nac,STMMW_18851,?
4346,nac,STMMW_18861,?
4347,nac,STMMW_19101,?
4350,nac,STMMW_19141,?
4351,nac,STMMW_19291,?
4353,nac,STMMW_02181,?
4354,nac,STMMW_07501,-
4355,nac,STMMW_20471,?
4356,nac,STMMW_20481,?
4357,nac,STMMW_20491,?
4358,nac,STMMW_20981,?
4359,nac,STMMW_21111,?
4361,nac,STMMW_21251,?
4362,nac,STMMW_21261,?
4363,nac,STMMW_21331,?
4364,nac,STMMW_21341,?
4365,nac,STMMW_21351,?
4366,nac,STMMW_21361,?
4367,nac,STMMW_21371,?
4369,nac,STMMW_21401,?
4370,nac,STMMW_21411,?
4371,nac,STMMW_21421,?
4372,nac,STMMW_21431,?
4373,nac,STMMW_21441,?
4374,nac,STMMW_21451,?
4375,nac,STMMW_21481,?
4376,nac,STMMW_21491,?
4377,nac,STMMW_21501,?
4378,nac,STMMW_21511,?
4381,nac,STMMW_32611,?
4383,nac,STMMW_32591,?
4384,nac,STMMW_32581,?
4385,nac,STMMW_32571,?
4386,nac,STMMW_21981,?
4387,nac,STMMW_21991,?
4389,nac,STMMW_22201,?
4390,nac,STMMW_22211,?
4391,nac,STMMW_22221,?
4392,nac,STMMW_22321,?
4393,nac,STMMW_22451,?
4394,nac,STMMW_22511,?
4395,nac,STMMW_38021,?
4396,nac,STMMW_22782,?
4397,nac,STMMW_22783,?
4398,nac,STMMW_22784,?
4400,nac,STMMW_22785,?
4401,nac,STMMW_22786,?
4403,nac,STMMW_22801,?
4404,nac,STMMW_22811,?
4405,nac,STMMW_22821,?
4406,nac,STMMW_22831,?
4407,nac,STMMW_22841,?
4408,nac,STMMW_22851,?
4409,nac,STMMW_22861,?
4410,nac,STMMW_22881,?
4411,nac,STMMW_23061,?
4412,nac,STMMW_23071,?
4413,nac,STMMW_23581,?
4414,nac,STMMW_23891,?
4415,nac,STMMW_23901,?
4416,nac,STMMW_23911,?
4417,nac,STMMW_23921,?
4418,nac,STMMW_24021,?
4419,nac,STMMW_24031,?
4420,nac,STMMW_24041,?
4421,nac,STMMW_24051,?
4422,nac,STMMW_24061,?
4423,nac,STMMW_24071,?
4424,nac,STMMW_02071,?
4425,nac,STMMW_02061,?
4426,nac,STMMW_02051,?
4427,nac,STMMW_02041,?
4428,nac,STMMW_02031,?
4434,nac,STMMW_24321,?
4435,nac,STMMW_24331,+
4436,nac,STMMW_24381,?
4437,nac,STMMW_24571,?
4454,nac,STMMW_25701,?
4455,nac,STMMW_25981,?
4456,nac,STMMW_25991,?
4457,nac,STMMW_26801,?
4458,nac,STMMW_26831,?
4459,nac,STMMW_26841,?
4460,nac,STMMW_27001,?
4461,nac,STMMW_27011,?
4463,nac,STMMW_27561,?
4464,nac,STMMW_27571,?
4465,nac,STMMW_27581,+
4466,nac,STMMW_27591,+
4467,nac,STMMW_27601,+
4468,nac,STMMW_27941,?
4469,nac,STMMW_27951,?
4470,nac,STMMW_27961,?
4471,nac,STMMW_27971,?
4472,nac,STMMW_27981,?
4473,nac,STMMW_27991,?
4474,nac,STMMW_28001,?
4475,nac,STMMW_28701,?
4477,nac,STMMW_29141,?
4478,nac,STMMW_29231,?
4479,nac,STMMW_29241,?
4480,nac,STMMW_29251,?
4481,nac,STMMW_29321,?
4482,nac,STMMW_29751,?
4483,nac,STMMW_29761,?
4484,nac,STMMW_29801,?
4485,nac,STMMW_10131,?
4488,nac,STMMW_30101,?
4489,nac,STMMW_30131,?
4490,nac,STMMW_30141,?
4491,nac,STMMW_30151,?
4492,nac,STMMW_30221,-
4493,nac,STMMW_30271,?
4494,nac,STMMW_30291,?
4495,nac,STMMW_30301,?
4496,nac,STMMW_30311,?
4502,nac,STMMW_30671,?
4503,nac,STMMW_30751,?
4510,nac,STMMW_31411,?
4511,nac,STMMW_31421,?
4512,nac,STMMW_31431,?
4513,nac,STMMW_31441,?
4514,nac,STMMW_31451,?
4518,nac,STMMW_32411,?
4519,nac,STMMW_32421,?
4520,nac,STMMW_32431,?
4521,nac,STMMW_32441,?
4522,nac,STMMW_32451,?
4526,nac,STMMW_32721,?
4527,nac,STMMW_32731,?
4528,nac,STMMW_32741,?
4529,nac,STMMW_32751,?
4530,nac,STMMW_32891,?
4532,nac,STMMW_32911,?
4533,nac,STMMW_32921,?
4534,nac,STMMW_32931,?
4535,nac,STMMW_32971,?
4536,nac,STMMW_33021,?
4537,nac,STMMW_33031,?
4538,nac,STMMW_33041,?
4542,nac,STMMW_33341,?
4543,nac,STMMW_33351,?
4544,nac,STMMW_33361,?
4545,nac,STMMW_33371,?
4546,nac,STMMW_33381,?
4547,nac,STMMW_33651,?
4548,nac,STMMW_33701,?
4549,nac,STMMW_33711,?
4550,nac,STMMW_33721,?
4563,nac,STMMW_34351,?
4564,nac,STMMW_34361,?
4565,nac,STMMW_34901,?
4566,nac,STMMW_34911,?
4567,nac,STMMW_34921,?
4568,nac,STMMW_35671,?
4569,nac,STMMW_35791,?
4573,nac,STMMW_35971,?
4574,nac,STMMW_35981,?
4575,nac,STMMW_36171,?
4576,nac,STMMW_36181,?
4577,nac,STMMW_36191,?
4578,nac,STMMW_36201,?
4579,nac,STMMW_36211,?
4580,nac,STMMW_36351,?
4581,nac,STMMW_36991,?
4582,nac,STMMW_37001,?
4583,nac,STMMW_37011,?
4586,nac,STMMW_37041,?
4587,nac,STMMW_37051,?
4588,nac,STMMW_37061,?
4589,nac,STMMW_37071,?
4590,nac,STMMW_37081,?
4592,nac,STMMW_37101,?
4593,nac,STMMW_37111,?
4594,nac,STMMW_37121,?
4595,nac,STMMW_37291,?
4596,nac,STMMW_37301,?
4597,nac,STMMW_37311,?
4598,nac,STMMW_37321,?
4599,nac,STMMW_37331,?
4600,nac,STMMW_37981,?
4601,nac,STMMW_37991,?
4602,nac,STMMW_38001,?
4603,nac,STMMW_38211,?
4604,nac,STMMW_38221,?
4605,nac,STMMW_38231,?
4606,nac,STMMW_38241,?
4607,nac,STMMW_38251,?
4608,nac,STMMW_38321,?
4609,nac,STMMW_38341,?
4610,nac,STMMW_38351,?
4611,nac,STMMW_38361,?
4612,nac,STMMW_38371,?
4613,nac,STMMW_38581,-
4614,nac,STMMW_38591,-
4615,nac,STMMW_38601,-
4616,nac,STMMW_38611,?
4618,nac,STMMW_38851,?
4619,nac,STMMW_38881,?
4620,nac,STMMW_38931,?
4621,nac,STMMW_38941,?
4622,nac,STMMW_38951,?
4623,nac,STMMW_38961,?
4624,nac,STMMW_38971,?
4626,nac,STMMW_38991,?
4627,nac,STMMW_39001,?
4628,nac,STMMW_39011,?
4629,nac,STMMW_39031,?
4630,nac,STMMW_39041,?
4631,nac,STMMW_39271,?
4632,nac,STMMW_39281,?
4633,nac,STMMW_39351,?
4634,nac,STMMW_39361,?
4635,nac,STMMW_39601,?
4636,nac,STMMW_39611,?
4637,nac,STMMW_39621,?
4639,nac,STMMW_39811,?
4640,nac,STMMW_39821,?
4641,nac,STMMW_40271,?
4642,nac,STMMW_40821,?
4643,nac,STMMW_40841,?
4644,nac,STMMW_41181,?
4645,nac,STMMW_41231,?
4646,nac,STMMW_41381,?
4647,nac,STMMW_41831,?
4648,nac,STMMW_41841,?
4649,nac,STMMW_42001,?
4650,nac,STMMW_42011,?
4651,nac,STMMW_42141,?
4652,nac,STMMW_42341,?
4653,nac,STMMW_42351,?
4654,nac,STMMW_42771,?
4655,nac,STMMW_43021,?
4656,nac,STMMW_43031,?
4657,nac,STMMW_43041,?
4658,nac,STMMW_43051,?
4659,nac,STMMW_43061,?
4660,nac,STMMW_43071,?
4661,nac,STMMW_43081,?
4662,nac,STMMW_43091,?
4663,nac,STMMW_43411,?
4664,nac,STMMW_43471,?
4665,nac,STMMW_43481,?
4666,nac,STMMW_43521,?
4667,nac,STMMW_43531,?
4668,nac,STMMW_43541,?
4669,nac,STMMW_43551,?
4670,nac,STMMW_44041,?
4671,nac,STMMW_44051,?
4673,nac,STMMW_44191,?
4674,nac,STMMW_44961,?
4675,nac,STMMW_45031,?
4676,nac,STMMW_45191,?
4677,nac,STMMW_45201,?
4678,nac,STMMW_42841,?
4689,nac,STMMW_32401,?
4690,nac,STMMW_39021,?
4691,nac,STMMW_44981,?
4695,nadR,STMMW_08081,-
4696,nadR,STMMW_08091,-
4697,nadR,STMMW_10151,-
4698,nadR,STMMW_26611,-
4699,nagC,STMMW_07391,-
4700,nagC,STMMW_07401,-
4701,nagC,STMMW_07411,-
4702,nagC,STMMW_07421,-
4703,nagC,STMMW_07431,-
4704,nagC,STMMW_07451,-
4705,nagC,STMMW_07461,-
4706,nagC,STMMW_11701,-
4708,nagC,STMMW_00361,-
4710,nagC,STMMW_13241,-
4711,nagC,STMMW_13231,-
4712,nagC,STMMW_13221,-
4713,nagC,STMMW_13211,-
4714,nagC,STMMW_13201,-
4715,nagC,STMMW_13191,-
4716,nagC,STMMW_18221,-
4717,nagC,STMMW_18231,-
4718,nagC,STMMW_18241,-
4719,nagC,STMMW_24501,-
4720,nagC,STMMW_24511,-
4721,nagC,STMMW_24521,-
4722,nagC,STMMW_30521,-
4723,nagC,STMMW_34951,?
4724,nagC,STMMW_34961,?
4725,nagC,STMMW_34971,?
4726,nagC,STMMW_38461,+-
4727,nagC,STMMW_38471,+-
4729,nagC,STMMW_11391,-
4730,nagC,STMMW_11401,-
4731,nagC,STMMW_07731,+
4732,nagC,STMMW_45301,-
4733,nagC,STMMW_45311,-
4734,nagC,STMMW_45321,-
4735,nagC,STMMW_45331,-
4736,nanR,STMMW_33341,-
4737,nanR,STMMW_33351,-
4738,nanR,STMMW_33361,-
4739,nanR,STMMW_33371,-
4740,nanR,STMMW_33381,-
4741,nanR,STMMW_11411,-
4742,nanR,STMMW_11421,-
4744,nanR,STMMW_11391,-
4745,nanR,STMMW_11401,-
4746,nanR,STMMW_07731,+
4747,narL,STMMW_00701,-
4748,narL,STMMW_06841,-
4749,narL,STMMW_06851,-
4750,narL,STMMW_06861,-
4751,narL,STMMW_06871,-
4752,narL,STMMW_06881,-
4753,narL,STMMW_06891,-
4754,narL,STMMW_06901,-
4755,narL,STMMW_06911,-
4756,narL,STMMW_08961,+
4757,narL,STMMW_08971,+
4758,narL,STMMW_09481,+
4759,narL,STMMW_09491,+
4760,narL,STMMW_09501,+
4761,narL,STMMW_09681,+
4762,narL,STMMW_09691,+
4763,narL,STMMW_09761,-
4764,narL,STMMW_09771,-
4765,narL,STMMW_09781,-
4766,narL,STMMW_09841,-
4767,narL,STMMW_09851,-
4768,narL,STMMW_17781,-
4769,narL,STMMW_17791,-
4770,narL,STMMW_17801,-
4771,narL,STMMW_17811,-
4772,narL,STMMW_17821,-
4773,narL,STMMW_17831,-
4774,narL,STMMW_38071,-
4775,narL,STMMW_38061,-
4776,narL,STMMW_38051,-
4777,narL,STMMW_17571,+
4778,narL,STMMW_17561,+
4779,narL,STMMW_17551,+
4780,narL,STMMW_17541,+
4781,narL,STMMW_17531,+
4782,narL,STMMW_17441,-
4783,narL,STMMW_17271,-
4784,narL,STMMW_16551,+
4785,narL,STMMW_15651,+
4786,narL,STMMW_15641,+
4787,narL,STMMW_15631,+
4789,narL,STMMW_14991,-
4790,narL,STMMW_14981,-
4792,narL,STMMW_14961,-
4793,narL,STMMW_14951,-
4795,narL,STMMW_20931,-
4796,narL,STMMW_20941,-
4800,narL,STMMW_12781,+
4801,narL,STMMW_12771,+
4802,narL,STMMW_38021,-
4803,narL,STMMW_22782,-
4804,narL,STMMW_22783,-
4805,narL,STMMW_22784,-
4807,narL,STMMW_22785,-
4808,narL,STMMW_22786,-
4810,narL,STMMW_22801,-
4811,narL,STMMW_22811,-
4812,narL,STMMW_22821,-
4813,narL,STMMW_22831,-
4814,narL,STMMW_22841,-
4815,narL,STMMW_22851,-
4816,narL,STMMW_22861,-
4817,narL,STMMW_23391,+
4818,narL,STMMW_23401,+
4819,narL,STMMW_23411,+
4821,narL,STMMW_23421,+
4822,narL,STMMW_23431,+
4823,narL,STMMW_23441,+
4824,narL,STMMW_23451,+
4825,narL,STMMW_23461,+
4826,narL,STMMW_23471,+
4827,narL,STMMW_23481,+
4828,narL,STMMW_23491,+
4829,narL,STMMW_23501,+
4830,narL,STMMW_28021,-
4831,narL,STMMW_28031,-
4832,narL,STMMW_31031,-
4833,narL,STMMW_31041,-
4834,narL,STMMW_31051,-
4835,narL,STMMW_31061,-
4836,narL,STMMW_31071,-
4837,narL,STMMW_31081,-
4838,narL,STMMW_31091,-
4839,narL,STMMW_31101,-
4840,narL,STMMW_34651,+
4841,narL,STMMW_34661,+
4842,narL,STMMW_34671,+
4843,narL,STMMW_34681,+
4849,narL,STMMW_35731,-
4850,narL,STMMW_41831,-
4851,narL,STMMW_41841,-
4852,narL,STMMW_42281,+-
4853,narL,STMMW_42291,+-
4854,narL,STMMW_42301,+-
4855,narL,STMMW_42311,+-
4858,narL,STMMW_42331,+-
4859,narL,STMMW_42361,-
4860,narL,STMMW_42511,-
4861,narL,STMMW_42521,-
4862,narL,STMMW_42541,-
4863,narL,STMMW_42551,-
4864,narL,STMMW_42741,-
4865,narL,STMMW_42751,-
4866,narL,STMMW_42881,-
4867,narL,STMMW_42891,-
4868,narL,STMMW_42901,-
4869,narL,STMMW_42911,-
4870,narL,STMMW_43431,+
4871,narP,STMMW_09481,+
4872,narP,STMMW_09491,+
4873,narP,STMMW_09501,+
4874,narP,STMMW_17781,-
4875,narP,STMMW_17791,-
4876,narP,STMMW_17801,-
4877,narP,STMMW_17811,-
4878,narP,STMMW_17821,-
4879,narP,STMMW_17831,-
4880,narP,STMMW_15651,-
4881,narP,STMMW_15641,-
4882,narP,STMMW_15631,-
4885,narP,STMMW_20931,-
4886,narP,STMMW_20941,-
4890,narP,STMMW_12781,+
4891,narP,STMMW_12771,+
4892,narP,STMMW_38021,+-
4893,narP,STMMW_22782,+-
4894,narP,STMMW_22783,+-
4895,narP,STMMW_22784,+-
4897,narP,STMMW_22785,+-
4898,narP,STMMW_22786,+-
4900,narP,STMMW_22801,+-
4901,narP,STMMW_22811,+-
4902,narP,STMMW_22821,+-
4903,narP,STMMW_22831,+-
4904,narP,STMMW_22841,+-
4905,narP,STMMW_22851,+-
4906,narP,STMMW_22861,+-
4907,narP,STMMW_28021,-
4908,narP,STMMW_28031,-
4909,narP,STMMW_34651,+
4910,narP,STMMW_34661,+
4911,narP,STMMW_34671,+
4912,narP,STMMW_34681,+
4913,narP,STMMW_42281,+
4914,narP,STMMW_42291,+
4915,narP,STMMW_42301,+
4916,narP,STMMW_42311,+
4919,narP,STMMW_42331,+
4920,narP,STMMW_42361,+
4921,narP,STMMW_43431,+
4922,nemR,STMMW_14401,-
4923,nemR,STMMW_14391,-
4924,nemR,STMMW_14381,-
4925,nhaR,STMMW_00401,+
4926,nhaR,STMMW_00411,+
4931,nhaR,STMMW_15581,+
4937,nikR,STMMW_35731,-
4938,nimR,STMMW_12861,-
4939,nimR,STMMW_12851,-
4940,norR,STMMW_28011,-
4941,norR,STMMW_28021,+
4942,norR,STMMW_28031,+
4943,nrdR,STMMW_23011,-
4944,nrdR,STMMW_23021,-
4945,nrdR,STMMW_23031,-
4946,nrdR,STMMW_27721,-
4947,nrdR,STMMW_27731,-
4948,nrdR,STMMW_27741,-
4949,nrdR,STMMW_27751,-
4950,nrdR,STMMW_43951,-
4951,nrdR,STMMW_43961,-
4952,nsrR,STMMW_01581,-
4953,nsrR,STMMW_01591,-
4954,nsrR,STMMW_02541,-
4955,nsrR,STMMW_22111,-
4956,nsrR,STMMW_09481,-
4957,nsrR,STMMW_09491,-
4958,nsrR,STMMW_09501,-
4959,nsrR,STMMW_09711,-
4960,nsrR,STMMW_12201,-
4962,nsrR,STMMW_30891,-
4964,nsrR,STMMW_16041,-
4965,nsrR,STMMW_16031,-
4966,nsrR,STMMW_14361,-
4967,nsrR,STMMW_14351,-
4968,nsrR,STMMW_14341,-
4969,nsrR,STMMW_13801,-
4970,nsrR,STMMW_13791,-
4971,nsrR,STMMW_13781,-
4972,nsrR,STMMW_13771,-
4973,nsrR,STMMW_13761,-
4974,nsrR,STMMW_13751,-
4975,nsrR,STMMW_13461,-
4976,nsrR,STMMW_13451,-
4977,nsrR,STMMW_13441,-
4979,nsrR,STMMW_13431,-
4980,nsrR,STMMW_13421,-
4981,nsrR,STMMW_13411,-
4982,nsrR,STMMW_13401,-
4983,nsrR,STMMW_12941,-
4984,nsrR,STMMW_12781,-
4985,nsrR,STMMW_12771,-
4986,nsrR,STMMW_19331,-
4987,nsrR,STMMW_19341,-
4988,nsrR,STMMW_19351,-
4989,nsrR,STMMW_22151,-
4990,nsrR,STMMW_37911,-
4991,nsrR,STMMW_25731,-
4992,nsrR,STMMW_25841,-
4993,nsrR,STMMW_25851,-
4994,nsrR,STMMW_26991,-
4995,nsrR,STMMW_28011,-
4996,nsrR,STMMW_28071,-
4997,nsrR,STMMW_28081,-
4998,nsrR,STMMW_28091,-
4999,nsrR,STMMW_28101,-
5000,nsrR,STMMW_28111,-
5001,nsrR,STMMW_28121,-
5002,nsrR,STMMW_28131,-
5003,nsrR,STMMW_28141,-
5004,nsrR,STMMW_28151,-
5005,nsrR,STMMW_28161,-
5006,nsrR,STMMW_28171,-
5007,nsrR,STMMW_28181,-
5008,nsrR,STMMW_28191,-
5009,nsrR,STMMW_28201,-
5010,nsrR,STMMW_28211,-
5011,nsrR,STMMW_28221,-
5012,nsrR,STMMW_34641,-
5013,nsrR,STMMW_36951,-
5014,nsrR,STMMW_38931,-
5015,nsrR,STMMW_38941,-
5016,nsrR,STMMW_38951,-
5017,nsrR,STMMW_38961,-
5018,nsrR,STMMW_38971,-
5020,nsrR,STMMW_38991,-
5021,nsrR,STMMW_39001,-
5022,nsrR,STMMW_39011,-
5023,nsrR,STMMW_39031,-
5024,nsrR,STMMW_39041,-
5025,nsrR,STMMW_42281,-
5026,nsrR,STMMW_42291,-
5027,nsrR,STMMW_42301,-
5028,nsrR,STMMW_42311,-
5031,nsrR,STMMW_42331,-
5032,nsrR,STMMW_43431,-
5033,nsrR,STMMW_16701,-
5034,nsrR,STMMW_39021,-
5035,ntrC,STMMW_05331,+
5036,ntrC,STMMW_05341,+
5038,ntrC,STMMW_08791,+-
5039,ntrC,STMMW_08801,+-
5040,ntrC,STMMW_08811,+-
5041,ntrC,STMMW_09281,+
5042,ntrC,STMMW_09291,+
5043,ntrC,STMMW_09301,+
5044,ntrC,STMMW_09311,+
5046,ntrC,STMMW_11081,+
5057,ntrC,STMMW_15941,+
5059,ntrC,STMMW_13141,+
5060,ntrC,STMMW_13131,+
5061,ntrC,STMMW_13121,+
5062,ntrC,STMMW_13111,+
5063,ntrC,STMMW_13101,+
5064,ntrC,STMMW_13091,?
5065,ntrC,STMMW_12941,?
5066,ntrC,STMMW_12921,?
5067,ntrC,STMMW_12911,+
5068,ntrC,STMMW_12901,+
5070,ntrC,STMMW_07501,+
5071,ntrC,STMMW_23731,+
5072,ntrC,STMMW_23741,+
5073,ntrC,STMMW_23751,+
5074,ntrC,STMMW_23761,+
5075,ntrC,STMMW_23771,+
5076,ntrC,STMMW_26571,+
5077,ntrC,STMMW_26581,+
5078,ntrC,STMMW_26591,+
5079,ntrC,STMMW_26601,+
5080,ntrC,STMMW_29191,+
5081,ntrC,STMMW_32191,+
5086,ntrC,STMMW_39691,+-
5087,ntrC,STMMW_39701,+-
5088,ntrC,STMMW_39711,+-
5089,ntrC,STMMW_41941,?
5090,ompR,STMMW_05171,-
5096,ompR,STMMW_11471,+
5097,ompR,STMMW_11481,+
5098,ompR,STMMW_11491,+
5099,ompR,STMMW_11501,+
5100,ompR,STMMW_15601,-
5101,ompR,STMMW_14551,+
5104,ompR,STMMW_22921,+
5105,ompR,STMMW_24131,-
5106,ompR,STMMW_42841,-
5107,oxyR,STMMW_01471,-
5108,oxyR,STMMW_05591,+
5109,oxyR,STMMW_06721,+-
5110,oxyR,STMMW_06731,+
5111,oxyR,STMMW_06741,+
5112,oxyR,STMMW_07511,+-
5113,oxyR,STMMW_08821,+
5114,oxyR,STMMW_09221,-
5115,oxyR,STMMW_09231,+
5116,oxyR,STMMW_09241,-
5117,oxyR,STMMW_09251,-
5118,oxyR,STMMW_09261,-
5119,oxyR,STMMW_09271,-
5120,oxyR,STMMW_09481,+
5121,oxyR,STMMW_09491,+
5122,oxyR,STMMW_09501,+
5123,oxyR,STMMW_09571,+-
5124,oxyR,STMMW_17761,-
5125,oxyR,STMMW_13801,+
5126,oxyR,STMMW_13791,+
5127,oxyR,STMMW_13781,+
5128,oxyR,STMMW_13771,+
5129,oxyR,STMMW_13761,+
5130,oxyR,STMMW_13751,+
5131,oxyR,STMMW_18711,+
5132,oxyR,STMMW_18721,+
5133,oxyR,STMMW_18731,+
5134,oxyR,STMMW_18741,+
5135,oxyR,STMMW_12691,+
5137,oxyR,STMMW_24321,+
5138,oxyR,STMMW_26691,+
5139,oxyR,STMMW_35861,+
5140,oxyR,STMMW_38041,+-
5141,oxyR,STMMW_35951,+-
5142,oxyR,STMMW_39351,+
5143,oxyR,STMMW_39361,+
5144,oxyR,STMMW_40201,+-
5145,oxyR,STMMW_40721,+
5146,oxyR,STMMW_40891,+-
5150,oxyR,STMMW_30951,-
5151,oxyR,STMMW_30961,-
5152,oxyR,STMMW_44961,+-
5154,oxyR,STMMW_44981,+
5171,pdhR,STMMW_01251,-
5172,pdhR,STMMW_01261,-
5173,pdhR,STMMW_01271,-
5174,pdhR,STMMW_01281,-
5175,pdhR,STMMW_01291,-
5176,pdhR,STMMW_01301,-
5177,pdhR,STMMW_01311,-
5178,pdhR,STMMW_01321,-
5179,pdhR,STMMW_01331,-
5180,pdhR,STMMW_01341,-
5181,pdhR,STMMW_01351,-
5182,pdhR,STMMW_01361,-
5183,pdhR,STMMW_01371,-
5184,pdhR,STMMW_01381,-
5185,pdhR,STMMW_01391,-
5186,pdhR,STMMW_01401,-
5187,pdhR,STMMW_01571,-
5188,pdhR,STMMW_01581,-
5189,pdhR,STMMW_01591,-
5190,pdhR,STMMW_01601,-
5191,pdhR,STMMW_02081,-
5192,pdhR,STMMW_05101,-
5193,pdhR,STMMW_05111,-
5194,pdhR,STMMW_05121,-
5195,pdhR,STMMW_05131,-
5196,pdhR,STMMW_05141,-
5197,pdhR,STMMW_05431,-
5198,pdhR,STMMW_05441,-
5199,pdhR,STMMW_12201,-
5200,pdhR,STMMW_26661,-
5212,pepA,STMMW_00681,-
5213,pepA,STMMW_00691,-
5214,pepA,STMMW_44231,-
5215,pgrR,STMMW_16801,-
5216,pgrR,STMMW_16791,-
5217,pgrR,STMMW_16781,-
5218,pgrR,STMMW_16761,-
5219,pgrR,STMMW_16751,-
5223,phe-tRNA,STMMW_13451,-
5224,phe-tRNA,STMMW_13441,-
5225,phoB,STMMW_01241,-
5226,phoB,STMMW_03311,+
5227,phoB,STMMW_04371,-
5229,phoB,STMMW_04541,+
5230,phoB,STMMW_04651,-
5231,phoB,STMMW_04661,-
5232,phoB,STMMW_04671,+
5233,phoB,STMMW_04681,+
5236,phoB,STMMW_04201,+
5242,phoB,STMMW_12401,+
5244,phoB,STMMW_15101,+
5246,phoB,STMMW_12921,+
5247,phoB,STMMW_18651,-
5248,phoB,STMMW_11071,+
5249,phoB,STMMW_20411,+
5250,phoB,STMMW_21511,+
5251,phoB,STMMW_24931,+
5252,phoB,STMMW_30241,+
5254,phoB,STMMW_35421,+-
5255,phoB,STMMW_35431,+-
5256,phoB,STMMW_35441,+-
5257,phoB,STMMW_35451,+-
5258,phoB,STMMW_35461,+-
5261,phoB,STMMW_35961,+
5262,phoB,STMMW_36951,+
5263,phoB,STMMW_38381,+
5264,phoB,STMMW_38391,+
5265,phoB,STMMW_38401,+
5266,phoB,STMMW_38411,+
5267,phoB,STMMW_38421,+
5268,phoB,STMMW_41751,+
5270,phoB,STMMW_42381,+
5281,phoB,STMMW_42451,+
5283,phoP,STMMW_02081,+
5287,phoP,STMMW_24161,+
5288,phoP,STMMW_06931,+
5289,phoP,STMMW_07411,+
5290,phoP,STMMW_09161,+
5292,phoP,STMMW_11081,+
5298,phoP,STMMW_12401,+-
5299,phoP,STMMW_12411,+-
5300,phoP,STMMW_11201,+
5301,phoP,STMMW_17081,+
5305,phoP,STMMW_14751,+
5306,phoP,STMMW_14721,+
5307,phoP,STMMW_14481,+-
5309,phoP,STMMW_24131,+
5310,phoP,STMMW_31461,+
5311,phoP,STMMW_31471,+
5312,phoP,STMMW_31481,+
5313,phoP,STMMW_33241,+
5315,phoP,STMMW_34591,-
5316,phoP,STMMW_35231,+
5317,phoP,STMMW_35241,+
5318,phoP,STMMW_35251,+
5319,phoP,STMMW_35261,+
5320,phoP,STMMW_35271,+
5322,phoP,STMMW_15571,+
5327,phoP,STMMW_36521,+
5328,phoP,STMMW_40651,+
5329,phoP,STMMW_40661,+
5330,phoP,STMMW_41281,+
5331,phoP,STMMW_41291,+
5332,phoP,STMMW_44001,-
5333,phoP,STMMW_44011,+
5336,prpR,STMMW_04371,-
5337,prpR,STMMW_04381,+
5338,prpR,STMMW_04391,+
5339,prpR,STMMW_04401,+
5340,prpR,STMMW_04411,+
5341,pspF,STMMW_16861,-
5342,pspF,STMMW_16851,+
5343,pspF,STMMW_16841,+
5344,pspF,STMMW_16831,+
5345,pspF,STMMW_16821,+
5346,pspF,STMMW_16811,+
