Geneid,ERX339069,ERX339070,ERX339085,ERX339086,SRX3471973,SRX3471974,SRX3471975,SRX3471976,SRX3471977,SRX3471978,SRX4665670,SRX4665671,SRX4665672,SRX4665673,SRX4665674,SRX4665675,SRX4665676,SRX4665677,SRX4665678,SRX4665679,SRX4665680,SRX4665681,SRX4665682,SRX4665683,SRX4665684,SRX4665685,SRX4665686,SRX4665687,SRX4665688,SRX4665689,SRX4665690,SRX4665691,SRX4665692,SRX4665693,SRX4665694,SRX4665695,SRX4665696,SRX4665697,SRX4665698,SRX4665699,SRX4665700,SRX4665701,SRX4665702,SRX7268192,SRX7268193
STMMW_00201,0.0,8.224091448617745,0.0,0.0,4.107425029315714,2.8336338594599266,2.7375013050615205,3.2115340749500043,3.969061946057028,3.711222590116884,0.8752466663452156,3.7463153080651215,4.0846112273623225,3.9255051319592513,1.2851678434753002,2.4090250712967927,2.3823151462869543,2.282264537339687,3.7266395484091643,4.2891461452637945,3.697354385451734,4.107452509830062,1.5536523922228656,1.7193163967730036,2.2101418279160336,2.8336166108813785,3.4675089221096047,2.101570853088487,4.804039956612495,4.028530308948837,3.899715228662044,0.0,2.1273077453384737,3.996727165207752,3.7320536546158523,2.8858728105830656,3.0767133879491744,2.312110964804361,3.9639768281452903,2.6370828681993292,3.3712699187943205,3.033660622493911,1.3948797395725432,3.8053852027519928,3.5976953216095713
STMMW_00211,0.0,0.0,0.0,0.0,2.1203086790395016,1.1447090654098637,1.8320742331943813,3.2242784590354447,3.5317124799928368,4.405041013500795,1.213430690013161,2.4805563785848155,2.317647332356862,2.1262591279702723,1.7100642736058622,3.334379547770162,1.4142710467262942,1.8552158354352866,2.008206769027256,2.3067136116883233,1.5323434333777906,2.120331142349238,0.0,1.4917073182528455,2.5306199518453623,1.1446980765535888,2.140228590450377,2.8218811128920662,4.13411802061709,1.9718598859549692,1.6969294553952634,0.0,1.8729647175818447,1.495477828793527,2.6771149077493965,1.755881853956916,1.716296602459578,1.480936108427522,3.9945199520255033,2.656588721593653,1.7919580109333182,1.8773083371586023,2.2822116212326793,2.1298476870296272,2.006325335293098
STMMW_00221,4.243324461873602,0.0,0.0,0.0,2.6801723839290195,1.947001757495361,2.3292083269757957,2.9001169022050686,3.217951208060595,3.203497612834602,1.4477530291644836,2.807682659339035,2.5106532290423456,2.584340020734332,2.0955089491939125,2.6683185852578837,2.095042804945791,2.109530665288927,2.483807065542398,2.360995376155764,2.106292235394861,2.680197005296795,2.3809843051476745,2.112292448571249,2.5868404426099514,1.9469868979518044,1.8197668038441768,1.3733101029800563,5.255053662439029,2.287969643632868,2.3539528727685752,2.076239788186755,1.260268989349878,1.948795984703479,2.465723485397885,2.1203672482809934,2.328109061222633,2.0593817102008187,3.1709741746336206,2.0852682911834957,2.0794623055384855,2.1708797970020757,1.5969174674411228,2.6337530960399964,2.222100974366507
STMMW_00231,0.0,0.0,5.996064975088478,0.0,2.7450934690786735,2.670131104536069,2.6404542726626627,3.657990803036951,4.089774771221904,3.7920872596431825,1.2316311259642443,3.549037933083608,2.7834294959578934,2.667351705586766,2.4969545590554243,3.6567120293588906,2.3939797576103365,2.191772160405819,2.924598553371124,2.7581394663143595,2.4058699022853878,2.7451182907283274,2.9592988678242165,1.7950282747487913,2.4748768825706366,2.670114193697012,2.497194185814832,2.7888541811883214,5.368266334793942,2.8315193181558906,2.4813758603724265,1.921969798777616,1.293891094526428,2.2389034522492834,3.184347315150174,2.693405029502181,2.6648433686443678,3.109417840954669,3.2918148692589124,3.0412027436659304,2.6904787865848605,2.284681223668372,3.0041572170852926,2.8112698867451553,2.7646718618221895
STMMW_00241,0.0,0.0,0.0,0.0,2.475983728287248,1.7161679154782843,1.38452249442693,2.0689694278570014,1.4411076280607138,2.002797701417046,0.87163668943122,1.4043059984722086,2.588403414013246,2.732642562769261,1.2804859471001322,3.0260520469958307,1.3625908735103192,2.102372871895868,2.2640670320707823,2.3943501322582286,1.7575734630367679,2.4760076576353174,1.9588197091243487,2.4751915886090985,1.767592058613545,1.7161539588009487,1.6527134432753197,1.0643489146790746,4.237142414722741,1.8586935684467836,2.1986509611543084,0.0,1.226632567657216,1.1007978941281862,2.6068861420454206,2.244602469517544,2.353015859613048,2.461468750298601,2.143292537019423,0.800512748207144,1.7329816937717235,1.979604602433305,0.0,2.479112993821463,1.7723802081054643
STMMW_00251,0.0,9.28678789827857,0.0,0.0,2.536269496852981,2.0724628228564623,1.8245583097761346,2.856776781126215,2.4623974963612967,2.3837688662511756,0.0,2.631743164741337,2.175298563825352,2.236584442000094,1.3239808713396577,2.8102408871179088,1.6800051323664824,2.4907490808804256,1.378800920334621,1.9949141169168632,1.8094849994659805,2.536293640801409,2.0135164502955867,1.7650377957417196,1.8196517665204244,2.0724475299227407,2.002784057225312,1.102990553224206,5.382195181459384,2.363217942479356,1.6592168325071701,2.682025971649496,1.639178421049612,1.1403109833207674,2.1925664935704035,2.3026357521543783,2.2899532470585133,2.3644309607241083,3.0340360844813126,2.0430737666323355,2.0908761655192434,1.869701567664334,1.435642780257824,2.810849167714144,2.6885965566426893
STMMW_00261,0.0,0.0,0.0,0.0,2.5789206302344603,2.1406815437465214,1.48661624987766,2.61073556292161,3.2684668278173152,2.6403490502108427,1.1620844057777884,2.9553792305305393,1.5210997610851544,2.6472850466059836,2.3962126482652994,1.6470926202640173,1.7417118564685903,2.9930980378762566,2.1389414922934056,2.061984672546901,1.1270642781595144,2.578944920682622,2.75345896109466,2.1380340186012403,1.4822199648128105,2.1406660305071386,1.8740726802206935,2.089426540634218,6.030849833371144,2.3546180395661187,2.0217473386729186,3.1180747134371236,1.5846337859666888,2.1425546503263915,2.2624443697864263,2.5213666622182673,2.317389944080983,2.949480500823966,3.846355131086219,2.1108647143511416,1.9595110035452816,0.9568497190295142,2.544872898126761,2.875437199563299,3.323532876606093
STMMW_00271,4.8479881543049546,0.0,0.0,0.0,3.004178698021679,2.7866965582131096,2.5054679733592113,3.8037229494682796,4.664182478585678,4.454282542439269,2.6679019862559104,3.5396497282894694,3.1843585132789953,3.520732603610296,2.4885105966961656,3.353834928594903,2.956314823917066,3.015552428853389,3.146499033744864,2.797701541308993,2.8374269908475465,3.004204234953479,3.3670382360396944,2.9302262609673315,3.470984390787481,2.786679402706087,2.22968976720249,1.6382124609678475,5.434990972482247,3.4373299735462326,3.1875228272287437,3.455573772865286,2.818578149574021,3.0683254105469,3.822218243945812,3.6254845051901716,3.324276573006176,2.9835899261064314,3.8861500875184363,2.647472529649857,3.4594121174121932,2.8014097164005767,2.3740562504760767,4.313113915003115,4.146293988615364
STMMW_00281,0.0,0.0,6.599197851662894,0.0,3.956067467731528,4.315302032307512,4.391578689587126,3.532992517557295,4.172181585651449,4.22451585662609,4.0090983247564544,4.510900117090166,4.531307869731019,3.7914273372570073,4.755506296209637,3.0168183026224105,4.608841874753667,4.673921031517521,4.564052102678153,4.613544540909195,3.680307952570801,3.9560947610358768,4.637319733391811,5.04736313333771,4.240712405809837,4.315282977078142,4.755786726796088,3.325877726506378,6.897128434450846,4.870361863146451,3.638879625125302,4.173183733787806,5.0985103843359845,3.6280823235487643,4.889673416840361,4.420569663960604,4.114043201342837,4.152281151059032,4.939570164564697,3.5903487987321143,3.9164566137054733,3.1133686942306693,1.8803100946375433,4.036614944605174,2.618204526758087
STMMW_00291,0.0,0.0,0.0,0.0,1.1876222280197708,1.5103628610891342,0.0,0.6359405686381437,1.8486087146209598,2.648784229639021,1.0048595792791577,0.9993664470245277,1.0100697269579781,0.8925225143237271,2.1596973451299153,2.1596559936309854,0.7097939872262848,0.0,1.508902560923736,0.0,0.9731331020682904,1.1876385933771454,1.1162371873966492,1.2529755425463596,1.9700757897629428,1.5103498406910731,0.0,1.2166229557390853,5.213885351463743,2.270411591662589,1.1665266878494458,0.0,0.0,2.3692786467131093,1.7954578748036814,1.8960933154554278,1.3194119634661938,0.0,2.3636753037164544,0.0,1.933556802469551,0.5948039087150131,1.5687442799780893,1.6694849434009642,0.0
STMMW_00301,0.0,0.0,0.0,0.0,2.5749519444388884,2.5769986621188847,3.219391074924493,1.6925780319545503,2.2410960904258403,3.225260785866489,2.9563803700736093,2.4525111365164056,2.469973546922371,2.383547832846826,2.997868021321837,1.7352229901477743,3.296031307852115,3.357068685135966,1.9608388900867808,2.3896927405388673,2.7237988121671113,2.5749762214372756,2.37384137253299,2.574148293095472,2.2985262701859277,2.576981961477613,3.1319547486765194,3.4696733290598725,4.832365435199829,3.1220595314032478,2.4112409093546514,4.363457952316906,3.4845932074914314,2.971048635300649,2.7869115233934276,2.867353920094969,2.5078804735723237,2.893094351681652,4.220280944964475,2.8967424907550536,2.25942416995252,2.645007936524494,0.0,2.903208908651255,0.807433146307466
STMMW_00311,0.0,0.0,0.0,0.0,2.162508413625875,1.937277216808077,2.8038834944715054,1.4306957554396595,1.6432538251148352,2.6733223420500476,1.6109778483706179,2.83128400720709,2.6260915474022917,3.627684187864621,0.0,1.4695891330137067,2.290202685504517,1.894907630194433,1.935614479063454,0.9095900121602062,1.9812180785165265,2.16253107035534,3.5514877349019196,1.2699642297855678,1.991838614926638,1.9372623924570551,2.846891285642308,1.2333000613021714,2.2280754252384862,0.982338478343463,1.3716344526700806,0.0,3.0818228121445617,3.015504864256115,2.257775555522083,1.511836110948005,3.270271740247788,2.556654858143463,2.0612820675325487,0.939843438614937,1.9551298450775358,1.357294544352951,0.0,0.8554158353479371,0.5133391201036891
STMMW_00331,0.0,0.0,0.0,0.0,3.8120153548579223,3.657137270543625,3.9136443854583294,4.461195723615488,4.657902744329536,4.990199897935272,2.3831502592307916,3.644803485633884,3.66444624126408,3.7366744387173467,4.5940510988337016,4.698583344604749,3.167715466068293,3.0267616289290866,3.509622763528414,3.719224533289102,3.332898064098575,3.8120424507885007,3.1114861749425997,3.2217098583987887,3.2904560776248717,3.657118797882215,3.65285039743773,3.82485817255564,6.129558300520198,3.0459225110498283,2.91011609760722,2.562427812328397,3.3131518651669714,3.740098034496738,3.0586325138044104,2.5531804951605603,2.575161502479656,3.3654995316767273,5.0215210837146635,3.919854673806779,3.438663537208848,3.1066726198311647,4.594856161722486,3.177141996217688,2.5419877309480166
STMMW_00341,4.950559365921662,0.0,0.0,0.0,4.349508091463095,4.206718864578343,4.303276668803486,5.534561429924347,6.065690271842202,5.9500876295239715,1.8454785778535485,4.901437783967609,4.8512933380535195,5.070648469049081,5.077357569312039,5.139577099759928,3.2556657293709366,3.6148069269878533,4.5841275626457225,4.968721126376177,4.343318570294226,4.349535833422705,4.1468843734876035,3.2196778188902506,4.423859720623139,4.206699888125563,4.330230105298091,4.424030748123533,5.090911833505618,3.971679157224564,3.6933590770410447,3.3136982652415163,3.7117958496896986,4.6809475068373105,4.419356617809785,3.845633954452704,4.202505419561614,3.8189057641872464,5.390722436912545,4.755937203819029,4.476207822060862,4.141747699887968,4.779112453333427,4.107077574723949,3.6169830143017583
STMMW_00351,0.0,0.0,0.0,0.0,2.3994453212077347,1.3992976838840872,1.7261641018111118,2.0946959523632107,1.912804166532977,2.5333804833669533,0.6731369581345932,1.4699369424579587,1.1359601690591976,1.5959988522546509,1.6079368141378654,0.0,1.0881489318715112,1.9083409372369384,0.6276623592845824,1.6010878079032074,1.0959370952722536,2.3994689648569096,1.2505378846357498,0.0,0.0,1.3992852270715668,1.6081324944999549,1.3582859999212538,5.299710885463402,2.252287729242406,1.3045843668022732,0.0,0.9710756670488178,2.0979364895662553,1.6731515790350853,0.6190227813053459,0.3723036268118509,1.7750436241224468,2.951301704353649,1.0447000305949348,1.4143139336996349,0.9290462558441482,1.7323105748600098,1.7903155664916302,0.0
