Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
STM14_5526,0.0006963356184298052,0.0018760807369949733,-0.00574383803339231,0.01127781958623629,0.0006811473757449409,0.009903986099718804,-0.0007040203635315663,0.0017982593095950533,0.006579253743850162,0.022730423916954873,0.0053225566027423074,-0.00826294005481046,-0.006354775838246976,0.004297677707688155,0.0011572393256319984,-0.002969355116458473,-0.0008171583361207433,-0.016467318259419925,8.576716726095401e-05,-0.008146317586057224,0.0006353775433332465,-0.004434749585938156,0.011097538296767635,-0.0003013727392397213,0.012097274735333969
STM14_5527,0.003496810903307385,0.015897538171032018,-0.007842818575127256,-0.007741401688082746,0.0008477529074298051,0.010909834348127345,0.002521553582737353,0.004046528376244733,-0.0016889319301053984,-0.005825182220449718,-0.0029683812921604603,0.0031734439326947623,-0.00019007711343592274,0.0040381778683624865,0.004160593320932756,0.003660430832377257,-0.006043433397959096,0.00827511105879629,0.005159245615308989,0.0018672143131686176,0.007671884583502781,0.001558605378554018,0.01555988240762203,-0.0013830541449105505,0.004082426602532929
STM14_5528,0.0028850011249245766,-0.0011346312399723884,-0.003647626785760964,-0.0005705952684272306,0.00693148137326206,0.000691139617344456,-0.01369253909051098,0.0017360522635455323,0.030066605910856442,-0.005890436601592383,0.0226134093176418,-0.002854829470622543,0.00488285891316102,0.013606386075518227,0.004127049240324505,0.0002289111200223336,0.007680317276872041,-0.018589925103700167,0.010326338201878506,0.0010633558996702695,-0.000539082665479221,0.02365040937322622,0.008428812646130462,-0.0033015038382174866,0.03092890282348931
STM14_5529,-0.011270571666307176,-0.005147772651069356,-0.007199947119184653,-0.010567813109214685,0.005498389134979635,-0.004407588577633818,0.0031702724334195104,0.0025495006403830718,0.024995498326546513,0.006960958398652156,0.023983313211258708,0.015455511169744873,-0.0032436541715461236,-0.004550087269438373,-0.0030596795935812792,-0.0020348440695670223,-0.00010452207805620584,-0.011597889138403334,0.013736121660297262,-0.004260389406836594,-0.005665670688327212,0.00552225818375371,0.01730628541012561,-0.01243850583806667,0.004407142926417255
STM14_5530,-0.008888677076090675,0.009383172536054194,0.0016536749436726688,-0.0036359776841333787,0.006424148651280513,-0.012794591600701496,-0.013569561298676425,0.0019534657979801977,0.02582970351758733,-0.01071952886985903,0.008703305554597217,0.016764322832729352,-0.0005109926067511265,0.006464766851077489,0.0010800528993878174,0.006523363942686055,-0.010579552060710238,-0.005391235414504458,0.004200910609810706,0.0026622966388292037,-0.005276668648232166,0.027412224474732794,0.022578641701280128,-0.0071962719344599345,0.003671838480122893
STM14_5531,-0.0033804309991373256,0.013870005861414037,-0.005540624540866826,0.008754974582324321,-0.014603215536628456,-0.002605099396549032,-0.0030430429032288374,-0.005782985851716125,0.008727852379112843,-0.009564566525101379,0.001021226215134365,0.01595153674959824,0.0018344157944500785,0.010421366817967985,0.0051681366626180345,-0.00842994579276209,-0.01741833636738534,0.009095922254410362,0.010009736468818354,-0.0004497857794414075,0.017799623240880188,0.012164075342132421,0.009197164958322412,-0.0068209017541236185,-0.00874424411159095
STM14_5532,-0.0051053587021779945,0.0027001271610423956,-0.004329531001658696,-0.007468645366584652,-0.005868051671344952,-0.002259121468796996,-0.000597400771062765,0.005775621860488043,0.007726631853202066,0.003378831772785895,-0.005855944437747828,-0.002079666871180911,-0.002302323633227359,-0.0133603461143296,0.007707024365661186,0.002943509808648875,0.0061736559128490985,-0.0029666907320381624,0.006224788294076412,-0.009149834886976616,-0.009290269519228116,0.006506732947380873,-0.0034837612462115712,-0.004183194572189887,9.83465652437615e-05
STM14_5533,0.0007522541372276413,0.004373120661683413,-0.0075039040516549915,0.011437194598603675,-0.010099085845456332,-0.0016753368157596774,-0.0031578733257795278,0.002256741090140174,0.003203136340136605,-0.00881322042182186,-0.008711915227256369,0.0038020511842871774,-0.008859401824455397,-0.012216177855622228,-0.004462767679756663,0.00546847177263005,-0.00648849423766091,0.006439385293297875,0.008146920271049362,-0.0017916738850073607,-0.002251482005640409,0.006634201617437668,0.01551467933334979,-0.0022658521043222076,0.0014380701631698598
STM14_5534,0.01515835058839409,0.004763242489800767,-0.00892795356475412,-0.0015755185780429927,-0.009475983725305797,0.015848315706642444,0.02089502231842895,-0.013065698601649108,0.011185871228036633,4.984264396015932e-05,-0.01403507704772767,-0.015373953400202282,-0.01132051891764561,-0.02837681694572442,0.02939657460656673,-0.01958725027603587,-0.006081369324310781,0.012757252644418337,0.02093738368934757,-0.009588747592253729,-0.0020406574993808695,-0.024230760189702934,0.016639251622936415,0.0017964446299377095,-0.005071521563753929
STM14_5535,0.002850110332689569,0.013462100888571922,-0.0033207253973264843,-0.0030921895494339753,-0.012586797552899199,0.00399337244655596,-0.004660294688498234,-0.005446576485185827,-0.009816116860479744,0.009296657558421994,-0.01656373257241365,0.013952409893474571,-0.003984421658249704,-0.008857668311722173,0.007044679666142004,-0.006008140392320813,-0.006679387444832062,0.005267975882028841,0.029925783748949063,-0.002830173180626755,-0.007830380275798588,-0.004666938428842307,-0.010487594674871861,-0.0064683832434780045,-0.01327029482082531
STM14_5536,-0.004729641770794185,0.01949404363632537,-0.008457132629582326,0.008884044839198078,-0.009782256948337373,-0.002858783853673588,-0.005586483605858328,-0.025262476273803625,-0.009748206362777711,0.014170248466516853,-0.016385432610601224,0.014293889676799398,0.0016876109471406333,-0.006291963446837434,0.01201650607252584,-0.0051157747509459365,0.00016371824241975783,0.014876029449970846,0.03211418268117053,0.014137892440249357,-0.009825010357393037,-0.006068983357054649,-0.01567624550861304,-0.013082085187250202,-0.018855073135417576
STM14_5537,-0.004878060020806128,0.011374109949270874,-0.008766839259283767,0.0059712684492676795,-0.017971145168026385,-0.009553207971384476,-0.010409717186557428,-0.023861582867694752,-0.004564725366425799,-0.0019552304189773646,-0.01801157567729789,0.0180076983244819,0.0024226442226955437,-0.0028675246754371947,0.001881567306927078,-0.0075642581901997985,-0.0014257742356328553,0.017320131714218756,0.037340546824146094,0.006810043511396297,0.00231790432662146,-0.011035207916925518,-0.020962765425110642,-0.012078548177957395,-0.007791873147278813
STM14_5538,-0.0021676497990155115,0.012120655426955318,-0.007491046324244352,-0.006355640229427684,-0.01144282273952744,-0.009812369950400041,-0.010595816225252514,-0.028285783949932163,-0.011138770336997698,-0.00285407994281597,-0.01674338589422995,0.01776779530317225,0.003642200155864111,0.00106690014006898,0.0057747744699052726,-0.011359146918967588,0.014082257471621883,0.014592149113566114,0.03818563213387155,-0.0033609399472833558,0.00040724007329848063,-0.008020709498008056,-0.03198962418085785,-0.014350455152386997,-0.004847195125447078
STM14_5539,-0.0036071264785913666,0.005378984619316011,-0.006506161927276927,0.012239296444406786,-0.022320598079742435,-0.014249026127101664,0.020537271244216407,-0.018699033223079326,0.0064764154688693515,-0.012576345804343856,-0.009314529857729355,-0.0012281173498604194,-0.0029970851035039303,0.0027737789768416624,-0.009103052065368851,-0.014489262799976452,-0.0035992551762291133,-0.0030006697561893907,0.01632017877705044,-0.001808281229605186,0.003647402990860538,0.021246739302155624,-0.006726678423457071,0.006762919843519895,0.008927653116341033
