Geneid,0,1,2,3,4
PSLT001,-0.001289063964703509,-0.009339770430169557,0.002443992947919423,0.0014469377416352364,0.005386110690151934
PSLT002,0.0035111935556928586,-0.008937852460192155,0.011327833311834616,0.004446307057820661,-0.016234301726658414
PSLT003,-0.009948914502987922,-0.019614274848393537,-0.016366715822161582,0.0010194065355505128,0.012475339160010406
PSLT004,-0.011440594483797332,-0.023597325377900078,-0.008760864762521199,0.020248395300430908,0.00897540715846485
PSLT005,-0.011979547862869826,-0.026590796667218437,-0.021213671425354897,0.015253692198040927,0.010466718347445945
PSLT006,-0.002120064632686061,-0.005689395483290655,-0.014183988423148814,0.0021238586223916245,0.0008746759949844774
PSLT007,0.010651996590218529,0.007374271582910747,0.003285873095940188,0.005252111782911185,-0.010354734691358293
PSLT008,-0.0067538023851952626,0.00568049513674849,0.011446269605009142,0.002777794618810007,-0.008179510831841931
PSLT009,0.009240923449928487,0.00752883065441305,0.015208623240691022,0.006354505073276739,-0.014892152007996323
PSLT010,0.005658096155143889,0.009695351848608279,-0.00025244521708839073,0.008172744202017732,-0.019227288713565736
PSLT011,0.007254304229944715,0.011438394625005956,-0.0089907128681717,0.012358494016531562,-0.020844103453200695
PSLT012,-0.003654224297317093,0.010947689666003393,-0.002837647382546333,0.018182626910296876,-0.02513300315779596
PSLT013,-0.005649736533684598,-0.0010160016377792735,-0.008295999492780837,0.02079677237610393,-0.01787104111308043
PSLT014,-0.011394747720962837,-0.015956466572191144,0.008278384553990107,0.01060339189894415,-0.0015215868814709471
PSLT015,-0.006244164213246612,0.001298160914038409,0.0026939861725256355,0.007172651654663307,-0.014536269632437445
PSLT016,-0.0038179594520955057,0.002620887322966475,0.005883551177577414,0.007038648086017164,-0.010061842311508676
PSLT017,0.0051610780629050635,0.006949327920277666,-0.00606341404585475,0.0026778464634522902,-0.014822949999128287
PSLT018,0.017086144417537814,0.02530229007935874,0.009401480410981858,0.01631995436237255,-0.005279043466778077
PSLT019,-0.009533023899663975,-0.002280771375383892,-0.027610109428287913,0.009453615199330431,-0.012399022096998365
PSLT020,-0.012732816104872549,-0.0004827099651242632,-0.011755004593825318,-0.001085451728225734,-0.02390672203508324
PSLT023,-0.002474560239049438,-0.025036647177636727,0.009416228923292396,0.011374429691623451,0.01089847484913361
PSLT024,-0.008160709168346228,-0.014711268909768403,0.009857776500965683,0.008931461200822562,4.625826444664453e-05
PSLT025,-0.009437956133411515,-0.003258739513844708,0.0013559052197430043,0.005092646308272746,-0.015004687583341076
