,S_mean_std,A_mean_std,count,L2_norm
0,0.003343992598519288,1.0347432853001501,98,51.977833988274526
1,0.0024165514281728217,0.7682334710024264,100,50.03027425728954
2,0.0033736748952283772,1.0770590210018887,99,63.7337284592234
3,0.0020258332128473473,0.7408288248278244,100,86.25616617349702
4,0.0037024043399669204,1.4694147500935584,98,85.7400446261925
5,0.0011600384731059647,0.37761945202850156,100,85.66432911239474
6,0.003916067800344882,0.743340304044688,89,27.887290810647464
7,0.003482648678839332,1.0983152841913315,95,72.47075284584932
8,0.0018861154925995836,0.5602531806275515,100,37.40418472027903
9,0.002940194789201143,1.0902667887621011,97,87.71765895001764
10,0.0015282719763003608,0.5908610233292306,100,135.6305953418591
11,0.0009712538702175731,0.34955403648497596,100,52.292084082264466
12,0.001314194824710088,0.3783256037340324,100,113.4554633778618
13,0.0029062005482320494,0.9001395673124469,98,46.85246253062811
14,0.004241287604091773,1.0335231535430005,88,32.162901674059505
15,0.0008930903384410449,0.31108167265645803,100,34.8074722321327
16,0.002128441729270996,0.7604238968378549,100,72.80289973833959
17,0.0040664895285741215,1.2941087642026663,81,207.73151870962437
18,0.001939135312274022,0.7467066578677728,100,210.18504582003928
19,0.004036742283452158,1.457409040468224,96,65.35968106222154
20,0.003468932059658313,1.1614959154510223,99,138.0734418378159
21,0.0027588438504190095,0.9620629841285953,100,56.276615071403555
22,0.0013261125319524512,0.4391800732539171,100,39.194812737589366
23,0.004548416943583425,1.3967138700728512,88,52.06782795342918
24,0.0008340878257584815,0.2795001094188479,100,48.1339266341428
25,0.003872355616297779,1.5561194597467547,97,59.834690072130435
26,0.0008708537954931176,0.29252403302587854,100,257.0562684751105
27,0.0016480814237329988,0.5266459539500161,100,81.26876328015535
28,0.001894443045023049,0.47797885437948395,100,34.68809195827115
29,0.002031594723397236,0.8610075710878485,100,96.07706531061633
30,0.0024825702804290397,1.292740498303508,100,163.83439799112026
31,0.0005545733273370476,0.20062670661704252,100,86.07290832286034
32,0.002008597067552352,0.703512793912258,100,105.08973403298174
33,0.0012171283474538158,0.4621063670826447,100,104.02108291684992
34,0.0012573427591145176,0.419906028821902,100,213.72013922201288
35,0.0008179304742015404,0.27600919390121437,100,70.85990472600213
36,0.0014453780636390068,0.5251895836072344,98,50.35076880027928
37,0.0023123617730164965,0.7340915216694345,89,46.59405172726578
38,0.0013047495697265832,0.43788672357182623,100,209.4200184021387
39,0.0015461993762483374,0.5024798480905335,100,58.69529188495226
40,0.0015292199750537988,0.5029899450988453,100,89.66921213012425
41,0.0036027573370138637,1.4368598119713492,100,203.9291603606069
42,0.0005274175913451713,0.17633330573278289,100,220.1663759674069
43,0.0007870387121242539,0.2946383266392253,100,269.2612868336872
44,0.002846733830087085,0.7820204059761491,100,40.86566186166403
45,0.004021138393650125,0.9150482208177922,68,39.36274799840371
46,0.002629876860250444,0.9343565839663507,99,106.0364902685299
47,0.002754668519476847,1.0446529387994727,98,62.892106147316575
48,0.0014954803077746276,0.5639569458212318,100,65.458465697617
49,0.001445956432456189,0.5109601963271032,100,145.0170573015717
50,0.004235797018631935,1.5338995826998678,80,77.35977940959165
51,0.004025281656771237,1.6570791363610557,94,107.47366362053653
52,0.002060713484201654,0.8212521030775776,100,119.10985748322312
53,0.002741034226480423,0.8557383124803127,100,37.466885167350554
54,0.0016295679559169642,0.6340157275557098,100,50.8783134876593
55,0.0027272108379923646,1.0343998314138894,100,51.170945114163324
56,0.0030656701314360026,1.3169422054681974,100,82.1284248638025
57,0.0007321629002095349,0.26504464715055137,100,223.95192595913156
58,0.004257275764204438,1.6308773278679443,69,92.724872008929
59,0.0015381171343497755,0.43850648750531857,100,38.50061216975255
60,0.0021247121257864355,0.6652809119644307,86,111.34081575433235
61,0.0037337930841644237,1.9886292255400377,100,171.13058686872836
62,0.0036733994596492713,1.9988292537144594,100,106.09898906763591
63,0.0006036484779778911,0.22612840320393204,100,141.1986025591857
64,0.0013022986967741012,0.4828820732726769,100,105.90962685734488
65,0.00094526615407319,0.35667200157956236,100,83.48312451927396
66,0.004015213652433647,1.7657120319935766,79,116.40089420684458
67,0.0012776811543208717,0.4319638549962825,100,109.43310679617171
68,0.003925864573768414,1.1957767556137537,86,40.82777434220788
69,0.003997513248395983,0.8308413350887242,88,27.26779773314366
70,0.0036417181422956947,0.856347651769755,73,31.370477930345068
71,0.004389074853483232,1.8355715079269803,97,45.235488765613326
72,0.0040948546289645595,2.1691439452136327,70,129.74252281896676
73,0.004471019112131323,1.5797232241403296,89,74.15045931407535
74,0.003929295795353287,1.4055526569547747,54,69.5750747123142
